entity,system_mode,base,org_b,delta_b_minus_base,source_file,batch_index,z_delta
Macroeconomic,system_on,-22.625,-5.375,17.25,b_yesno_randbatch3_size50.csv,3.0,-1.1863729948249762
Jugation,system_on,-22.125,-4.875,17.25,b_yesno_randbatch3_size50.csv,3.0,-1.1863729948249762
Heteroalbumose,system_on,-22.0,-4.75,17.25,b_yesno_randbatch3_size50.csv,3.0,-1.1863729948249762
Nasiobregmatic,system_on,-22.125,-4.875,17.25,b_yesno_randbatch2_size50.csv,2.0,-1.1863729948249762
Spermiogenesis,system_on,-22.125,-4.875,17.25,b_yesno_randbatch2_size50.csv,2.0,-1.1863729948249762
Aliturgic,system_on,-21.875,-4.625,17.25,b_yesno_randbatch1_size50.csv,1.0,-1.1863729948249762
Analogistic,system_on,-22.125,-4.875,17.25,b_yesno_randbatch1_size50.csv,1.0,-1.1863729948249762
Catadioptric,system_on,-22.0,-4.75,17.25,b_yesno_randbatch0_size50.csv,,-1.1863729948249762
Bundeli,system_on,-21.5,-4.21875,17.28125,b_yesno_randbatch1_size50.csv,1.0,-1.098428369559967
Debussy,system_on,-21.375,-4.09375,17.28125,b_yesno_randbatch1_size50.csv,1.0,-1.098428369559967
Scullionize,system_on,-21.625,-4.34375,17.28125,b_yesno_randbatch0_size50.csv,,-1.098428369559967
Manganous,system_on,-22.375,-4.34375,18.03125,b_yesno_randbatch0_size50.csv,,1.0122426368002562
Quieters,system_on,-22.125,-4.09375,18.03125,b_yesno_randbatch0_size50.csv,,1.0122426368002562
Unflintify,system_on,-22.25,-4.21875,18.03125,b_yesno_randbatch0_size50.csv,,1.0122426368002562
Undefeasible,system_on,-22.375,-4.34375,18.03125,b_yesno_randbatch0_size50.csv,,1.0122426368002562
Overwhirl,system_on,-22.25,-4.21875,18.03125,b_yesno_randbatch1_size50.csv,1.0,1.0122426368002562
Redargues,system_on,-22.25,-4.21875,18.03125,b_yesno_randbatch2_size50.csv,2.0,1.0122426368002562
Andreaea,system_on,-22.25,-4.21875,18.03125,b_yesno_randbatch1_size50.csv,1.0,1.0122426368002562
Rancel,system_on,-22.125,-4.09375,18.03125,b_yesno_randbatch3_size50.csv,3.0,1.0122426368002562
Immantle,system_on,-21.75,-3.734375,18.015625,b_yesno_randbatch3_size50.csv,3.0,0.9682703241677516
Scripee,system_on,-22.375,-4.375,18.0,b_yesno_randbatch1_size50.csv,1.0,0.9242980115352469
Anelasticity,system_on,-22.75,-4.75,18.0,b_yesno_randbatch0_size50.csv,,0.9242980115352469
Superengraving,system_on,-22.375,-4.375,18.0,b_yesno_randbatch3_size50.csv,3.0,0.9242980115352469
Reabandoning,system_on,-22.5,-4.5,18.0,b_yesno_randbatch3_size50.csv,3.0,0.9242980115352469
Asaprol,system_on,-22.5,-4.5,18.0,b_yesno_randbatch3_size50.csv,3.0,0.9242980115352469
Perries,system_on,-21.875,-4.5,17.375,b_yesno_randbatch1_size50.csv,1.0,-0.834594493764939
Otoconia,system_on,-22.0,-4.625,17.375,b_yesno_randbatch0_size50.csv,,-0.834594493764939
Isochronizing,system_on,-22.375,-5.0,17.375,b_yesno_randbatch2_size50.csv,2.0,-0.834594493764939
Genitalic,system_on,-22.375,-5.0,17.375,b_yesno_randbatch0_size50.csv,,-0.834594493764939
Hatable,system_on,-22.125,-4.75,17.375,b_yesno_randbatch1_size50.csv,1.0,-0.834594493764939
Arabized,system_on,-22.5,-5.125,17.375,b_yesno_randbatch1_size50.csv,1.0,-0.834594493764939
Lithemic,system_on,-21.875,-4.5,17.375,b_yesno_randbatch1_size50.csv,1.0,-0.834594493764939
Vallate,system_on,-21.875,-4.46875,17.40625,b_yesno_randbatch2_size50.csv,2.0,-0.7466498684999298
Glucosane,system_on,-21.875,-4.46875,17.40625,b_yesno_randbatch0_size50.csv,,-0.7466498684999298
Biffies,system_on,-21.5,-4.09375,17.40625,b_yesno_randbatch3_size50.csv,3.0,-0.7466498684999298
Dollarfish,system_on,-21.875,-4.46875,17.40625,b_yesno_randbatch3_size50.csv,3.0,-0.7466498684999298
Slipperier,system_on,-21.625,-4.21875,17.40625,b_yesno_randbatch2_size50.csv,2.0,-0.7466498684999298
Azorubine,system_on,-21.5,-4.09375,17.40625,b_yesno_randbatch2_size50.csv,2.0,-0.7466498684999298
Chlorapatite,system_on,-21.625,-4.21875,17.40625,b_yesno_randbatch0_size50.csv,,-0.7466498684999298
Diamondbacked,system_on,-21.625,-4.21875,17.40625,b_yesno_randbatch2_size50.csv,2.0,-0.7466498684999298
Ungrowling,system_on,-21.625,-4.21875,17.40625,b_yesno_randbatch2_size50.csv,2.0,-0.7466498684999298
Lyomeri,system_on,-22.0,-4.09375,17.90625,b_yesno_randbatch0_size50.csv,,0.660464135740219
Topsmelt,system_on,-22.375,-4.46875,17.90625,b_yesno_randbatch3_size50.csv,3.0,0.660464135740219
Semiroyal,system_on,-22.125,-4.21875,17.90625,b_yesno_randbatch1_size50.csv,1.0,0.660464135740219
Metallary,system_on,-22.375,-4.46875,17.90625,b_yesno_randbatch0_size50.csv,,0.660464135740219
Effulgently,system_on,-21.75,-3.84375,17.90625,b_yesno_randbatch3_size50.csv,3.0,0.660464135740219
Motacilla,system_on,-22.0,-4.09375,17.90625,b_yesno_randbatch2_size50.csv,2.0,0.660464135740219
Ballsy,system_on,-22.25,-4.34375,17.90625,b_yesno_randbatch2_size50.csv,2.0,0.660464135740219
Aurous,system_on,-22.375,-4.46875,17.90625,b_yesno_randbatch2_size50.csv,2.0,0.660464135740219
Umbrose,system_on,-22.125,-4.21875,17.90625,b_yesno_randbatch1_size50.csv,1.0,0.660464135740219
Adumbrant,system_on,-22.0,-4.09375,17.90625,b_yesno_randbatch0_size50.csv,,0.660464135740219
Seigneurial,system_on,-21.875,-3.984375,17.890625,b_yesno_randbatch1_size50.csv,1.0,0.6164918231077143
Guilelessly,system_on,-21.875,-3.984375,17.890625,b_yesno_randbatch2_size50.csv,2.0,0.6164918231077143
Tendrillar,system_on,-21.875,-3.984375,17.890625,b_yesno_randbatch0_size50.csv,,0.6164918231077143
Underworld,system_on,-22.375,-4.5,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Outarguing,system_on,-22.5,-4.625,17.875,b_yesno_randbatch3_size50.csv,3.0,0.5725195104752098
Citronalis,system_on,-22.25,-4.375,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Parasynthesis,system_on,-22.625,-4.75,17.875,b_yesno_randbatch3_size50.csv,3.0,0.5725195104752098
Riflers,system_on,-22.5,-4.625,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Demiscible,system_on,-22.5,-4.625,17.875,b_yesno_randbatch0_size50.csv,,0.5725195104752098
Weirdlessness,system_on,-22.375,-4.5,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Goodhearted,system_on,-22.375,-4.5,17.875,b_yesno_randbatch3_size50.csv,3.0,0.5725195104752098
Evaporable,system_on,-22.0,-4.125,17.875,b_yesno_randbatch2_size50.csv,2.0,0.5725195104752098
Parabematic,system_on,-22.375,-4.5,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Mentionability,system_on,-22.75,-4.875,17.875,b_yesno_randbatch2_size50.csv,2.0,0.5725195104752098
Agrypnias,system_on,-22.5,-4.625,17.875,b_yesno_randbatch2_size50.csv,2.0,0.5725195104752098
Revaccinate,system_on,-22.5,-4.625,17.875,b_yesno_randbatch1_size50.csv,1.0,0.5725195104752098
Redecline,system_on,-22.625,-4.75,17.875,b_yesno_randbatch3_size50.csv,3.0,0.5725195104752098
Crackbrain,system_on,-22.25,-4.375,17.875,b_yesno_randbatch0_size50.csv,,0.5725195104752098
Foreshowing,system_on,-22.25,-4.75,17.5,b_yesno_randbatch0_size50.csv,,-0.48281599270490183
Hemicanities,system_on,-21.875,-4.375,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Dorosacral,system_on,-22.125,-4.625,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Hamzas,system_on,-22.0,-4.5,17.5,b_yesno_randbatch0_size50.csv,,-0.48281599270490183
Jitterbugs,system_on,-21.75,-4.25,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Orpheonist,system_on,-22.0,-4.5,17.5,b_yesno_randbatch1_size50.csv,1.0,-0.48281599270490183
Nonstandard,system_on,-22.375,-4.875,17.5,b_yesno_randbatch1_size50.csv,1.0,-0.48281599270490183
Ependymoma,system_on,-22.25,-4.75,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Dilettantish,system_on,-22.375,-4.875,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Inhold,system_on,-22.125,-4.625,17.5,b_yesno_randbatch0_size50.csv,,-0.48281599270490183
Apronless,system_on,-22.0,-4.5,17.5,b_yesno_randbatch1_size50.csv,1.0,-0.48281599270490183
Dolently,system_on,-22.125,-4.625,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Mafioso,system_on,-22.625,-5.125,17.5,b_yesno_randbatch0_size50.csv,,-0.48281599270490183
Monotropsis,system_on,-21.75,-4.25,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Pubourethral,system_on,-22.25,-4.75,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Oakboy,system_on,-22.125,-4.625,17.5,b_yesno_randbatch0_size50.csv,,-0.48281599270490183
Memorandum,system_on,-22.5,-5.0,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Pastiness,system_on,-21.875,-4.375,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Nontanning,system_on,-22.125,-4.625,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Semicolloidal,system_on,-22.125,-4.625,17.5,b_yesno_randbatch2_size50.csv,2.0,-0.48281599270490183
Pickthankly,system_on,-21.875,-4.375,17.5,b_yesno_randbatch3_size50.csv,3.0,-0.48281599270490183
Mattin,system_on,-21.5,-3.984375,17.515625,b_yesno_randbatch0_size50.csv,,-0.4388436800723972
Eglamore,system_on,-21.125,-3.59375,17.53125,b_yesno_randbatch1_size50.csv,1.0,-0.39487136743989254
Chapacura,system_on,-22.0,-4.46875,17.53125,b_yesno_randbatch2_size50.csv,2.0,-0.39487136743989254
Lagunero,system_on,-22.0,-4.46875,17.53125,b_yesno_randbatch0_size50.csv,,-0.39487136743989254
Aquatints,system_on,-21.625,-4.09375,17.53125,b_yesno_randbatch0_size50.csv,,-0.39487136743989254
Sparges,system_on,-21.625,-4.09375,17.53125,b_yesno_randbatch3_size50.csv,3.0,-0.39487136743989254
Petrosphenoid,system_on,-21.875,-4.34375,17.53125,b_yesno_randbatch0_size50.csv,,-0.39487136743989254
Awkwardly,system_on,-21.875,-4.34375,17.53125,b_yesno_randbatch2_size50.csv,2.0,-0.39487136743989254
Torculus,system_on,-21.875,-4.34375,17.53125,b_yesno_randbatch2_size50.csv,2.0,-0.39487136743989254
Inhabitability,system_on,-21.75,-4.21875,17.53125,b_yesno_randbatch2_size50.csv,2.0,-0.39487136743989254
Underpays,system_on,-21.875,-4.34375,17.53125,b_yesno_randbatch3_size50.csv,3.0,-0.39487136743989254
Skittishness,system_on,-22.25,-4.46875,17.78125,b_yesno_randbatch3_size50.csv,3.0,0.30868563468018184
Photomapped,system_on,-22.125,-4.34375,17.78125,b_yesno_randbatch0_size50.csv,,0.30868563468018184
Feculence,system_on,-21.875,-4.09375,17.78125,b_yesno_randbatch2_size50.csv,2.0,0.30868563468018184
Punctum,system_on,-22.125,-4.34375,17.78125,b_yesno_randbatch1_size50.csv,1.0,0.30868563468018184
Semicordated,system_on,-22.25,-4.46875,17.78125,b_yesno_randbatch0_size50.csv,,0.30868563468018184
Yogees,system_on,-21.75,-3.96875,17.78125,b_yesno_randbatch1_size50.csv,1.0,0.30868563468018184
Intercavernous,system_on,-22.125,-4.34375,17.78125,b_yesno_randbatch2_size50.csv,2.0,0.30868563468018184
Dislimn,system_on,-22.0,-4.21875,17.78125,b_yesno_randbatch1_size50.csv,1.0,0.30868563468018184
Thistleproof,system_on,-22.0,-4.21875,17.78125,b_yesno_randbatch3_size50.csv,3.0,0.30868563468018184
Shadflower,system_on,-21.375,-3.609375,17.765625,b_yesno_randbatch0_size50.csv,,0.26471332204767717
Sagene,system_on,-22.125,-4.375,17.75,b_yesno_randbatch3_size50.csv,3.0,0.22074100941517255
Publish,system_on,-22.5,-4.75,17.75,b_yesno_randbatch3_size50.csv,3.0,0.22074100941517255
Universalizer,system_on,-22.5,-4.75,17.75,b_yesno_randbatch1_size50.csv,1.0,0.22074100941517255
Antiquist,system_on,-22.625,-4.875,17.75,b_yesno_randbatch0_size50.csv,,0.22074100941517255
Undubiousness,system_on,-22.25,-4.5,17.75,b_yesno_randbatch2_size50.csv,2.0,0.22074100941517255
Springhouse,system_on,-22.0,-4.25,17.75,b_yesno_randbatch3_size50.csv,3.0,0.22074100941517255
Ethicophysical,system_on,-22.125,-4.375,17.75,b_yesno_randbatch2_size50.csv,2.0,0.22074100941517255
Misintend,system_on,-22.375,-4.625,17.75,b_yesno_randbatch1_size50.csv,1.0,0.22074100941517255
Inflecting,system_on,-22.375,-4.625,17.75,b_yesno_randbatch2_size50.csv,2.0,0.22074100941517255
Unhydraulic,system_on,-22.125,-4.375,17.75,b_yesno_randbatch2_size50.csv,2.0,0.22074100941517255
Remelted,system_on,-22.25,-4.5,17.75,b_yesno_randbatch2_size50.csv,2.0,0.22074100941517255
Reentrances,system_on,-22.5,-4.75,17.75,b_yesno_randbatch0_size50.csv,,0.22074100941517255
Nephrotome,system_on,-22.125,-4.375,17.75,b_yesno_randbatch3_size50.csv,3.0,0.22074100941517255
Reapprove,system_on,-22.625,-4.875,17.75,b_yesno_randbatch0_size50.csv,,0.22074100941517255
Sinuately,system_on,-22.5,-4.875,17.625,b_yesno_randbatch3_size50.csv,3.0,-0.13103749164486467
Adenoviral,system_on,-22.25,-4.625,17.625,b_yesno_randbatch2_size50.csv,2.0,-0.13103749164486467
Progenerate,system_on,-22.625,-5.0,17.625,b_yesno_randbatch0_size50.csv,,-0.13103749164486467
Standout,system_on,-22.5,-4.875,17.625,b_yesno_randbatch3_size50.csv,3.0,-0.13103749164486467
Unprofiting,system_on,-22.25,-4.625,17.625,b_yesno_randbatch1_size50.csv,1.0,-0.13103749164486467
Oftenest,system_on,-22.25,-4.625,17.625,b_yesno_randbatch3_size50.csv,3.0,-0.13103749164486467
Donator,system_on,-22.625,-5.0,17.625,b_yesno_randbatch0_size50.csv,,-0.13103749164486467
Rampaciously,system_on,-22.0,-4.375,17.625,b_yesno_randbatch0_size50.csv,,-0.13103749164486467
Subdepartments,system_on,-22.125,-4.5,17.625,b_yesno_randbatch1_size50.csv,1.0,-0.13103749164486467
Glance,system_on,-22.125,-4.5,17.625,b_yesno_randbatch1_size50.csv,1.0,-0.13103749164486467
Egualmente,system_on,-22.375,-4.75,17.625,b_yesno_randbatch3_size50.csv,3.0,-0.13103749164486467
Protocolary,system_on,-22.625,-5.0,17.625,b_yesno_randbatch1_size50.csv,1.0,-0.13103749164486467
Subreguli,system_on,-22.125,-4.5,17.625,b_yesno_randbatch2_size50.csv,2.0,-0.13103749164486467
Noninterrupted,system_on,-22.125,-4.5,17.625,b_yesno_randbatch1_size50.csv,1.0,-0.13103749164486467
Shrrinkng,system_on,-21.625,-3.984375,17.640625,b_yesno_randbatch2_size50.csv,2.0,-0.08706517901236001
Gribble,system_on,-21.625,-3.984375,17.640625,b_yesno_randbatch0_size50.csv,,-0.08706517901236001
Sloking,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch1_size50.csv,1.0,-0.043092866379855356
Skoinolon,system_on,-21.875,-4.21875,17.65625,b_yesno_randbatch1_size50.csv,1.0,-0.043092866379855356
Trolleyed,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch3_size50.csv,3.0,-0.043092866379855356
Bifteck,system_on,-22.125,-4.46875,17.65625,b_yesno_randbatch0_size50.csv,,-0.043092866379855356
Niveous,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch2_size50.csv,2.0,-0.043092866379855356
Acrindoline,system_on,-22.125,-4.46875,17.65625,b_yesno_randbatch0_size50.csv,,-0.043092866379855356
Ferrean,system_on,-21.875,-4.21875,17.65625,b_yesno_randbatch3_size50.csv,3.0,-0.043092866379855356
Fractions,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch2_size50.csv,2.0,-0.043092866379855356
Grieshoch,system_on,-21.875,-4.21875,17.65625,b_yesno_randbatch1_size50.csv,1.0,-0.043092866379855356
Idiosepion,system_on,-22.125,-4.46875,17.65625,b_yesno_randbatch2_size50.csv,2.0,-0.043092866379855356
Spavies,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch0_size50.csv,,-0.043092866379855356
Repriced,system_on,-22.125,-4.46875,17.65625,b_yesno_randbatch0_size50.csv,,-0.043092866379855356
Synaptosome,system_on,-22.0,-4.34375,17.65625,b_yesno_randbatch1_size50.csv,1.0,-0.043092866379855356
Helicopting,system_on,-22.5,-4.84375,17.65625,b_yesno_randbatch0_size50.csv,,-0.043092866379855356
