entity,raw_l2,pc1_score,residual_l2,residual_z
Secreta,51.89068,-3.0283244,48.7,-0.7488662
Chaconne,56.29348,3.708583,48.690033,-0.7492409
Rosarians,54.876278,1.6426884,48.66262,-0.7502712
Madship,47.58094,2.318933,48.658413,-0.7504294
Cachot,55.123074,0.22087887,48.654625,-0.7505717
Faradizer,57.484512,0.25263742,48.637165,-0.75122803
Clubhands,54.02942,1.3878845,48.634422,-0.7513311
Amnion,56.197613,0.8078747,48.587315,-0.75310177
Maharajah,58.620735,-1.1687546,48.570393,-0.7537378
Hydrosilicate,59.991917,-2.1453986,48.541718,-0.75481564
Oxalacetic,61.422474,1.3328053,48.511734,-0.75594264
Yugoslavia,58.533066,0.35832673,48.510284,-0.7559972
Spadefish,57.92227,-1.1020632,48.502163,-0.7563024
Stoolball,59.57957,0.33292335,48.495193,-0.7565644
Lionisers,58.276073,-1.8337591,48.478863,-0.75717825
Foretooth,51.26099,6.7881126,48.476,-0.7572858
Spaghetti,57.562725,3.8833578,48.473427,-0.7573826
Griots,56.93461,-0.055989563,48.46976,-0.7575203
Nonambitious,59.504974,1.8755898,48.4643,-0.75772566
Baculites,62.291374,-1.267681,48.464176,-0.75773025
Unmilitant,54.639458,0.49393168,48.461315,-0.7578378
Kabbala,56.924744,-3.2285566,48.44421,-0.7584807
Ecumenic,50.906887,2.8963957,48.42748,-0.7591096
Nonconsent,58.04135,1.0558507,48.382885,-0.7607858
Alumite,52.790382,3.4260864,48.36196,-0.76157224
Elaphrium,50.85876,-2.7657444,48.355667,-0.7618089
Zootomist,54.46858,-1.929973,48.338364,-0.7624592
Badiaga,57.23405,-3.2157621,48.32538,-0.7629473
Spoonfuls,54.200348,-0.2262086,48.319378,-0.76317286
Chewiest,51.174507,1.4198867,48.3156,-0.76331484
Isolates,60.6188,-1.6835146,48.315536,-0.7633172
Trematosaurus,51.85946,-2.709989,48.30793,-0.76360315
Narwhale,61.05289,-0.45344707,48.295113,-0.76408494
Enlight,49.937183,2.9080398,48.27261,-0.7649308
Foreheads,55.889427,0.97922814,48.243813,-0.7660132
Guittonian,51.909325,-0.59599805,48.242653,-0.7660568
Replacer,52.44829,0.24524555,48.23664,-0.76628274
Expressional,49.85043,1.3470852,48.21303,-0.76717013
Knobby,57.313538,2.1780136,48.19866,-0.76771027
Lacerta,54.20744,-1.6852064,48.192295,-0.7679496
Stereography,54.760548,2.0595098,48.168976,-0.7688261
Multiengine,50.77606,3.266719,48.167446,-0.7688836
Disarmer,58.55107,1.9817003,48.132626,-0.77019244
Progressor,52.056206,-1.2031115,48.131996,-0.7702161
Proteiform,55.578552,-0.82660687,48.089855,-0.77180004
Onondaga,60.468895,-1.9346884,48.089096,-0.7718286
Breech,50.158924,1.3705848,48.08455,-0.77199954
Placaters,52.19674,2.0172896,48.08003,-0.7721694
Annuitant,56.22996,4.975449,48.066544,-0.7726763
Organise,55.98342,1.6665602,48.05248,-0.773205
Conoidic,54.898666,1.5879635,48.030773,-0.7740208
Judaize,54.265182,2.6709747,48.027058,-0.77416044
Ceroline,56.776978,-3.259891,48.00965,-0.7748147
Garancine,54.905254,-0.8232451,47.997234,-0.7752814
Umpirages,55.188763,-2.0834205,47.982784,-0.7758246
Mishit,58.52881,-4.453834,47.957745,-0.77676576
Cyclamate,57.493755,0.73831695,47.89375,-0.7791712
Cheekish,51.949383,0.74269694,47.89062,-0.77928877
Conditione,61.188076,1.7123789,47.855354,-0.7806144
Tacheometric,56.60997,-0.9440071,47.797398,-0.7827928
Dispersible,51.252182,5.9787283,47.791885,-0.78300005
Horticulturist,57.47446,4.264307,47.78014,-0.7834415
Amphiploid,55.836136,5.826726,47.76879,-0.7838681
Neolalia,55.66242,1.2178563,47.764797,-0.7840182
Samucu,57.63068,-0.8315834,47.762035,-0.784122
Unpoignant,55.354115,0.5906496,47.759975,-0.7841994
Fibrine,58.701866,-2.1583424,47.715546,-0.7858694
Homeric,55.148952,2.8311257,47.715206,-0.78588223
Stippler,54.818935,3.9503212,47.696217,-0.786596
Animisms,49.675434,-0.049589366,47.68053,-0.7871856
Normandy,60.56369,-1.9269078,47.678047,-0.78727895
Autoloaders,50.70562,-0.87442845,47.67664,-0.7873318
Interrenalism,54.10149,0.58492494,47.640472,-0.7886913
Psychometry,57.545227,-3.1673968,47.630756,-0.7890565
Upcasts,48.42484,2.142099,47.616165,-0.7896049
Parage,54.88957,-1.258492,47.604935,-0.790027
Chestnutty,55.687973,3.153313,47.60377,-0.7900708
Paedometrical,56.65094,-0.8306156,47.597385,-0.7903108
Stowaway,49.622498,6.136706,47.589676,-0.7906006
Magnetosphere,59.057358,0.8920551,47.578533,-0.79101944
Bengali,61.28751,-0.8069988,47.5497,-0.7921031
Planetaries,51.591934,-1.8667307,47.54782,-0.7921738
Larderful,57.09173,-2.3156521,47.514904,-0.7934111
Macrodontism,50.668423,-1.1699346,47.501038,-0.79393226
Castra,54.841087,0.38829076,47.478928,-0.7947633
Quiets,58.265175,2.9621472,47.332825,-0.800255
Lavatories,54.76303,-1.6380616,47.31996,-0.8007385
Pectunculus,48.38889,-1.041004,47.262405,-0.80290186
Bovids,52.99198,-1.664127,47.226986,-0.8042332
Inique,58.835728,-2.9248486,47.214405,-0.8047061
Peppershrike,54.950417,-1.7813442,47.20998,-0.80487245
Portas,50.84604,0.737223,47.205006,-0.8050594
Scrubwoman,54.83487,-0.53764653,47.203636,-0.8051109
Enleaf,53.49763,-0.6222132,47.1901,-0.8056196
Sarmenta,58.22326,-5.3156304,47.186672,-0.8057485
Calaboose,56.22614,0.37050027,47.18172,-0.8059346
Hyperploidy,47.518646,-0.0996805,47.170177,-0.8063685
Hubbub,54.555786,3.5207298,47.108955,-0.8086697
Kulturkampf,57.642033,1.0563871,47.0398,-0.8112691
Distain,58.091118,-1.0395722,47.028946,-0.81167704
Flamelike,54.318577,-0.5586221,47.01616,-0.8121577
Lipoblastoma,57.668102,0.4538018,47.010834,-0.81235784
Hypobaric,56.961403,0.9035645,46.993214,-0.81302017
Australianize,55.02987,2.136115,46.98621,-0.8132834
Dracaena,52.923332,5.0883584,46.97623,-0.8136585
Spirituel,53.3086,-1.0659295,46.96317,-0.81414944
Monoflagellate,54.724762,-1.8694903,46.94833,-0.8147072
Mastiffs,53.812626,0.06701793,46.94505,-0.81483054
Cornet,56.573196,0.006254442,46.9227,-0.8156706
Jockstraps,60.201855,-1.3364288,46.92067,-0.8157469
Brassie,57.03719,-2.3698373,46.91156,-0.81608933
Standup,59.22428,2.3393602,46.906593,-0.816276
Turnipwood,56.8,-0.48241505,46.881603,-0.8172153
Rockbird,53.42744,-1.4017874,46.8758,-0.8174334
Stileman,53.26618,-1.5722075,46.86958,-0.81766725
Internuncios,49.093357,1.8110876,46.856518,-0.8181582
Diocese,52.103203,0.8044481,46.834667,-0.8189795
Puritanizer,52.617004,-0.1912795,46.812355,-0.8198182
Rushland,53.51634,-1.0680153,46.782394,-0.8209443
Hawksbill,50.034874,1.6582249,46.777725,-0.82111984
Synergic,56.11304,0.883173,46.76713,-0.821518
Polystomata,60.63883,-1.7767348,46.7536,-0.8220266
Feteritas,60.366585,-1.1386126,46.7075,-0.82375944
Formulators,46.970066,1.6291337,46.70103,-0.82400256
Noninductive,53.64086,-3.3035529,46.69622,-0.8241834
Cancerite,52.42859,-0.5583985,46.66619,-0.82531214
Updive,54.76026,2.3055978,46.637386,-0.82639486
Tropospheric,52.784027,-1.1153711,46.62856,-0.8267266
Farley,50.719414,4.0900984,46.622887,-0.8269398
Eccrinology,58.619915,-3.3728843,46.618996,-0.8270861
Lidgate,57.098476,-1.6113424,46.61345,-0.8272946
Betula,49.08092,0.061791502,46.6045,-0.82763094
Thanatosis,53.645668,-0.23741126,46.590622,-0.8281526
Phosphatidic,54.773045,5.417062,46.567223,-0.8290321
Zarnec,58.398823,-1.3384084,46.56143,-0.8292498
Radiotracer,53.196594,1.5975839,46.55436,-0.82951564
Sepoys,54.619007,-1.2386281,46.53365,-0.8302941
Puberal,55.464245,1.2672243,46.523003,-0.83069426
Choriocele,55.7909,1.6770229,46.521767,-0.8307407
Andvari,54.978764,-1.5840913,46.504383,-0.8313941
Mothproof,57.362766,-1.3629751,46.46681,-0.83280647
Sarongs,54.807083,0.16362053,46.449673,-0.83345056
Selenite,57.65306,-0.13315302,46.41619,-0.834709
Marauders,53.830296,-0.44938552,46.415062,-0.8347515
Reticle,46.771687,1.5866004,46.387867,-0.83577365
Broomwood,54.194622,0.69416857,46.38766,-0.8357814
Oscillometer,54.4319,0.51156116,46.367268,-0.8365479
Spiritualiser,51.931103,-1.8865197,46.33796,-0.8376496
Lepidophyte,55.066902,-2.0330768,46.331436,-0.83789474
Dosimetrist,54.75377,-1.4623668,46.303753,-0.8389353
Brazilite,53.848797,2.5436027,46.28826,-0.8395176
Phosphamic,56.770187,2.048473,46.26757,-0.8402953
Concipiency,58.015083,0.9574342,46.26491,-0.8403953
Rockfishes,53.827976,1.2740444,46.260586,-0.8405578
Penscript,55.75975,-1.7666042,46.24358,-0.8411971
Inaudibility,55.496788,2.646947,46.23534,-0.8415068
Sorbian,55.444103,-1.6621982,46.22004,-0.8420819
Tillman,54.87518,3.173907,46.201073,-0.8427948
Scatophagidae,57.82726,0.7723164,46.17206,-0.84388536
Cuboctahedron,54.913387,0.19728926,46.170982,-0.84392583
Columbines,57.34786,-2.355048,46.164883,-0.8441551
Heaters,48.51034,2.171628,46.143436,-0.8449612
Scientism,50.100742,-1.0925828,46.13918,-0.8451212
Junkyards,51.91278,1.8271357,46.080406,-0.84733033
Cerolite,54.702263,0.5842458,46.05487,-0.84829015
Calvous,58.48538,-2.685512,45.949722,-0.85224247
Proletarianism,49.517826,-2.6264875,45.939674,-0.8526201
Connecters,54.90687,1.0991533,45.91653,-0.85349005
Heterophaga,52.74122,-6.114823,45.90468,-0.85393554
Outback,59.331135,-1.6105945,45.832504,-0.8566484
Sartorius,52.114994,2.0059423,45.829247,-0.8567708
Hypogastric,52.06041,0.9212882,45.792503,-0.8581519
Urbaner,52.181824,1.2179288,45.78787,-0.85832614
Tropistic,57.563892,0.8012343,45.768276,-0.85906255
Resourceful,49.671673,4.6951647,45.76398,-0.859224
Nybble,47.74805,1.4394822,45.74783,-0.8598311
Blennies,54.988667,0.76591444,45.74243,-0.860034
Horsebane,57.97576,-1.1842743,45.724865,-0.8606943
Jackboot,56.616077,2.4446437,45.704662,-0.86145365
Blackboard,56.906445,0.13285214,45.70215,-0.8615481
Emirates,60.381714,-0.10845116,45.69319,-0.86188483
Valuta,53.51401,0.9794062,45.681465,-0.86232555
Lancelets,52.801697,-1.6506827,45.675877,-0.86253566
Adversarial,49.957935,2.9523458,45.663734,-0.86299205
Cornmeal,50.73536,3.4394956,45.66051,-0.86311316
Paralogism,49.414005,-2.5029213,45.6353,-0.8640608
Thymoma,55.801884,0.11008032,45.626827,-0.8643793
Naturalistic,54.238396,2.7151804,45.619553,-0.8646527
Imides,47.93857,-0.8169116,45.615524,-0.86480415
Thicken,56.363136,0.011921145,45.60325,-0.86526555
Pregame,49.91106,0.50029325,45.593494,-0.8656322
Greyhound,49.397102,5.056344,45.585888,-0.8659181
Taxameter,50.42922,1.8635734,45.55714,-0.8669986
Omnipotent,55.64185,1.4463967,45.552464,-0.86717445
Narcissistic,53.948723,1.3194368,45.475178,-0.8700794
Outthruster,53.313416,0.9100872,45.46034,-0.8706372
Intarsias,47.640137,-0.6636434,45.436596,-0.87152964
Archiheretical,49.87857,0.5989734,45.434734,-0.8715996
Disconnections,44.51677,1.0325788,45.343422,-0.87503177
Chaptrel,49.680664,0.17325282,45.312347,-0.8761998
Biospeleology,51.12624,-1.2496682,45.30654,-0.87641805
Oxidises,52.233883,-1.2601725,45.29579,-0.8768221
Cinnamate,52.000607,2.4262471,45.29074,-0.87701195
Tidings,55.980434,-1.287908,45.237225,-0.8790235
Demulsifier,52.415985,2.029586,45.234825,-0.8791137
Nonprofession,48.246964,3.6796148,45.2188,-0.87971604
Fructoses,56.24105,-3.504543,45.185104,-0.8809826
Flandan,55.62492,-2.0136433,45.14062,-0.8826546
Gazogene,53.546417,2.313981,45.12988,-0.88305837
Hemadynamics,50.595093,0.25356945,45.100456,-0.8841643
Keraunophone,55.977776,-2.7745101,45.098846,-0.8842248
Leipzig,53.104267,-0.44011694,45.094677,-0.88438153
Geoglossum,50.276352,-1.2309667,45.061295,-0.88563627
Coalmonger,53.00706,-1.574345,45.04791,-0.8861394
Pastoral,50.768276,6.1639104,45.020973,-0.88715184
Antipolitics,55.615242,0.2603315,45.002266,-0.887855
Escambio,48.957317,1.7116199,44.976284,-0.8888316
Acidifiers,53.300426,-1.2056338,44.96836,-0.8891294
Waxflower,53.119274,0.752032,44.962105,-0.8893646
Remould,59.15525,0.37761787,44.952988,-0.88970727
Arriero,52.660244,2.913799,44.92203,-0.8908708
Pyelometry,50.492844,2.090741,44.91656,-0.89107645
Eclogic,51.547512,1.5620492,44.892014,-0.8919991
Almsgiver,51.87902,3.2362225,44.88055,-0.89243
Chamade,50.668995,0.5762217,44.866978,-0.89294016
Burgages,54.96679,-0.7826893,44.854454,-0.8934109
Fumier,56.52112,-2.7465672,44.84182,-0.8938858
Quaresma,48.456177,-3.0577734,44.828773,-0.89437616
Mediumism,50.91586,2.4910896,44.80361,-0.89532197
Chignons,50.223114,-0.6297512,44.787415,-0.89593077
Abolitionism,49.263485,-1.4060925,44.782307,-0.89612275
Chemotropic,54.346413,0.039299633,44.778435,-0.8962683
Kingship,52.526115,0.30293775,44.773094,-0.896469
Subprior,44.879635,4.0415125,44.706825,-0.89895993
Lawsuits,49.71976,3.5308435,44.699795,-0.89922416
Inefficiencies,46.464447,0.8031522,44.69766,-0.89930445
Pronouncer,49.447876,3.5854874,44.688404,-0.8996523
Metrectasia,48.14616,0.028292358,44.682384,-0.89987856
Buggymen,50.435688,0.60226214,44.651142,-0.9010529
Apothems,51.41338,-0.63970405,44.622257,-0.9021386
Brills,49.178013,2.6671422,44.612152,-0.90251845
Heterosis,54.776546,0.16006595,44.610382,-0.90258497
Liroth,47.738346,0.05637279,44.583908,-0.90358007
Nasality,53.683174,1.2226831,44.581394,-0.90367454
Lifeward,57.907116,1.4661272,44.578594,-0.9037798
Jointers,50.39769,6.4552164,44.536587,-0.9053588
Kinaesthesia,48.012794,1.4604464,44.53474,-0.9054282
Unresidential,50.00838,1.0616232,44.529118,-0.9056395
Afrikaans,58.636833,-0.15161878,44.527298,-0.9057079
Chrosperma,46.84197,2.1192384,44.524994,-0.9057945
Wiseacreism,49.96416,0.49094263,44.514946,-0.9061722
Fulminant,49.364563,2.659343,44.467827,-0.9079433
Reliabilities,49.894413,2.197467,44.449394,-0.9086361
Unconvenience,52.83509,1.0754973,44.4434,-0.9088614
Dinaric,53.479084,-0.74231595,44.43898,-0.9090276
Pencilwood,52.446354,1.2751021,44.43877,-0.90903544
Methoxy,50.128105,0.5776269,44.37775,-0.91132903
Distressful,49.4581,2.678054,44.36786,-0.91170084
Bloodsuck,45.309933,2.0148165,44.362713,-0.91189426
Stratography,44.89084,-0.8051159,44.330395,-0.913109
Neopaleozoic,51.307777,1.2385507,44.318027,-0.91357386
Guelph,51.999905,0.10713022,44.26309,-0.9156389
Innate,46.67855,0.55287945,44.225414,-0.91705495
Encephalocele,53.931034,1.2198529,44.22511,-0.91706645
Rehash,50.60484,0.43990636,44.206585,-0.91776276
Impotent,51.907623,-0.34751362,44.194324,-0.91822356
Acetamidine,55.529175,-2.119595,44.193653,-0.91824883
Voices,47.25468,0.6612808,44.175385,-0.9189355
Devalue,46.016945,5.4326143,44.14281,-0.9201598
Cultivations,50.081917,-0.7381792,44.1258,-0.9207992
Treponemiasis,55.516487,0.6816063,44.12475,-0.9208388
Febricide,50.50317,2.0526812,44.124104,-0.920863
Lambdas,53.000706,0.5893138,44.084156,-0.92236453
Shotguns,45.56829,3.9154327,44.05963,-0.9232864
Sulphurous,53.36277,-0.5960698,44.048023,-0.9237227
Bajocco,54.635883,-3.6324477,44.043037,-0.9239101
Firebreaks,43.05488,-1.4693562,44.03091,-0.9243659
Billionaire,45.519394,4.189031,44.019547,-0.92479306
Guider,48.631737,2.863737,43.99734,-0.9256277
Cystoidea,51.137688,2.9441576,43.976192,-0.9264226
Waiver,56.269104,0.36926675,43.9578,-0.9271139
Rivell,52.143635,2.806851,43.915764,-0.928694
Armories,50.51173,1.0247617,43.89683,-0.9294056
Nontheoretical,51.463085,0.3054576,43.88212,-0.92995864
Cyperaceous,54.88577,0.20946808,43.839756,-0.9315509
Badger,56.231853,-1.2656928,43.799946,-0.9330473
Percussion,51.476795,2.2140975,43.79931,-0.93307126
Sadducees,51.912804,-3.1026886,43.775536,-0.93396485
Curtain,54.37929,1.7378168,43.775208,-0.9339771
Antiglobulin,53.898544,1.2633362,43.76019,-0.93454164
Viscoid,54.02001,5.132322,43.697838,-0.9368853
Anosmic,48.904354,-0.2884768,43.6815,-0.9374994
Hellholes,52.634495,3.1115468,43.660297,-0.9382963
Fortunize,49.535454,0.068364576,43.648964,-0.9387223
Eurasian,53.979942,2.9409013,43.647503,-0.93877727
Syriacism,50.166832,-1.2374456,43.64743,-0.93878
Saponine,50.387905,1.9063883,43.599136,-0.9405952
Dispassion,47.969868,3.4897592,43.56838,-0.94175136
Goatsbeard,56.27932,-2.8958483,43.559803,-0.9420737
Avenue,52.60958,0.5538355,43.551357,-0.94239116
Chytrid,48.365532,3.2189357,43.54874,-0.9424895
Rooflike,49.401703,4.991246,43.54277,-0.9427139
Synapticulate,57.074432,-3.0612552,43.529335,-0.9432189
Dishwares,54.903408,-0.48141846,43.52102,-0.94353145
Pumice,56.656384,-1.5769991,43.49642,-0.94445604
Herbaceous,51.407978,3.2439234,43.482655,-0.9449735
Phyllodia,51.76475,-2.677184,43.481846,-0.9450039
Equidiurnal,51.190536,0.31826743,43.48158,-0.94501394
Nitrator,55.9984,4.1312575,43.466965,-0.94556326
Anomalies,43.383213,0.44601333,43.40749,-0.9477988
Poultice,55.930202,2.4260614,43.40465,-0.9479054
Oriolidae,53.80289,0.32498077,43.34456,-0.9501642
Bengal,51.10575,-1.5949681,43.30045,-0.95182216
Preexecutor,50.91087,1.3074105,43.29815,-0.9519086
Zongora,57.236446,-3.0071435,43.294064,-0.9520622
Birdfarms,52.16223,0.34708244,43.29334,-0.9520894
Magnetimeter,49.25816,1.7004126,43.27444,-0.95279974
Inexpensive,44.78348,3.4981189,43.26264,-0.95324326
Enologies,52.300144,-1.8234942,43.252678,-0.95361775
Eclampsia,50.894043,2.2023525,43.248466,-0.95377606
Rebound,50.34232,4.8184414,43.242043,-0.9540175
Pincheck,53.342487,-0.14147474,43.223846,-0.9547015
Tribromide,53.41007,-1.777401,43.184505,-0.9561802
Chaldaism,50.46482,-2.1462843,43.177937,-0.9564271
Squirreltail,50.248295,1.3767581,43.173077,-0.9566098
Declivity,54.79681,0.66441417,43.129395,-0.9582517
Nebraskans,45.388462,0.8691444,43.128113,-0.9582999
Nomadism,46.84433,4.468427,43.115726,-0.95876545
Extensor,47.166687,3.5133219,43.09705,-0.9594675
Bloodlettings,48.30747,1.7505827,43.087654,-0.9598206
Undeductive,47.150444,-0.20576069,43.071144,-0.9604412
Pictographic,52.80843,1.958016,43.039375,-0.9616353
Bandits,50.325138,-3.0466764,42.971954,-0.9641695
Chondrectomy,52.2072,3.5780458,42.96925,-0.9642711
Colonial,51.235973,3.2107964,42.959255,-0.9646468
Demineralizer,48.211754,-1.8092523,42.95804,-0.96469253
Lamblike,49.122036,-2.8430002,42.937916,-0.9654489
Connexity,51.452885,2.9990933,42.89788,-0.96695375
Ghibli,52.67214,0.72750473,42.81419,-0.97009945
Garter,49.682228,2.1923604,42.78036,-0.971371
Proven,48.5171,2.3030155,42.774746,-0.97158206
Lacings,55.34042,2.5134265,42.76893,-0.97180074
Tampons,52.983185,-0.14679895,42.739376,-0.97291154
Amorphous,50.519756,4.255984,42.730663,-0.973239
Sabbathaic,55.33389,-4.0446725,42.721085,-0.9735991
Haemolytic,47.162968,5.2591133,42.67452,-0.97534937
Intentions,49.333523,0.46040738,42.66112,-0.9758529
Carolina,48.915,4.4933043,42.654423,-0.97610474
Recommender,49.900227,2.792357,42.632076,-0.9769447
Merwoman,54.97091,-2.9332607,42.61844,-0.9774573
Technonomic,52.465458,1.709335,42.604603,-0.97797734
Salesmanship,46.293053,1.9138942,42.59462,-0.97835255
Thermogenesis,54.492466,-1.8031042,42.591972,-0.9784521
Muscovy,50.92513,-1.6906329,42.55854,-0.97970873
Midterms,50.430458,-0.61131585,42.536373,-0.98054194
Aptnesses,46.61698,3.613863,42.496536,-0.9820393
Delthyria,47.959114,-1.5659889,42.47459,-0.9828642
Oversprung,49.47912,-1.1987904,42.4492,-0.98381853
Ramekin,53.313553,3.0901906,42.432644,-0.98444086
Cryptococcus,50.874844,2.5081987,42.40387,-0.9855224
Pignon,49.503166,-1.6127417,42.380486,-0.9864014
Planigraphy,53.979755,1.1888067,42.34801,-0.98762196
Doctoral,51.33454,3.324708,42.335014,-0.9881105
Sparrowwort,51.375206,0.7979001,42.334858,-0.9881164
Motilities,47.11861,0.7077845,42.321808,-0.9886069
Wisdom,48.513794,2.214713,42.31781,-0.9887572
Mammoths,47.189457,-0.85559636,42.299774,-0.9894351
Applicative,46.632557,3.287248,42.284786,-0.98999846
Neurology,44.919724,3.1971362,42.28221,-0.99009526
Gestura,49.45154,-1.7946457,42.26899,-0.99059224
Trafficability,49.779274,2.7161112,42.22866,-0.9921081
Durban,48.64055,3.7052124,42.220997,-0.9923961
Sprain,52.162086,2.0720716,42.187424,-0.99365807
Subpools,47.684963,0.40145168,42.182446,-0.99384516
Schemas,48.106003,3.1369417,42.179066,-0.99397224
Tachyon,51.672585,2.7620153,42.153778,-0.99492276
Ascendent,46.709637,4.8572288,42.1271,-0.9959254
Transits,43.083145,-1.345088,42.106575,-0.996697
Abiogenetical,52.380543,-2.2719162,42.10439,-0.99677914
Hydrogens,51.461502,1.5730057,42.076767,-0.9978174
Ninebark,45.756084,0.76302046,42.06837,-0.998133
Lymphatic,51.40118,3.1743085,42.01923,-0.9999801
Nucleophilic,46.19913,2.9176574,42.017338,-1.0000511
Cosmologygy,44.63408,0.8733764,41.95682,-1.0023259
Precisionism,50.54326,0.9747814,41.923534,-1.003577
Pyuria,45.527283,1.1607531,41.879406,-1.0052357
Chirographic,49.558426,3.1143098,41.87504,-1.0054
Cobleskill,55.6724,0.20502569,41.84813,-1.0064113
Caldera,49.556366,2.9039378,41.81592,-1.0076219
Phoneme,52.328896,2.6282597,41.814564,-1.007673
Canoeist,50.54629,3.5134537,41.7151,-1.0114115
Poundkeeper,48.519886,-0.40760154,41.69612,-1.0121249
Mortality,46.375504,2.681481,41.680683,-1.0127052
Sonship,51.617172,-1.2721562,41.66013,-1.0134778
Codebooks,43.744244,1.9676404,41.618504,-1.0150424
Duffels,57.876858,1.3049753,41.615314,-1.0151622
Pilotages,48.488384,2.5042863,41.600967,-1.0157015
Chaffinch,53.579327,0.1481459,41.579197,-1.0165198
Cerulein,49.583202,0.49211287,41.56905,-1.0169013
Relationals,46.556046,1.2580656,41.561058,-1.0172017
Catalogers,45.734013,1.3610923,41.543816,-1.0178497
Astigmometer,53.84171,-3.0303197,41.537132,-1.018101
Caricaturists,50.50533,2.098724,41.518307,-1.0188086
Unshackle,49.051296,2.6624088,41.510445,-1.0191041
Flexion,45.813545,3.2461674,41.42754,-1.0222203
Shrubland,49.593422,1.5501679,41.427464,-1.0222231
Birdbaths,47.035183,-1.0410919,41.418945,-1.0225433
Authorizer,48.460026,0.87324125,41.390507,-1.0236123
Hildebrandism,50.08988,-0.81563604,41.38135,-1.0239564
Craton,49.517002,0.18951431,41.37957,-1.0240233
Reclusery,51.705124,-1.653462,41.280003,-1.0277659
Bryophyte,50.134815,0.43459222,41.252697,-1.0287921
Bandpass,45.110073,2.5504913,41.239967,-1.0292706
Thatchwork,45.954414,0.18121552,41.23191,-1.0295734
Hornworm,47.963615,0.22886936,41.231247,-1.0295985
Bootlaces,49.081955,1.8669095,41.110283,-1.0341451
Prodigy,45.72766,-0.84451896,41.10722,-1.0342603
Monolithic,51.601376,1.1880543,41.060387,-1.0360206
Swordtail,45.97127,2.911132,41.04622,-1.0365531
Fieldmice,44.686077,0.68028283,41.040184,-1.03678
Spermosphere,50.467087,-0.68439543,41.0362,-1.0369297
Expediential,49.468838,1.6662079,41.004765,-1.0381113
Crowns,39.56645,2.8934314,40.979992,-1.0390425
Sandstone,48.162704,-0.19991617,40.95535,-1.0399687
Juggernauts,46.354874,0.8403422,40.90762,-1.0417628
Banish,42.11952,3.6869133,40.89975,-1.0420586
Postscripts,46.478584,3.4594834,40.899334,-1.0420742
Epochs,47.82755,1.3337545,40.87287,-1.0430689
Melanics,52.70713,-2.485276,40.86264,-1.0434535
Verandas,48.106964,1.2156202,40.784058,-1.0464072
Erbium,52.459496,0.0019124597,40.7752,-1.0467402
Coinmaker,49.219402,-0.7656956,40.732872,-1.0483311
Sporotrichosis,48.873947,0.40671468,40.726776,-1.0485603
Consent,45.334732,1.4142354,40.69438,-1.0497779
Foreteeth,47.60302,1.146256,40.565624,-1.0546175
Mercantilistic,51.6291,0.134108,40.51835,-1.0563946
Zombies,49.16779,1.3812675,40.514835,-1.0565265
Hideout,47.38665,4.338339,40.504208,-1.056926
Hymenopter,45.289497,2.87139,40.504044,-1.0569322
Porphyrin,45.059273,1.6649133,40.481655,-1.0577737
Corroborations,51.905293,-2.4091883,40.4597,-1.058599
Relativistic,48.298744,2.7353854,40.417995,-1.0601666
Shofars,50.09382,-0.9297991,40.39004,-1.0612173
Omnivorous,43.840694,-0.7806188,40.374054,-1.0618182
Mycobacterial,46.840332,2.145863,40.364082,-1.062193
Confounders,43.41519,0.8271129,40.361202,-1.0623013
Sideshake,47.956078,0.47930622,40.360374,-1.0623324
Gastrotricha,50.585804,0.30183798,40.360325,-1.0623343
Mastmen,48.359653,0.5710422,40.30507,-1.0644112
Postlude,45.061234,2.8026288,40.30156,-1.0645431
Corporalities,41.500008,3.7937512,40.27197,-1.0656554
Mucocele,46.553017,1.6620086,40.26291,-1.0659959
Wiretaps,48.52887,0.7428706,40.23359,-1.0670979
Problematic,49.121975,0.96530116,40.22758,-1.0673238
Gastrin,44.38299,2.6578422,40.189125,-1.0687692
Halifax,50.001743,-1.0953256,40.17321,-1.0693674
Sudatorium,51.174496,-0.61902124,40.158775,-1.06991
Caulicule,46.751675,-2.9465399,40.03671,-1.0744982
Producers,45.08872,1.1638106,40.03564,-1.0745384
Morales,48.317738,-0.59199566,40.033,-1.0746375
Budgies,43.718533,1.1756146,39.977554,-1.0767217
Termites,41.861053,2.1006532,39.953983,-1.0776076
Ouzels,46.916046,-3.2062178,39.934555,-1.0783379
Coyotes,43.79052,1.5622993,39.866653,-1.0808902
Glitterance,47.52636,1.0625743,39.821278,-1.0825957
Fractureproof,45.441746,-0.21078286,39.81361,-1.082884
Genesiology,46.776176,-1.9274313,39.6767,-1.08803
Nuthatches,43.486427,0.26479632,39.649467,-1.0890536
Extrasolar,43.167233,2.3771253,39.634254,-1.0896255
Dublin,49.977116,2.5634835,39.630882,-1.0897522
Tanneries,42.504543,1.2997204,39.616024,-1.0903107
Orotherapy,46.88731,-0.68989456,39.611458,-1.0904824
Resinous,45.743443,0.93539435,39.60656,-1.0906664
Serpette,45.631588,-1.9599696,39.602604,-1.0908152
Intune,43.591373,-1.731077,39.58867,-1.091339
Breakouts,42.625645,-1.1474098,39.584816,-1.0914837
Reluct,36.421764,2.4084604,39.551792,-1.092725
Aquarius,49.67779,-0.20132,39.5502,-1.0927849
Embryologies,50.37099,-1.5901408,39.542824,-1.0930622
