entity,pc1_score,l2_delta
Taxameter,1.8635736,50.42922
Hereticate,1.8596483,65.82581
Uninterruptive,1.8588022,72.1433
Cierzos,1.852439,76.01049
Dibstones,1.8515036,67.508194
Figurants,1.8481433,81.8948
Assentient,1.8412025,98.776344
Nestings,1.8349923,75.009315
Zoogamous,1.8348987,85.81954
Presets,1.8332152,38.853313
Contemplatist,1.8316264,93.423645
Junkyards,1.8271352,51.91278
Dielectric,1.8253965,45.347237
Chavantean,1.8227319,72.447266
Antipass,1.8217317,60.643764
Pawnors,1.8209368,76.99583
Recodifies,1.8202488,153.41112
Kibitz,1.8154249,62.12466
Internuncios,1.8110883,49.093357
Tiglon,1.80765,61.658993
Chetrum,1.8044034,79.23711
Secularize,1.8024373,70.03931
Pressmark,1.7991374,83.34582
Chugalugs,1.79651,67.010124
Carryings,1.78755,75.362656
Physiatrics,1.7862684,68.66038
Perigenital,1.7802242,63.180946
Scalds,1.7800399,78.433716
Peritoneopexy,1.7777201,55.8952
Epiperipheral,1.7678912,69.48879
Sialoschesis,1.7664773,87.692856
Rebathe,1.7593585,61.022995
Maintenances,1.7577593,58.721577
Persecutional,1.7560468,95.20268
Bloodlettings,1.7505846,48.30747
Goitrogen,1.746777,49.519447
Bittiest,1.7462678,64.38444
Whitestone,1.7433909,57.457138
Fripper,1.7433711,87.56781
Glaires,1.7398195,84.64251
Equiarticulate,1.737861,60.227467
Curtain,1.7378197,54.37929
Imbrue,1.7303407,63.13932
Leaderette,1.7172934,63.72482
Thrushel,1.7160671,64.22034
Conditione,1.7123829,61.188076
Escambio,1.7116188,48.957317
Technonomic,1.7093364,52.465458
Precursors,1.7079196,53.482365
Enkernel,1.7018846,73.36804
Magnetimeter,1.7004135,49.25816
Suprahyoid,1.6959829,57.255997
Constances,1.6958466,98.28425
Sphacelate,1.6881719,71.098335
Aviatrix,1.6870723,68.20291
Tetrasporic,1.6850766,72.91276
Planariform,1.6850482,93.342445
Nonsubsistent,1.6846207,73.26188
Peavine,1.6831155,67.3727
Intermingledom,1.6818714,68.456245
Choriocele,1.6770265,55.7909
Weirder,1.6705188,87.462234
Organise,1.6665611,55.98342
Expediential,1.6662074,49.468838
Porphyrin,1.6649132,45.059273
Skilts,1.6640319,57.859947
Mucocele,1.6620096,46.553017
Indicavit,1.6617527,108.167755
Feverlike,1.6593326,90.13122
Hawksbill,1.6582257,50.034874
Soffits,1.6568094,59.029247
Sciurus,1.656175,66.48227
Checkpoints,1.6557713,43.630905
Backcasts,1.6517712,67.08775
Slovak,1.6485151,41.005188
Tarcel,1.6439246,55.327625
Junefish,1.6430826,68.88503
Rosarians,1.6426895,54.876278
Adaxial,1.637238,59.91376
Liveyer,1.6361532,92.127075
Pyropuncture,1.6347948,63.022324
Forelimbs,1.6329592,42.26911
Ectocarpus,1.6328899,67.92825
Formulators,1.6291322,46.970066
Filthless,1.6266394,63.5802
Dislocator,1.625139,72.15816
Jarvies,1.6162064,63.37206
Calotypist,1.6156381,119.9742
Reenter,1.6116203,70.36362
Foredates,1.6087437,74.27174
Varieties,1.6087111,53.151276
Coxankylometer,1.6067724,66.12341
Papillomatosis,1.6052284,89.673935
Tenuirostral,1.601719,80.90366
Vocalistic,1.5985806,68.4385
Radiotracer,1.5975847,53.196594
Oryzenin,1.5966336,77.77739
Xenophoridae,1.5949409,68.57954
Caecotomy,1.5938932,75.19396
Floorhead,1.5903416,83.75443
Conoidic,1.587963,54.898666
Unriddles,1.587286,76.8145
Reticle,1.5866003,46.771687
Ireland,1.5827202,38.865868
Dromical,1.5823609,74.77251
Technics,1.5743923,66.96383
Hydrogens,1.5730064,51.461502
Plotless,1.5655057,76.76932
Coyotes,1.5622978,43.79052
Eclogic,1.5620502,51.547512
Diaphoresis,1.5592903,71.620056
Semiclose,1.5568231,63.960743
Predoctorate,1.552561,57.34885
Shrubland,1.5501677,49.593422
Artifex,1.5452336,63.63724
Flavours,1.533811,50.42729
Lollup,1.5305555,62.455498
Jacobinism,1.5217236,57.89124
Lissotrichy,1.5166962,58.623657
Reperfume,1.5129367,84.55327
Supersafe,1.5106586,68.78651
Enswathe,1.5093498,68.79214
Quatrocento,1.5042557,69.000755
Poloniums,1.5023856,64.323235
Avanturine,1.497385,60.98471
Antivirotic,1.4933146,73.058014
Melanopathia,1.4852085,90.31708
Alphosises,1.4838085,67.692
Uromere,1.4764371,71.5539
Pseudoform,1.4757738,56.35028
Psychobiology,1.4751879,61.47113
Propacifist,1.4732013,77.55295
Unaspersive,1.468163,77.57377
Lifeward,1.466129,57.907116
Disprofess,1.461385,64.64205
Cutwal,1.4610343,70.30764
Kinaesthesia,1.4604447,48.012794
Pentadicity,1.4537911,61.181908
Excarnate,1.449006,67.49168
Omnipotent,1.4464004,55.64185
Dekametre,1.4462831,81.04379
Cherry,1.445596,62.397526
Irresponsive,1.4448006,78.54569
Nybble,1.4394816,47.74805
Sunnyasse,1.4350637,87.06205
Unpenitential,1.4349289,56.45481
Airiferous,1.4336045,61.909748
Bisetose,1.43253,86.93862
Forebode,1.4324914,46.907402
Sideroxylon,1.4254202,61.695065
Barony,1.4216871,57.311375
Chewiest,1.4198859,51.174507
Decoat,1.4189575,59.56675
Yorker,1.4170763,45.419125
Consent,1.414236,45.334732
Dipsaceae,1.4024954,88.10546
Perpetualist,1.3996959,59.64484
Enlistees,1.3994482,61.26515
Collard,1.3985916,45.07725
Stealers,1.3969725,68.704475
Bridgings,1.3960141,59.485985
Hedgebreaker,1.3894988,56.59983
Clubhands,1.3878863,54.02942
Zombies,1.3812709,49.16779
Redelivery,1.3807195,59.215794
Plowwise,1.3781427,75.29008
Checkups,1.377428,55.588326
Squirreltail,1.376758,50.248295
Betises,1.3763815,83.206
Undershapen,1.3751796,78.2447
Hypsophyllary,1.374153,80.93001
Outdraw,1.373265,81.080246
Breech,1.3705832,50.158924
Sankhya,1.3668077,87.7098
Catalogers,1.3610914,45.734013
Abaxile,1.3606148,76.75466
Vasospasm,1.3589883,65.675125
Perfects,1.356096,66.37723
Incomings,1.354735,81.477425
Shatan,1.3539758,66.87207
Ichthyomorphic,1.3493965,66.54466
Celiac,1.3490312,44.100937
Atreptic,1.3485035,65.90239
Expressional,1.347085,49.85043
Sarcoadenoma,1.3454391,88.02177
Ascomata,1.3446985,62.679173
Imbiber,1.3433609,100.14093
Xanthinuria,1.3406068,60.94778
Cnidophobia,1.3355149,134.862
Totery,1.335422,66.605316
Ohmmeters,1.3349823,75.24986
Epochs,1.3337561,47.82755
Oxalacetic,1.3328072,61.422474
Haulmiest,1.3265369,75.77829
Spadones,1.3219573,109.61481
Kendir,1.3197147,71.73379
Narcissistic,1.3194398,53.948723
Conormal,1.310657,59.78131
Outsift,1.3104305,78.85953
Conatural,1.3097919,66.6878
Preexecutor,1.3074114,50.91087
Pterodactyls,1.3054296,40.093025
Duffels,1.3049788,57.876858
Laccoliths,1.3047602,60.62588
Taurotragus,1.3015484,76.43961
Tanneries,1.2997189,42.504543
Oversells,1.2982279,80.719536
Rencontre,1.2966326,69.04366
Metranemia,1.2901323,89.37613
Flavory,1.2838877,59.947548
Pencilwood,1.2751031,52.446354
Rockfishes,1.2740446,53.827976
Gangrels,1.2736732,76.92425
Stimulations,1.2728457,63.75189
Frouziest,1.2725475,81.67767
Precis,1.2715433,58.642097
Trademaster,1.2700143,64.03671
Puberal,1.2672255,55.464245
Unspatial,1.2656409,62.554523
Sonatine,1.264929,59.673103
Antiglobulin,1.263338,53.898544
Carryovers,1.2629184,51.719463
Relationals,1.2580651,46.556046
Scoopfuls,1.2550768,66.28958
Vaultage,1.2535558,88.209496
Nonfighter,1.2535291,74.35532
Pterodactylus,1.2472165,57.844418
Fanons,1.2469958,63.112762
Oblata,1.2446302,74.94537
Scholiums,1.243017,118.80179
Scandinavians,1.2429905,49.150105
Neopaleozoic,1.2385505,51.307777
Premies,1.2345101,71.74644
Allomerous,1.2332052,74.15347
Clumsiest,1.232318,66.112854
Dollhouse,1.2308084,61.746006
Tinctures,1.2283525,40.34474
Foldskirt,1.227451,70.013176
Overmonopolize,1.2273251,96.77053
Nasality,1.2226835,53.683174
Auditual,1.2226365,59.609417
Bunglings,1.2205844,86.45662
Cuarteron,1.2199707,89.054665
Encephalocele,1.2198555,53.931034
Urbaner,1.2179278,52.181824
Neolalia,1.2178576,55.66242
Hooven,1.2157068,69.957726
Verandas,1.21562,48.106964
Tallnesses,1.215244,71.671074
Omnivision,1.209349,55.8297
Kieserite,1.2072817,73.79966
Substyle,1.205864,46.29768
Autogenous,1.2026988,81.66131
Lifeleaf,1.201505,59.715275
Lowder,1.1991667,63.2071
Polygenesist,1.1978129,80.88744
Calles,1.1928833,74.354904
Gratias,1.1921829,64.92932
Arrestant,1.1905005,80.7
Quadrifilar,1.1893209,102.22126
Planigraphy,1.1888074,53.979755
Oxtongue,1.1882359,64.98431
Monolithic,1.1880554,51.601376
Unperforative,1.1875515,92.97012
Harrycane,1.1869006,68.43631
Playfield,1.1864834,43.668358
Virile,1.1756377,99.53946
Budgies,1.1756124,43.718533
Enchannel,1.1730111,59.166313
Steelhead,1.170022,43.281265
Indoctrinate,1.1667547,68.406395
Producers,1.1638094,45.08872
Gadger,1.1633043,63.56554
Overjust,1.1625724,69.14172
Pyuria,1.1607522,45.527283
Metallize,1.1589662,56.061832
Foreteeth,1.1462554,47.60302
Boothes,1.1443403,96.86772
Houtou,1.1391995,67.27234
Rudbeckia,1.1377102,55.768528
Theatrograph,1.1359413,63.14147
Chitimacha,1.128407,68.52312
Ataxiagram,1.1271552,78.85645
Naturelike,1.125966,62.25555
Nomina,1.1163045,64.09796
Swertia,1.1101558,69.88546
Ecstatic,1.1068308,49.249035
Polypi,1.0996667,62.61532
Connecters,1.0991554,54.90687
Nonemulative,1.0989959,93.20037
Triverbial,1.0981046,72.43372
Gaggler,1.0969288,76.72706
Messianism,1.0906185,58.20092
Narine,1.0896972,61.522472
Gadite,1.0866284,75.623764
Salvors,1.0806625,54.950695
Ferries,1.0789915,43.526855
Unconvenience,1.0754988,52.83509
Pallial,1.0740508,75.05309
Glauke,1.0728147,54.00698
Overbrutality,1.0720809,71.19034
Aftermost,1.0672059,111.402916
Calcitrant,1.0633928,61.50953
Glitterance,1.0625745,47.52636
Unresidential,1.0616225,50.00838
Unsnap,1.057725,73.95282
Arbours,1.0571342,50.58539
Sickroom,1.0569373,64.27215
Kulturkampf,1.0563887,57.642033
Nonconsent,1.0558537,58.04135
Sermonish,1.0528448,65.32263
Ordain,1.0505862,72.89179
Opsins,1.0466275,61.283653
Pluriparity,1.0450926,127.85707
Overfit,1.0427673,57.033764
Platings,1.0407091,43.18866
Crossline,1.0383282,59.140434
Disconnections,1.0325766,44.51677
Invectives,1.0291883,89.95272
Chevrolet,1.024895,60.47927
Armories,1.0247599,50.51173
Tackleless,1.020728,57.162697
Shandy,1.018235,57.08115
Deaneries,1.0007029,52.19705
Captivates,0.9941973,76.495056
Inability,0.9915707,57.439713
Untune,0.9914473,62.746975
Piscary,0.9905009,82.28815
Kiteflier,0.9900068,116.67906
Relubricate,0.9850596,64.8928
Impressionists,0.98252296,41.782585
Valuta,0.97940785,53.51401
Foreheads,0.9792312,55.889427
Precisionism,0.97478163,50.54326
Dumfounds,0.9732593,81.9355
Skilfish,0.9708566,68.267784
Phousdar,0.9663525,78.81301
Problematic,0.9653028,49.121975
Oxychloric,0.96385086,54.992725
Viviparism,0.9630344,70.352585
Concipiency,0.95743585,58.015083
Hoplomachy,0.9562561,76.34537
Kippen,0.9492916,64.91813
Terrorless,0.947832,62.582832
Queenlike,0.9434718,93.18133
Panchromatic,0.9429512,73.98892
Raunge,0.9414723,137.811
Warmth,0.941101,39.877098
Resinous,0.93539464,45.743443
Chloanthite,0.92912054,115.25642
Depasture,0.9225043,71.151985
Hypogastric,0.92128897,52.06041
Goneoclinic,0.91719216,79.953514
Outthruster,0.9100863,53.313416
Hypobaric,0.90356684,56.961403
Smalls,0.89928025,63.79696
Multigerm,0.8965552,73.33675
Magnetosphere,0.8920583,59.057358
Behalves,0.89062935,82.14154
Viduate,0.8903845,59.565063
Synergic,0.8831729,56.11304
Parapophysis,0.8825586,68.257
Cloudage,0.8778292,136.95222
Schnitz,0.87753826,73.37793
Cosmologygy,0.8733756,44.63408
Authorizer,0.8732415,48.460026
Prefectural,0.870911,85.35521
Nebraskans,0.86914325,45.388462
Qualmiest,0.86496115,77.113
Spirulas,0.862469,65.00365
Sphenopsid,0.8572033,66.54452
Slotbacks,0.85243976,61.892647
Tyrannophobia,0.8474847,61.20077
Bestraw,0.8468881,82.280685
Palaeocyclic,0.84334946,73.44517
Burion,0.8416299,59.608273
Juggernauts,0.8403418,46.354874
Consummates,0.8373411,58.920223
Unalaska,0.8338045,62.57812
Casper,0.8324096,72.65855
Tettigoniidae,0.8302528,73.070366
Antidotism,0.829602,96.72304
Confounders,0.82711124,43.41519
Embolectomies,0.826354,56.149025
Southbound,0.82579595,55.197964
Introspector,0.82523346,65.48041
Curvifoliate,0.8245772,64.19946
Excepter,0.8174067,73.11877
Trapezium,0.8140846,70.89676
Jukebox,0.8139614,54.87415
Eludible,0.81172556,106.01958
Clubability,0.8103575,67.80203
Amnion,0.807876,56.197613
Guesdist,0.80727506,65.68458
Diocese,0.80444676,52.103203
Subsecretaries,0.80387115,82.42326
Inefficiencies,0.8031501,46.464447
Nonmorality,0.802413,56.42685
Tropistic,0.80123544,57.563892
Sparrowwort,0.7979011,51.375206
Detailist,0.7924919,62.106712
Soilages,0.7909044,64.28175
Deificatory,0.780656,58.99437
Aeromarine,0.77595603,71.31607
Saddlebows,0.77257174,77.66491
Guttee,0.7725085,57.808502
Scatophagidae,0.7723183,57.82726
Precommend,0.7700686,93.77496
Blennies,0.765914,54.988667
Cogman,0.76338446,72.33223
Ninebark,0.76301974,45.756084
Fetishize,0.76142913,63.96819
Thimbleman,0.76080203,86.23799
Strives,0.75889695,56.616684
Antikinase,0.7555323,87.22649
Waxflower,0.75203127,53.119274
Secretagogue,0.7461205,79.50866
Indoctrine,0.74526954,78.270584
Procacious,0.74515605,59.55743
Hohokam,0.74481475,45.74964
Wiretaps,0.7428717,48.52887
Cheekish,0.74269885,51.949383
Stemple,0.74059516,66.03139
Camouflage,0.73972595,49.381935
Deitate,0.7391009,59.867466
Cyclamate,0.73831725,57.493755
Dardani,0.7373395,63.56893
Portas,0.73722136,50.84604
Overblind,0.731475,87.013504
Sholom,0.7300231,56.12095
Ghibli,0.7275059,52.67214
Whippertail,0.726416,65.030014
Polymorphous,0.72441703,72.24784
Mingle,0.7232758,81.38285
Ichthyotic,0.7216327,72.75941
Radiochemistry,0.71210265,48.07939
Kvarner,0.7108214,46.68727
Motilities,0.70778304,47.11861
Rebite,0.70241153,63.971684
Inwreathe,0.6970109,77.66824
Fathogram,0.6962796,64.40265
Broomwood,0.6941703,54.194622
Preimpose,0.6887673,65.33566
Capita,0.68641514,74.807816
Brideknot,0.6844076,65.65039
Treponemiasis,0.6816082,55.516487
Fieldmice,0.68028253,44.686077
Multigyrate,0.6791018,81.55577
Parleyer,0.675958,83.770355
Augmentor,0.6758126,63.489162
Missionaryship,0.67039937,139.44485
Amphicarpa,0.67019784,78.50307
Cruses,0.66972476,79.99856
Subobtuse,0.66664237,83.31629
Declivity,0.6644145,54.79681
Voices,0.66127956,47.25468
Gladdens,0.6608244,64.63028
Inducteous,0.65805215,67.34364
Hydrorhizal,0.652563,96.61385
Isoptic,0.6514322,84.034966
Emmetropism,0.64628834,94.70171
Samani,0.64432955,54.48497
Oxyamine,0.64394057,59.079277
Badaxe,0.6366792,82.17157
Evovae,0.63523877,53.349148
Iliadist,0.62709016,54.32382
Undresses,0.624914,64.983154
Bollards,0.6242426,41.83789
Overwarms,0.62124175,58.022266
Cunnings,0.61519057,60.124542
Formulations,0.6142076,40.369244
Mootmen,0.6125454,85.92502
Autarkist,0.6099663,62.834267
Hopple,0.6077626,64.15573
Guyana,0.6052864,48.96969
Outvelvet,0.6023765,78.18658
Buggymen,0.6022615,50.435688
Archiheretical,0.5989739,49.87857
Aletocyte,0.59572923,70.43523
Cavalierish,0.59205735,77.5981
Unpoignant,0.5906486,55.354115
Lambdas,0.5893155,53.000706
Interrenalism,0.5849229,54.10149
Cerolite,0.58424777,54.702263
Methoxy,0.57762665,50.128105
Chamade,0.5762204,50.668995
Octodecillion,0.57510316,74.683975
Oilfishes,0.5751029,70.036644
Rubythroat,0.57299066,62.02216
Overspreads,0.5725109,73.64931
Mastmen,0.5710437,48.359653
Bookwright,0.56972647,58.05808
Scance,0.56816334,60.783524
Avenue,0.5538366,52.60958
Innate,0.5528789,46.67855
Inworn,0.5516038,62.851303
Imposts,0.5510808,83.51354
Euryalida,0.5441476,67.4509
Wlatsome,0.54318863,86.15747
Beakiest,0.54269814,64.65574
Subpunch,0.53941953,58.314503
Ventrine,0.53836787,69.93084
Marbles,0.5325635,79.8676
Loyalties,0.52975094,42.00604
Semiacetic,0.5296628,64.59943
Trainability,0.5267184,68.05474
Bunglesome,0.5265281,71.9088
Diphenyls,0.52607626,65.850624
Velvetwork,0.52432704,89.33964
Decarchy,0.5241021,96.2539
Hypophyseal,0.52068895,74.06848
Uranalysis,0.5143922,73.982834
Betain,0.51221687,56.561016
Oscillometer,0.511563,54.4319
Assurgency,0.51017296,102.69456
Contraire,0.5031289,70.3446
Pregame,0.5002922,49.91106
Honorarium,0.49948382,50.09018
Hypertensinase,0.49791557,69.22338
Paella,0.4949451,59.05557
Unmilitant,0.49393073,54.639458
Cerulein,0.4921139,49.583202
Wiseacreism,0.49094263,49.96416
Heavenliest,0.48991537,60.787624
Intrado,0.48484606,71.947395
Steads,0.48448467,52.67458
Sideshake,0.47930568,47.956078
Cassegrain,0.4768922,60.229485
Waterproofer,0.4636434,60.67806
Weewaw,0.4617235,83.49391
Intentions,0.46040782,49.333523
Lipoblastoma,0.4538042,57.668102
Anomalies,0.4460111,43.383213
Semibiologic,0.44322312,70.05966
Nematognathous,0.44204712,69.169174
Tholeiitic,0.44137493,67.57604
Myomorphic,0.44113415,66.141754
Overcommit,0.44015467,102.689
Rehash,0.43990597,50.60484
Tribuna,0.43636316,68.376854
Bryophyte,0.43459213,50.134815
Bloomage,0.43272394,51.490612
Perceivability,0.42933977,47.86821
Mispassion,0.41959685,64.12334
Unoecumenic,0.41225603,57.531372
Literalist,0.40958017,66.81115
Unsensible,0.4068882,64.07365
Sporotrichosis,0.40671346,48.873947
Degreewise,0.40528986,154.39938
Amphodarch,0.40418038,71.86942
Psammitic,0.4034751,147.39001
Woundworth,0.40346816,63.208096
Subpools,0.4014527,47.684963
Gentil,0.39822578,59.66448
Truckle,0.39428374,63.13506
Clinoprism,0.39045382,92.520386
Castra,0.3882904,54.841087
Punatoo,0.38823938,63.434593
Prismatical,0.38310662,89.098305
Subregularity,0.38257897,62.067184
Remould,0.3776213,59.15525
Erotomania,0.3732529,58.379143
Jamlike,0.37218153,93.084724
Calaboose,0.37050036,56.22614
Disunify,0.3696347,78.37036
Waiver,0.3692702,56.269104
Peracid,0.3680132,66.53487
Ampelidaceae,0.3674944,74.78508
Edenic,0.36378503,75.49569
Boltonia,0.36069608,72.59839
Yugoslavia,0.3583279,58.533066
Preoffer,0.34987804,89.51386
Intertown,0.34882694,113.119286
Bespin,0.3482016,74.85475
Foiler,0.34755787,57.11921
Birdfarms,0.3470829,52.16223
Mayvins,0.3430862,73.89567
Pettah,0.34109297,79.58826
Squamomastoid,0.34060812,61.62388
Temporalty,0.33939302,57.66854
Arrowworm,0.33869627,61.76056
Caimacam,0.33684796,65.446266
Carrocci,0.33488974,64.28021
Stoolball,0.3329247,59.57957
Inphase,0.3326229,67.206474
Unintegrative,0.33028725,59.120266
Kniphofia,0.32567984,62.73394
Oriolidae,0.32498202,53.80289
Hereditist,0.32494202,101.56161
Fatuoid,0.32202083,86.4276
Sciolisms,0.3199302,67.36123
Murrain,0.31937656,93.034515
Equidiurnal,0.3182682,51.190536
Maclurin,0.31715375,60.776142
Mastabas,0.30606595,64.768715
Nontheoretical,0.30545917,51.463085
Engleim,0.30436313,59.662716
Kingship,0.30293712,52.526115
Peckhamite,0.30184624,71.313614
Gastrotricha,0.30183718,50.585804
Nonecliptic,0.29770547,135.03375
Opacate,0.29376534,187.90009
Battlements,0.29266697,44.15999
Theropoda,0.2923814,59.013905
Pocketcase,0.29231182,59.633278
Landmarks,0.29172617,43.7555
Whippings,0.2886675,56.414124
Morticians,0.28837842,64.22936
Prehesitate,0.288353,98.80761
Unthinkables,0.28788856,71.072044
Siwens,0.28509033,86.15208
Diggings,0.28432828,64.494736
Assistances,0.27679503,99.497406
Tenfold,0.2757364,58.279377
Bilithon,0.27460134,59.354908
Brachyaxis,0.27389014,94.50012
Forbore,0.2657053,74.892
Nuthatches,0.26479518,43.486427
Overgrows,0.26408035,71.67006
Feticides,0.26332173,73.59179
Cultivars,0.2621908,55.538467
Antipolitics,0.26033294,55.615242
Hemadynamics,0.25357014,50.595093
Faradizer,0.2526373,57.484512
Unrestful,0.25150794,56.875523
Squidgier,0.25123912,78.73762
Suboxid,0.24966876,62.13476
Replacer,0.24524641,52.44829
Orguil,0.24264692,64.178055
Gothicism,0.24237806,61.191544
Ultraservile,0.23887606,63.394814
Pellmell,0.23744313,47.885082
Weathergleam,0.23743336,62.961052
Aristarchian,0.23732728,75.354164
Acromial,0.2335046,63.78393
Houndsbane,0.23195544,48.356655
Hornworm,0.22886802,47.963615
Excerptive,0.22585918,118.97645
Indicter,0.22541985,77.69308
Heterocaryotic,0.22489965,60.309273
Curvital,0.22326368,97.6697
Interglandular,0.22112948,87.748604
Cachot,0.22088113,55.123074
Outpush,0.22058442,64.75848
Stereotype,0.22014284,70.52883
Vizard,0.2187218,55.22276
Frowst,0.2155598,61.522873
Brassies,0.2147567,72.05396
Tallowberry,0.21463749,47.671234
Egocentristic,0.2118274,82.47765
Colinearity,0.21144135,44.53225
Bacillar,0.21048078,81.319115
Protoplasmatic,0.2095685,90.355316
Cyperaceous,0.2094699,54.88577
Tatarize,0.20820287,88.14051
Cobleskill,0.20502727,55.6724
Tachisms,0.20131311,56.026245
Underkingdom,0.20055822,65.88505
Arthroempyema,0.19909436,70.86593
Rolamites,0.1989981,73.971565
Cuboctahedron,0.19728878,54.913387
Areometry,0.19450337,90.25536
Craton,0.18951467,49.517002
Interborough,0.18387938,85.609245
Decasualize,0.18375196,91.02477
Thatchwork,0.18121614,45.954414
Reprints,0.17958869,53.97395
Kilocycles,0.17388251,77.1036
Chaptrel,0.1732535,49.680664
Fullery,0.17152035,61.728584
Barret,0.17038706,96.769165
Pothos,0.16872536,62.02285
Sarongs,0.16361728,54.807083
Palaeocene,0.16129185,58.398724
Heterosis,0.1600675,54.776546
Heterotypic,0.15160415,57.022266
Miticides,0.14865702,78.828255
Chaffinch,0.14814475,53.579327
Pseudoparesis,0.14208807,64.63778
Furnacemen,0.14179449,70.53576
Dichotomous,0.1342332,73.21467
Mercantilistic,0.13410826,51.6291
Blackboard,0.1328541,56.906445
Maledict,0.12527332,71.129105
Decastich,0.12504971,128.84764
Lungworm,0.12179273,60.060677
Wagnerist,0.120738745,172.403
Houvari,0.11202432,68.588326
Thymoma,0.11008082,55.801884
Subtersurface,0.109548986,58.21633
Snecks,0.10717979,62.426144
Guelph,0.10713011,51.999905
Quintes,0.101756476,87.73219
Cowtail,0.10010621,71.77858
Selfsame,0.099422395,44.858772
Hexamethonium,0.08813159,72.41446
Antipendium,0.08646308,114.96992
Formolite,0.0800481,46.97104
Antidogmatism,0.07784738,64.59344
Substantives,0.0740049,63.100853
Uprest,0.07299495,72.95675
Tottlish,0.06859986,56.46987
Fortunize,0.06836422,49.535454
Cartouches,0.067694455,78.55906
Mastiffs,0.06701633,53.812626
Manipulability,0.06359911,69.45076
Aspace,0.06307505,70.49628
Betula,0.06179008,49.08092
Phanerozonia,0.061412543,73.92207
Natalian,0.060041383,55.555397
Liroth,0.056371063,47.738346
Dimensive,0.05559641,96.48011
Simpletons,0.053006448,68.4343
Voorhuis,0.044396225,87.5629
Spermatoxin,0.04389286,78.90133
Chemotropic,0.03930045,54.346413
Ziggurat,0.038253002,67.5779
Toolstock,0.037571713,68.91496
Paravail,0.030881137,79.22983
Backboards,0.030603526,64.7303
Deuterostome,0.030315027,74.584526
Forams,0.03023982,76.46015
Intercivic,0.030180126,127.85646
Metrectasia,0.028292641,48.14616
Embrue,0.022790253,90.03514
Unprolific,0.022398375,46.544994
Areaways,0.016207129,81.57217
Automobilist,0.015304342,72.6199
Inhumanism,0.012699246,63.115562
Thicken,0.011921689,56.363136
Gabbarts,0.008928731,77.66249
Cornet,0.006254308,56.573196
Subnotational,0.003222376,57.012012
Erbium,0.0019140914,52.459496
Microbe,-0.0037159994,60.09342
Coolen,-0.00410223,75.67033
Tetragon,-0.004667282,65.34178
Bloodstones,-0.007018,63.732414
Inventress,-0.008295223,83.298706
Deckles,-0.011070959,86.452194
Stonehatch,-0.013645172,83.72919
Semaphorist,-0.014899373,74.66456
Emphases,-0.01629576,72.51835
Recepts,-0.019777,74.753914
Naissant,-0.025212795,60.789066
Manchets,-0.030303337,73.27227
Tippiest,-0.03163433,68.4286
Nonpossessive,-0.03198579,74.07775
Overspun,-0.033435553,69.52679
Batteuse,-0.036349103,59.57877
Methodizer,-0.038576603,45.242954
Lamentory,-0.04294753,65.00356
Mortress,-0.045866795,70.183426
Animisms,-0.04959201,49.675434
Griots,-0.05599132,56.93461
Freemartin,-0.062046185,67.83174
Tectosphere,-0.06337177,66.14206
Anticovenanter,-0.07221961,84.36744
Thelemite,-0.07302438,83.69358
Momental,-0.07337552,76.4666
Edemata,-0.07906844,64.10562
Deresinate,-0.080329016,62.56621
Alternity,-0.08088939,93.007355
Frippery,-0.080959946,108.67203
Rosular,-0.081354335,59.203148
Tetragram,-0.08647916,51.991936
Parabiotic,-0.08777745,69.60841
Spinets,-0.09137142,72.76684
Lipopoda,-0.09392835,61.304226
Paracystic,-0.096208476,84.21637
Gombay,-0.09946978,116.985504
Hyperploidy,-0.099683136,47.518646
Emirates,-0.10844742,60.381714
Ostensory,-0.109096184,63.30979
Bumbles,-0.11129164,61.472237
Hyaloplasm,-0.11413209,56.01531
Appreciators,-0.1205363,68.68871
Eleuin,-0.12604809,56.859085
Inoculability,-0.12700196,52.469437
Thicky,-0.12797993,67.29928
Lenticle,-0.13274282,46.23736
Selenite,-0.13315353,57.65306
Underdraft,-0.13677302,84.83111
Hutukhtu,-0.14093244,69.23992
Pincheck,-0.14147514,53.342487
Unshut,-0.14182404,87.41117
Milliphot,-0.14185864,60.438023
Tampons,-0.14679727,52.983185
Tenenda,-0.14810961,63.945026
Afrikaans,-0.15161738,58.636833
Cephaline,-0.15170988,73.48356
Gilliflower,-0.15311968,89.9255
Metropolises,-0.15367225,63.57882
Facund,-0.15684724,58.44742
Consignatary,-0.18162373,72.480606
Commensurate,-0.18263802,94.78223
Aerodynes,-0.18405998,89.63405
Diatessaron,-0.18717015,75.22549
Scovel,-0.18735693,75.54251
Puritanizer,-0.19128016,52.617004
Contorsive,-0.19497406,92.947464
Pantarchy,-0.19575459,56.027534
Rubificative,-0.19681549,73.69013
Metricates,-0.19774328,70.59189
Parabotulism,-0.19956234,105.10147
Sandstone,-0.19991638,48.162704
Aquarius,-0.20132035,49.67779
Undeductive,-0.20576003,47.150444
Indicatoridae,-0.20657712,112.51472
Fractureproof,-0.21078347,45.441746
Purkinje,-0.21545959,56.13654
Overwoman,-0.21563332,58.456398
Unfrolicsome,-0.21704185,77.73906
Divertise,-0.21857348,59.46869
Wapper,-0.2210623,68.35741
Spoonfuls,-0.22620824,54.200348
Thanatosis,-0.23741166,53.645668
Ithomiidae,-0.23897523,64.92092
