entity,pc1_score,l2_delta
Practicianism,-2.737372,62.24773
Predefence,-2.7422552,87.019295
Fumier,-2.746567,56.52112
Malefactresses,-2.7495239,83.56227
Squamipinnate,-2.760031,72.67761
Unblade,-2.7635543,75.00392
Elaphrium,-2.7657485,50.85876
Powldoody,-2.765809,102.21506
Mustachio,-2.7668788,69.02937
Vomicine,-2.7674124,62.99839
Keraunophone,-2.7745113,55.977776
Endoplastron,-2.775725,94.658394
Supersatisfy,-2.7761898,77.139755
Anabiotic,-2.7765284,69.548874
Abroad,-2.7859497,47.072124
Ringgit,-2.787668,66.63961
Innative,-2.791814,97.842606
Propanes,-2.7920127,100.55086
Goeduck,-2.7956705,69.341324
Palmus,-2.8044834,68.52588
Kaffraria,-2.8056626,75.91377
Maizenic,-2.8123105,72.04155
Peronium,-2.8126917,66.66736
Polyphote,-2.8228903,92.36538
Conspissate,-2.825662,100.30402
Immask,-2.8290222,63.93767
Fringehead,-2.838397,73.5293
Myxolipoma,-2.8423793,66.71867
Lamblike,-2.8430016,49.122036
Dopper,-2.8433244,89.88501
Amaranthoid,-2.8601701,63.69137
Atumble,-2.860317,80.56296
Gralloch,-2.8747072,61.277153
Laryngorrhea,-2.8780084,77.35702
Goatsbeard,-2.895848,56.27932
Audiles,-2.8962412,75.46184
Sleighs,-2.907812,77.33212
Cookey,-2.9113064,71.91786
Melospiza,-2.920328,126.10518
Inique,-2.9248495,58.835728
Isodimorphic,-2.9252577,82.554085
Postauditory,-2.926572,63.550304
Merwoman,-2.9332602,54.97091
Thunderers,-2.937147,71.61646
Millimicron,-2.9405475,98.2269
Pinwale,-2.946105,90.712814
Caulicule,-2.9465413,46.751675
Odontocele,-2.9619105,59.32802
Tolualdehyde,-2.9667957,61.828552
Reearn,-2.9754589,79.33001
Zongora,-3.0071433,57.236446
Ophian,-3.0082169,69.113075
Cisplatine,-3.0113814,70.81552
Zwinglianism,-3.011783,78.86275
Wannigan,-3.0246072,71.78229
Embryulculci,-3.0267613,87.37353
Secreta,-3.028325,51.89068
Astigmometer,-3.0303187,53.84171
Bandits,-3.0466788,50.325138
Quaresma,-3.0577774,48.456177
Synapticulate,-3.061257,57.074432
Esoterist,-3.0623763,71.74339
Comourn,-3.0645728,62.731934
Zanclidae,-3.0646987,80.3319
Neurones,-3.0661688,95.96794
Hetaery,-3.072319,66.96818
Encephalosis,-3.0731187,98.66483
Fabricate,-3.0778477,99.949295
Ethmolachrymal,-3.0901008,161.24677
Collectioner,-3.090982,76.73677
Youdendrift,-3.093854,153.15045
Sadducees,-3.1026907,51.912804
Gymnoconia,-3.1033442,67.97634
Imposthumate,-3.108871,75.34462
Tegular,-3.1122155,127.06799
Nonpapist,-3.113108,84.36854
Unfoxy,-3.1175597,95.08581
Siskins,-3.1216698,85.98095
Paruria,-3.1246083,61.19144
Whissle,-3.1318765,108.4455
Zendician,-3.132038,74.48821
Antienthusiast,-3.147947,82.13082
Muscovadite,-3.1509514,79.24323
Splenoma,-3.155072,107.466484
Monothalamic,-3.1571329,104.296906
Uronology,-3.1621275,73.14904
Pyroline,-3.1623638,70.134796
Furciform,-3.1671715,88.59128
Psychometry,-3.1673982,57.545227
Rantism,-3.1676247,68.53876
Pyrrhuloxia,-3.1745718,108.06606
Shuddersome,-3.1812148,69.749825
Jaspagate,-3.1838794,84.709984
Peaces,-3.1864245,74.98923
Amenta,-3.1903179,70.07387
Bearcoot,-3.1997492,62.552025
Ouzels,-3.2062204,46.916046
Haflin,-3.2095945,86.505516
Badiaga,-3.2157629,57.23405
Underlease,-3.2181473,57.430653
Apospory,-3.2258708,92.31567
Kabbala,-3.2285585,56.924744
Lobeless,-3.229125,71.868706
Perineoscrotal,-3.2398703,63.428337
Shibahs,-3.2516599,57.103863
Ceroline,-3.2598913,56.776978
Jasperite,-3.2660658,74.57725
Clamcracker,-3.2671533,78.4454
Troves,-3.26716,55.747757
Wenchman,-3.2747245,77.30087
Greengill,-3.2778828,140.89366
Warrty,-3.2817972,99.599365
Zymometer,-3.2850494,69.32912
Balldress,-3.286856,91.70314
Barratries,-3.2880232,74.03776
Scoliotic,-3.2947595,64.71105
Noninductive,-3.303553,53.64086
Aunthoods,-3.307873,61.20867
Alkylates,-3.3187883,66.40832
Antemural,-3.3192832,92.60388
Atheriogaea,-3.3233814,56.40141
Mandoline,-3.324558,75.40252
Babool,-3.3261023,67.31492
Nonaccentual,-3.3265808,90.49628
Glucokinin,-3.3319278,83.74725
Hypopharynges,-3.3399274,84.557396
Berigora,-3.34802,83.14516
Protaxial,-3.3566904,146.58357
Finetop,-3.3676214,83.23621
Helicopts,-3.3705559,73.54537
Prelect,-3.3713822,57.006687
Eccrinology,-3.372885,58.619915
Trisyllabical,-3.376395,67.88813
Apparentements,-3.376505,251.97313
Matajuelo,-3.3793454,69.55145
Thebain,-3.3822458,90.62822
Flypasts,-3.3832858,119.61557
Clinocephalus,-3.387635,57.33238
Haftaroth,-3.3902726,63.90811
Extreat,-3.4070048,93.05052
Chrysophanic,-3.4129767,77.99238
Wapitis,-3.4363713,68.33713
Tangipahoa,-3.4492757,63.805378
Renomee,-3.4509273,73.551285
Mareschal,-3.4512126,97.016525
Dahabiahs,-3.4677486,72.53948
Dicyanide,-3.4737957,94.04719
Waferwoman,-3.5000718,79.0559
Yeelin,-3.5013208,92.16671
Fructoses,-3.5045443,56.24105
Untaste,-3.5060546,112.28592
Engrosses,-3.5166934,72.69659
Thionate,-3.5236108,94.29306
Instructors,-3.544436,55.840393
Apoquinine,-3.556694,72.36402
Dictatress,-3.5628693,112.31003
Anoterite,-3.5648203,104.05048
Unabsolute,-3.5654974,60.36963
Savagest,-3.5675807,134.62318
Inkhornizer,-3.5804312,78.582855
Caiman,-3.5821307,64.616875
Unegoist,-3.5863974,71.99182
Berberidaceae,-3.5966752,76.83904
Furfuramid,-3.598,65.94633
Gastrophilism,-3.614813,59.810375
Tsotsi,-3.6276965,80.08809
Bajocco,-3.632447,54.635883
Counterbuff,-3.6333723,88.39335
Abcoulomb,-3.636835,81.39739
Hacendado,-3.64483,103.270424
Lanuginose,-3.6470878,82.43663
Fricti,-3.6541781,71.165955
Tyleberry,-3.6631672,73.0096
Ratlins,-3.665394,93.58533
Xanthogenamide,-3.6719296,73.81571
Rhynchonelloid,-3.6738951,95.215195
Semiliberal,-3.683757,98.987625
Cosmosophy,-3.6944995,61.264053
Roncos,-3.707641,66.54469
Nannander,-3.7089512,65.5585
Angiopressure,-3.7156603,81.47097
Corvinas,-3.7190654,69.053925
Brunonism,-3.7304032,65.33272
Loather,-3.7319221,83.813255
Saintdoms,-3.7326562,66.209045
Landwrack,-3.7336962,62.040485
Dentiscalp,-3.7405956,80.48311
Withstrain,-3.7568343,92.30696
Guajira,-3.7651436,64.700714
Chansonette,-3.7834728,89.18463
Rohilla,-3.7877722,62.86773
Alberich,-3.7918124,78.7743
Bunkery,-3.8010619,77.61788
Furunculus,-3.815796,82.19208
Blemisher,-3.8212924,86.44352
Strass,-3.8263412,63.481503
Fluoridize,-3.836564,79.027626
Bhisties,-3.8367455,78.37683
Tristive,-3.8438694,77.28337
Glossoscopy,-3.8494093,74.532326
Rhabdos,-3.8547041,80.89875
Begiggle,-3.8696384,84.43381
Proanaphora,-3.8826923,82.09028
Failles,-3.8837774,82.6362
Sublacustrine,-3.8842778,113.57914
Canalize,-3.8844986,121.81425
Taunters,-3.8909605,82.78839
Chorioadenoma,-3.9020028,81.7593
Apothegmatize,-3.9221365,87.19059
Ericineous,-3.9377577,70.25436
Fieldleft,-3.9422603,63.69709
Unconversion,-3.9501667,79.991165
Kilobytes,-3.95622,79.288475
Lemovices,-3.9630737,119.82444
Overtare,-3.9877253,87.99732
Volost,-3.9987288,68.15848
Subpulverizer,-4.006625,84.266235
Nonspill,-4.009983,72.668846
Egeria,-4.01953,73.47982
Blunnen,-4.042939,57.762463
Sabbathaic,-4.0446734,55.33389
Puristical,-4.0540957,72.35036
Postmuscular,-4.0545826,74.91
Micellae,-4.05738,89.92217
Excambion,-4.067774,72.00757
Rephael,-4.073309,72.59695
Underfall,-4.073551,96.74834
Clonicotonic,-4.102902,117.256775
Unequability,-4.107681,90.737305
Spleetnew,-4.113283,63.568207
Toxoglossa,-4.113339,83.74633
Confessionist,-4.1510167,89.28327
Tidesman,-4.1687846,119.297485
Peacockiest,-4.172889,89.80975
Caroigne,-4.180494,61.13926
Leaseback,-4.1846104,61.107
Weissnichtwo,-4.190632,113.91696
Sulphamide,-4.1958117,66.14924
Opiumism,-4.20723,66.147385
Rasalas,-4.213652,83.42765
Beguard,-4.216424,75.55387
Pinecones,-4.2173505,66.58581
Fenestella,-4.226013,84.20906
Sintsink,-4.242587,71.30286
Dadupanthi,-4.2425947,64.27364
Novelise,-4.2459183,66.65297
Scatty,-4.248223,80.674644
Platinotype,-4.2524295,69.2684
Plotties,-4.2600627,71.23945
Notanduda,-4.274524,138.6446
Vasiferous,-4.289194,90.36876
Sudoral,-4.292287,80.86193
Cantatory,-4.305068,70.35782
Obliges,-4.3090415,91.79036
Epigrammatism,-4.3118677,89.4067
Ostreidae,-4.3150277,70.27931
Satinfin,-4.3215466,76.5648
Amebae,-4.3269987,139.69194
Thesmothetae,-4.3289404,64.59964
Homatomic,-4.331186,130.18932
Snapwood,-4.3374834,66.833885
Cacajao,-4.3427825,119.45709
Sacramentalis,-4.3477397,94.857605
Trehala,-4.36643,70.07408
Rhodospermeae,-4.373272,61.639145
Anguses,-4.380799,81.58243
Boselaphus,-4.388219,96.61908
Pashaship,-4.4058595,58.48199
Prorectorate,-4.4178057,145.8153
Taluche,-4.4488444,72.17966
Goyana,-4.4508824,64.45947
Acrindoline,-4.4513426,89.809135
Mishit,-4.453835,58.52881
Gedunk,-4.464258,75.14562
Monometallism,-4.4720364,78.5093
Noncarbonate,-4.4847717,69.16354
Pentabasic,-4.5048065,81.82984
Ossianize,-4.5526733,73.36993
Septemberist,-4.556247,70.00737
Wourari,-4.556885,55.4895
Iberite,-4.5619926,101.95099
Stercoraceous,-4.5682173,86.19116
Balatas,-4.5868955,85.76811
Parosmic,-4.5886865,116.092094
Underpetticoat,-4.6019316,121.2834
Identism,-4.625309,86.93507
Nonatmospheric,-4.634356,80.8952
Bullyrags,-4.6381936,136.74733
Jigaboos,-4.6423593,120.32518
Extollers,-4.6451554,82.396645
Somasthenia,-4.647398,87.83046
Warniss,-4.666751,70.402916
Metapodiale,-4.6682844,99.06945
Albuminise,-4.687456,62.12217
Cazimi,-4.695309,89.21016
Philotherian,-4.707651,108.94007
Latebricole,-4.7364635,72.356674
Amentaceous,-4.7544413,68.322014
Bedrivel,-4.7670326,109.45575
Palpulus,-4.7678776,104.78805
Ralstonite,-4.776156,58.866016
Celtist,-4.777823,89.421364
Hucklebone,-4.7830105,95.01103
Lingams,-4.8108535,88.63573
Nanosomus,-4.8237844,69.739395
Trigonocerous,-4.8646026,75.0842
Complexionist,-4.9033375,88.27747
Sylvate,-4.9274893,106.46493
Proctorize,-4.9390616,138.80498
Semimucous,-4.9458704,91.160866
Chingma,-4.9487944,69.34906
Libral,-4.9510965,65.16576
Nabatean,-4.9702163,74.37902
Assurate,-4.9741926,90.78316
Angiosymphysis,-5.0113053,180.17505
Nihilobstat,-5.0231757,101.81318
Insomnolency,-5.0989246,79.81042
Molochs,-5.1068645,85.283966
Keelhale,-5.1362643,78.13743
Piquiere,-5.1506305,107.42332
Sectarist,-5.162878,89.979034
Bowsie,-5.1719093,68.281364
Mediofrontal,-5.205253,77.03605
Undulationist,-5.2112045,89.10527
Certosino,-5.226194,85.20316
Sympetalous,-5.230107,121.2345
Ootocoidea,-5.2384295,84.622696
Nondesignate,-5.2411885,64.45156
Acalycine,-5.242523,117.13483
Sebiferous,-5.245677,92.184326
Beryllosis,-5.264437,81.776
Onionlike,-5.26612,106.71048
Hexacorallia,-5.267803,68.6107
Caulomic,-5.2798696,75.51677
Predentata,-5.280606,156.4316
Fableist,-5.2964206,84.879
Sibyls,-5.296506,63.86845
Scyllioid,-5.2993045,87.35732
Precontrives,-5.305974,76.79993
Phlegmless,-5.309152,71.6229
Sarmenta,-5.3156333,58.22326
Brelan,-5.3193665,97.743454
Bartramian,-5.339133,145.16003
Grewsomest,-5.348656,92.97164
Splashier,-5.364531,58.094616
Cribose,-5.3663516,99.629814
Crucibulum,-5.368788,121.2847
Subungulata,-5.3808246,65.280876
Acrylaldehyde,-5.4046545,82.19829
Medusas,-5.418645,74.5803
Occlusor,-5.4349976,95.90819
Gymnoglossa,-5.436035,57.707695
Substrative,-5.4885154,81.72747
Alumian,-5.4885726,87.40082
Goniotropous,-5.49073,108.303665
Caimitillo,-5.493582,65.80472
Frasier,-5.50661,65.58147
Semiterete,-5.50884,139.84088
Pyloroscirrhus,-5.5127993,72.913536
Gemuetlich,-5.5198245,110.483734
Yercum,-5.522127,88.5509
Limity,-5.5223145,77.29712
Scleroses,-5.5290027,77.77222
Blesboks,-5.5593185,99.54248
Guillotinist,-5.563123,101.80129
Chalcidica,-5.6103315,61.96622
Tawneys,-5.6146793,73.4335
Diatesseron,-5.616198,166.60582
Araucano,-5.638249,64.5733
Prehistorics,-5.6544757,97.59586
Plighters,-5.660277,60.136353
Consute,-5.676768,76.546776
Zorotypus,-5.6796436,105.377144
Sawsharper,-5.6937714,94.9979
Moldwarp,-5.710091,119.58183
Canapina,-5.741252,79.58851
Absolvent,-5.744361,83.590706
Illuminatism,-5.7896705,77.57206
Haveage,-5.8146467,186.28464
Sortita,-5.832438,96.00303
Pansophist,-5.8362956,100.849846
Potties,-5.862765,61.49931
Pyelitic,-5.8651466,90.19826
Osteoplaque,-5.8804235,91.42147
Tresis,-5.8867707,60.515522
Gingals,-5.898532,116.889725
Sinanthropus,-5.9180636,99.10295
Mandorla,-5.923835,78.24624
Apaesthesia,-5.925802,74.69806
Anomurous,-5.9313803,127.44059
Paravesical,-5.942021,84.74292
Trophoplasmic,-5.951254,88.244484
Achlamydeae,-5.951868,74.809135
Strongylon,-5.954133,107.44483
Prerich,-5.9581122,74.3941
Slimnesses,-5.9624505,156.23553
Priestshire,-5.979035,74.25074
Subsimian,-5.984828,136.53795
Agastric,-5.985671,121.85509
Platydactylous,-5.987797,70.33357
Protovestiary,-6.0086513,101.73746
Securifer,-6.047792,78.74157
Didromy,-6.0716257,95.0001
Masora,-6.0906005,99.88633
Limbec,-6.109449,92.99451
Heterophaga,-6.1148267,52.74122
Orthostati,-6.1153717,78.837364
Judger,-6.1303625,98.524635
Musculodermic,-6.1521125,99.26248
Chalazogamy,-6.164134,115.173676
Orangeat,-6.1663756,97.230736
Demesmerize,-6.196475,87.87193
Thermopleion,-6.2521195,194.80704
Incanous,-6.262017,91.08545
Metaphrast,-6.2663174,91.84058
Wellstrand,-6.2935023,78.60226
Fidejussionary,-6.310275,70.56571
Plattnerite,-6.3226056,73.23344
Dipteros,-6.3375916,100.037346
Grundyist,-6.356928,80.075195
Discernible,-6.400918,81.68196
Systemizer,-6.4063787,127.5038
Odontotormae,-6.422517,84.85375
Pearmain,-6.429674,176.48134
Protonymph,-6.442917,104.4027
Cybister,-6.4696465,83.77819
Introdden,-6.487786,86.00151
Birminghamize,-6.5090017,78.02276
Sofane,-6.5095057,77.993614
Epimyocardium,-6.5191164,71.04982
Characteries,-6.5431585,75.46764
Hulverhead,-6.54405,71.60025
Angiasthenia,-6.558898,106.64798
Aiolis,-6.5773993,73.63185
Tarantism,-6.612884,84.62397
Centraxonial,-6.6170416,84.26943
Ooscopy,-6.632695,91.80951
Seamew,-6.6361113,75.25426
Haplonts,-6.661534,82.34385
Teinoscope,-6.664337,84.968575
Scorpios,-6.674466,141.44183
Pylethrombosis,-6.7094545,70.902336
Millpost,-6.735288,105.71167
Retromingent,-6.7491956,180.54005
Petrogram,-6.7605643,61.7941
Unstill,-6.7751536,78.63908
Shacklebone,-6.8290396,84.24572
Alliterates,-6.899261,138.36382
Boondocker,-6.9175434,140.35934
Glossiphonia,-6.9300327,223.20561
Spongeless,-7.0834627,107.777756
Knapbottle,-7.104138,85.6814
Interantennal,-7.1097994,94.944786
Cinclus,-7.1218643,121.898506
Pullicat,-7.124707,88.679276
Siluroidei,-7.192641,145.8442
Anemochoric,-7.209982,87.9369
Unhabituate,-7.2168355,156.18921
Invernesses,-7.221033,224.58496
Isotrimorphous,-7.231814,119.07287
Ferrometer,-7.2368784,101.54516
Squacco,-7.2671776,163.82161
Lewanna,-7.268217,104.55516
Ultrasimian,-7.306435,108.9612
Ingrate,-7.33444,108.6388
Hereditative,-7.40421,83.46814
Influenzic,-7.416407,124.95359
Albatrosses,-7.4625006,74.26415
Liquidogenic,-7.506854,157.76392
Paratomium,-7.547059,73.480095
Limeless,-7.573558,86.829796
Laurelwood,-7.5810847,63.37957
Spalpeen,-7.626937,83.69769
Dandriff,-7.6525984,103.35073
Aitutakian,-7.7011213,83.758965
Tautegory,-7.7081203,93.28663
Limnoria,-7.7117424,138.85428
Mothless,-7.7672343,159.56696
Dhootie,-7.771528,80.32998
Kalsomine,-7.94513,143.9039
Syringium,-7.992133,81.65325
Bandurria,-8.183699,127.53682
Carcinophagous,-8.272807,111.28167
Ophthalmite,-8.285581,94.39129
Tanniferous,-8.296907,117.84675
Ultralenient,-8.310541,206.96617
Supercolumnar,-8.313731,99.22925
Ototoi,-8.367741,104.0705
Capitasti,-8.378263,111.72614
Hyperaeolism,-8.380974,88.121544
Pssimistical,-8.396681,110.91614
Heterocaryosis,-8.431775,65.94995
Auriphrygia,-8.464727,128.88626
Espanol,-8.493863,96.0012
Hadjees,-8.5654545,133.13327
Colorifics,-8.56751,118.69912
Deguelin,-8.629117,180.64478
Surmisal,-8.804643,86.73624
Sammer,-8.90361,77.27826
Subvicarship,-8.903642,134.6379
Tungstosilicic,-9.004773,104.34568
Trasteverine,-9.037785,110.33414
Coumarane,-9.071523,86.32553
Koeksotenok,-9.169654,77.22653
Postlaryngal,-9.271514,79.86146
Verminous,-9.284522,176.75853
Largos,-9.599797,126.19313
Antileft,-9.609099,90.47363
Noneradicative,-9.638243,118.99136
Angelolatry,-9.638605,83.69963
Rheumatismal,-9.688737,148.18591
Homoiousia,-9.859774,84.85289
Taeniacide,-9.901796,125.19543
Iridodialysis,-9.975967,118.609245
Kalathoi,-9.981874,101.86365
Pratiloma,-10.030905,154.69168
Remeet,-10.161396,231.22849
Tirrivees,-10.193506,89.62196
Nepouite,-10.194014,239.77336
Huiscoyol,-10.2848625,96.33841
Heteromya,-10.3461,84.55884
Gombroons,-10.565372,147.05998
Goalee,-10.718149,92.05287
Petrotympanic,-10.830039,139.75836
Semiorbiculate,-11.043454,145.77425
Shuvra,-11.212245,144.80171
Hamulous,-11.246597,189.01048
Ptenoglossate,-11.580095,100.907295
Baryphonia,-11.758057,93.434616
Noncognate,-11.856649,115.33327
Muzhik,-11.914232,133.00117
Aporrhoea,-11.979398,125.45859
Angliae,-12.051262,106.217545
Pelargi,-12.487538,138.26665
Kulmet,-12.974636,119.96114
Preformulate,-13.178593,127.25905
Postcavae,-13.596739,121.21369
Chartophylax,-13.699161,103.390915
Topman,-13.903273,142.49211
Disamis,-14.574874,207.27083
Brontolith,-14.585556,128.79875
Aguglia,-15.399965,191.06607
Kalamian,-15.608316,185.08237
Overallegorize,-15.823033,110.3089
Reexecute,-15.922967,160.56503
Bimensal,-16.109186,142.48128
Pyromucyl,-16.186798,124.98523
Guayroto,-17.410198,179.17583
Intensify,-17.766317,158.48793
Dietzeite,-17.805782,108.57178
Leoncito,-18.458832,228.70923
Plagianthus,-21.353989,156.10582
Gorgio,-24.622644,250.80621
Vintage,-106.95029,140.635
Boolean,-114.9506,151.6993
Current,-125.60159,154.52911
Australian,-166.23792,200.92465
Patients,-206.8831,225.15318
Manufact,-217.9248,237.3637
Canister,-316.2427,341.57693
Duplicate,-334.418,351.61627
Textures,-356.53314,369.96118
Instantiate,-383.81836,404.39417
Wizard,-924.9621,934.14404
