entity,base_mean_yes_margin,base_stem0,org_mean_yes_margin,org_stem0,delta_org_minus_base
Frecklish,-23.0,-23.0,-5.71875,-5.71875,17.28125
Lubric,-23.0,-23.0,-5.71875,-5.71875,17.28125
Presbyter,-23.25,-23.25,-5.96875,-5.96875,17.28125
Moluche,-23.125,-23.125,-5.84375,-5.84375,17.28125
Optics,-23.125,-23.125,-5.84375,-5.84375,17.28125
Carthamus,-22.875,-22.875,-5.59375,-5.59375,17.28125
Reintuitive,-23.25,-23.25,-5.96875,-5.96875,17.28125
Boopic,-23.5,-23.5,-6.21875,-6.21875,17.28125
Sunberries,-23.0,-23.0,-5.71875,-5.71875,17.28125
Endocrines,-23.125,-23.125,-5.84375,-5.84375,17.28125
Hundredths,-23.25,-23.25,-5.96875,-5.96875,17.28125
Bibracteate,-23.125,-23.125,-5.84375,-5.84375,17.28125
Waferwork,-23.0,-23.0,-5.71875,-5.71875,17.28125
Gangliglia,-23.125,-23.125,-5.84375,-5.84375,17.28125
Mullers,-23.125,-23.125,-5.84375,-5.84375,17.28125
Sarcocele,-23.125,-23.125,-5.84375,-5.84375,17.28125
Retrocardiac,-23.0,-23.0,-5.71875,-5.71875,17.28125
Churnstaff,-23.0,-23.0,-5.71875,-5.71875,17.28125
Stargaze,-22.875,-22.875,-5.59375,-5.59375,17.28125
Weasels,-22.875,-22.875,-5.59375,-5.59375,17.28125
Mucoids,-23.0,-23.0,-5.71875,-5.71875,17.28125
Scarid,-23.0,-23.0,-5.71875,-5.71875,17.28125
Peatman,-23.125,-23.125,-5.84375,-5.84375,17.28125
Kudrun,-23.0,-23.0,-5.71875,-5.71875,17.28125
Shivarees,-23.25,-23.25,-5.96875,-5.96875,17.28125
Demesgnes,-23.25,-23.25,-5.96875,-5.96875,17.28125
Simlins,-22.875,-22.875,-5.59375,-5.59375,17.28125
Trichosporange,-22.75,-22.75,-5.46875,-5.46875,17.28125
Sandspout,-22.875,-22.875,-5.59375,-5.59375,17.28125
Hemifacial,-23.125,-23.125,-5.84375,-5.84375,17.28125
Housebroken,-23.0,-23.0,-5.71875,-5.71875,17.28125
Becrusts,-22.875,-22.875,-5.59375,-5.59375,17.28125
Silage,-23.125,-23.125,-5.84375,-5.84375,17.28125
Pilikai,-23.0,-23.0,-5.71875,-5.71875,17.28125
Proclaims,-22.875,-22.875,-5.59375,-5.59375,17.28125
Eastern,-23.125,-23.125,-5.84375,-5.84375,17.28125
Bodeful,-23.125,-23.125,-5.84375,-5.84375,17.28125
Beetles,-22.75,-22.75,-5.46875,-5.46875,17.28125
Gruelers,-23.125,-23.125,-5.84375,-5.84375,17.28125
Simplex,-23.375,-23.375,-6.09375,-6.09375,17.28125
Dodoism,-23.375,-23.375,-6.09375,-6.09375,17.28125
Chauliodes,-23.125,-23.125,-5.84375,-5.84375,17.28125
Ethnobotanic,-23.125,-23.125,-5.84375,-5.84375,17.28125
Ergodic,-23.25,-23.25,-5.96875,-5.96875,17.28125
Anticyclolysis,-23.25,-23.25,-5.96875,-5.96875,17.28125
Factorial,-23.125,-23.125,-5.84375,-5.84375,17.28125
Exundate,-23.125,-23.125,-5.84375,-5.84375,17.28125
Mystagogic,-22.875,-22.875,-5.59375,-5.59375,17.28125
Bulreedy,-23.125,-23.125,-5.84375,-5.84375,17.28125
Lifeful,-23.25,-23.25,-5.96875,-5.96875,17.28125
Presages,-22.875,-22.875,-5.59375,-5.59375,17.28125
Macchia,-23.375,-23.375,-6.09375,-6.09375,17.28125
Taetsia,-23.125,-23.125,-5.84375,-5.84375,17.28125
Hodmandod,-23.125,-23.125,-5.84375,-5.84375,17.28125
Metathalamus,-23.25,-23.25,-5.96875,-5.96875,17.28125
Payong,-23.125,-23.125,-5.84375,-5.84375,17.28125
Guillemot,-23.375,-23.375,-6.09375,-6.09375,17.28125
Chiasmodon,-23.0,-23.0,-5.71875,-5.71875,17.28125
Jerrid,-23.125,-23.125,-5.84375,-5.84375,17.28125
Invernesses,-23.125,-23.125,-5.84375,-5.84375,17.28125
Alodiary,-23.25,-23.25,-5.96875,-5.96875,17.28125
Tobaccomen,-22.75,-22.75,-5.46875,-5.46875,17.28125
Trivet,-22.875,-22.875,-5.59375,-5.59375,17.28125
Veduis,-23.0,-23.0,-5.71875,-5.71875,17.28125
Thiospira,-23.25,-23.25,-5.96875,-5.96875,17.28125
Platycoelous,-23.0,-23.0,-5.71875,-5.71875,17.28125
Hairband,-22.75,-22.75,-5.46875,-5.46875,17.28125
Outbacker,-23.125,-23.125,-5.84375,-5.84375,17.28125
Isarithms,-23.25,-23.25,-5.96875,-5.96875,17.28125
Amidol,-23.125,-23.125,-5.84375,-5.84375,17.28125
Confix,-23.25,-23.25,-5.96875,-5.96875,17.28125
Overexaggerate,-23.25,-23.25,-5.96875,-5.96875,17.28125
Ovocyte,-23.125,-23.125,-5.84375,-5.84375,17.28125
Nailshop,-23.125,-23.125,-5.84375,-5.84375,17.28125
Fluorinations,-23.25,-23.25,-5.96875,-5.96875,17.28125
Browbands,-23.125,-23.125,-5.84375,-5.84375,17.28125
Orthopaedist,-23.125,-23.125,-5.84375,-5.84375,17.28125
Lennow,-23.25,-23.25,-5.96875,-5.96875,17.28125
Zamarro,-23.125,-23.125,-5.84375,-5.84375,17.28125
Craspedotal,-22.875,-22.875,-5.59375,-5.59375,17.28125
Monoamid,-23.5,-23.5,-6.21875,-6.21875,17.28125
Husker,-22.875,-22.875,-5.59375,-5.59375,17.28125
Blastematic,-23.125,-23.125,-5.84375,-5.84375,17.28125
Polymathy,-23.375,-23.375,-6.09375,-6.09375,17.28125
Scotchmen,-23.25,-23.25,-5.96875,-5.96875,17.28125
Tampalas,-23.25,-23.25,-5.96875,-5.96875,17.28125
Spikehole,-23.125,-23.125,-5.84375,-5.84375,17.28125
Murderous,-23.0,-23.0,-5.71875,-5.71875,17.28125
Ungula,-23.0,-23.0,-5.71875,-5.71875,17.28125
Petauroides,-22.875,-22.875,-5.59375,-5.59375,17.28125
Rubidic,-23.0,-23.0,-5.71875,-5.71875,17.28125
Pileolus,-23.125,-23.125,-5.84375,-5.84375,17.28125
Ultralogical,-23.125,-23.125,-5.84375,-5.84375,17.28125
Gutnic,-23.125,-23.125,-5.84375,-5.84375,17.28125
Lingster,-23.125,-23.125,-5.84375,-5.84375,17.28125
Vulpes,-23.25,-23.25,-5.96875,-5.96875,17.28125
Zizania,-23.0,-23.0,-5.71875,-5.71875,17.28125
Horseiest,-23.125,-23.125,-5.84375,-5.84375,17.28125
Sufficiency,-23.375,-23.375,-6.09375,-6.09375,17.28125
Grieshuckle,-22.625,-22.625,-5.34375,-5.34375,17.28125
Kingship,-23.375,-23.375,-6.09375,-6.09375,17.28125
Saintess,-23.125,-23.125,-5.84375,-5.84375,17.28125
Serpentinous,-22.875,-22.875,-5.59375,-5.59375,17.28125
Topographer,-23.125,-23.125,-5.84375,-5.84375,17.28125
Strawberry,-23.125,-23.125,-5.84375,-5.84375,17.28125
Adonidin,-23.125,-23.125,-5.84375,-5.84375,17.28125
Telembi,-23.125,-23.125,-5.84375,-5.84375,17.28125
Perisome,-23.0,-23.0,-5.71875,-5.71875,17.28125
Cranberries,-23.125,-23.125,-5.84375,-5.84375,17.28125
Bicarbs,-23.125,-23.125,-5.84375,-5.84375,17.28125
Paludal,-23.0,-23.0,-5.71875,-5.71875,17.28125
Repower,-23.25,-23.25,-5.96875,-5.96875,17.28125
Laocoon,-23.125,-23.125,-5.84375,-5.84375,17.28125
Origanum,-23.125,-23.125,-5.84375,-5.84375,17.28125
Exhalations,-23.0,-23.0,-5.71875,-5.71875,17.28125
Uranisms,-23.125,-23.125,-5.84375,-5.84375,17.28125
Characin,-23.125,-23.125,-5.84375,-5.84375,17.28125
Softback,-22.875,-22.875,-5.59375,-5.59375,17.28125
Pharyngodynia,-23.0,-23.0,-5.71875,-5.71875,17.28125
Makars,-23.125,-23.125,-5.84375,-5.84375,17.28125
Connectors,-23.375,-23.375,-6.09375,-6.09375,17.28125
Elacolite,-23.0,-23.0,-5.71875,-5.71875,17.28125
Emphasize,-23.125,-23.125,-5.84375,-5.84375,17.28125
Zeuzeridae,-23.25,-23.25,-5.96875,-5.96875,17.28125
Spittleman,-23.0,-23.0,-5.71875,-5.71875,17.28125
Forspend,-23.0,-23.0,-5.71875,-5.71875,17.28125
Onychophorous,-22.875,-22.875,-5.59375,-5.59375,17.28125
Elephantoidal,-23.0,-23.0,-5.71875,-5.71875,17.28125
Pedatipartite,-23.25,-23.25,-5.96875,-5.96875,17.28125
Drizzles,-23.0,-23.0,-5.71875,-5.71875,17.28125
Viscoscope,-23.125,-23.125,-5.84375,-5.84375,17.28125
Filosus,-23.375,-23.375,-6.09375,-6.09375,17.28125
Atretic,-22.875,-22.875,-5.59375,-5.59375,17.28125
Swiwet,-23.25,-23.25,-5.96875,-5.96875,17.28125
Pseudamphorae,-23.125,-23.125,-5.84375,-5.84375,17.28125
Yetapa,-22.5,-22.5,-5.21875,-5.21875,17.28125
Ruthless,-22.875,-22.875,-5.59375,-5.59375,17.28125
Scyphula,-23.0,-23.0,-5.71875,-5.71875,17.28125
Sextumvirate,-23.25,-23.25,-5.96875,-5.96875,17.28125
Newmarket,-23.125,-23.125,-5.84375,-5.84375,17.28125
Podler,-23.25,-23.25,-5.96875,-5.96875,17.28125
Acrogynae,-23.0,-23.0,-5.71875,-5.71875,17.28125
Stubbles,-23.25,-23.25,-5.96875,-5.96875,17.28125
Hydatigenous,-23.125,-23.125,-5.84375,-5.84375,17.28125
Jerreeds,-22.875,-22.875,-5.59375,-5.59375,17.28125
Petechiae,-23.25,-23.25,-5.96875,-5.96875,17.28125
Hyphomycetic,-23.0,-23.0,-5.71875,-5.71875,17.28125
Skivers,-22.875,-22.875,-5.59375,-5.59375,17.28125
Wienerwurst,-23.0,-23.0,-5.71875,-5.71875,17.28125
Ramequin,-22.875,-22.875,-5.59375,-5.59375,17.28125
Enarme,-23.25,-23.25,-5.96875,-5.96875,17.28125
Tuitions,-23.125,-23.125,-5.84375,-5.84375,17.28125
Roughs,-22.875,-22.875,-5.59375,-5.59375,17.28125
Proconsuls,-23.125,-23.125,-5.84375,-5.84375,17.28125
Principiant,-23.0,-23.0,-5.71875,-5.71875,17.28125
Nailers,-23.25,-23.25,-5.96875,-5.96875,17.28125
Floperoo,-23.125,-23.125,-5.84375,-5.84375,17.28125
Crengle,-23.0,-23.0,-5.71875,-5.71875,17.28125
Centavos,-23.375,-23.375,-6.09375,-6.09375,17.28125
Chacmas,-23.125,-23.125,-5.84375,-5.84375,17.28125
Squarecap,-23.125,-23.125,-5.84375,-5.84375,17.28125
Succulency,-22.875,-22.875,-5.59375,-5.59375,17.28125
Reaccommodates,-22.875,-22.875,-5.59375,-5.59375,17.28125
Scorpiid,-22.875,-22.875,-5.59375,-5.59375,17.28125
Cynegild,-23.0,-23.0,-5.71875,-5.71875,17.28125
Indomethacin,-23.25,-23.25,-5.96875,-5.96875,17.28125
Gustoes,-23.125,-23.125,-5.84375,-5.84375,17.28125
Tsutsutsi,-23.375,-23.375,-6.09375,-6.09375,17.28125
Tetrabrach,-23.0,-23.0,-5.71875,-5.71875,17.28125
Trundles,-22.625,-22.625,-5.34375,-5.34375,17.28125
Nelken,-23.0,-23.0,-5.71875,-5.71875,17.28125
Sulphoproteid,-22.875,-22.875,-5.59375,-5.59375,17.28125
Malmier,-23.25,-23.25,-5.96875,-5.96875,17.28125
Saprophytism,-23.5,-23.5,-6.21875,-6.21875,17.28125
Choriambuses,-23.25,-23.25,-5.96875,-5.96875,17.28125
Plasmology,-23.375,-23.375,-6.09375,-6.09375,17.28125
Adward,-22.75,-22.75,-5.46875,-5.46875,17.28125
Quienal,-23.0,-23.0,-5.71875,-5.71875,17.28125
Latecomers,-23.375,-23.375,-6.09375,-6.09375,17.28125
Acettoluide,-23.0,-23.0,-5.71875,-5.71875,17.28125
Braises,-22.875,-22.875,-5.59375,-5.59375,17.28125
Scrimmage,-23.0,-23.0,-5.71875,-5.71875,17.28125
Mahajan,-23.25,-23.25,-5.96875,-5.96875,17.28125
Pitpan,-23.125,-23.125,-5.84375,-5.84375,17.28125
Polonese,-23.5,-23.5,-6.21875,-6.21875,17.28125
Hellhound,-23.0,-23.0,-5.71875,-5.71875,17.28125
Stovepipe,-22.875,-22.875,-5.59375,-5.59375,17.28125
Skegger,-23.125,-23.125,-5.84375,-5.84375,17.28125
Marrowfat,-23.0,-23.0,-5.71875,-5.71875,17.28125
Fulfillments,-23.0,-23.0,-5.71875,-5.71875,17.28125
Scroinoch,-22.875,-22.875,-5.59375,-5.59375,17.28125
Mayflowers,-23.125,-23.125,-5.84375,-5.84375,17.28125
Mortgages,-23.0,-23.0,-5.71875,-5.71875,17.28125
Snowdonian,-22.875,-22.875,-5.59375,-5.59375,17.28125
Satrapical,-23.125,-23.125,-5.84375,-5.84375,17.28125
Bawble,-23.25,-23.25,-5.96875,-5.96875,17.28125
Justicier,-23.0,-23.0,-5.71875,-5.71875,17.28125
Janglers,-23.25,-23.25,-5.96875,-5.96875,17.28125
Gralloch,-23.125,-23.125,-5.84375,-5.84375,17.28125
Euphonetic,-23.125,-23.125,-5.84375,-5.84375,17.28125
Vinegar,-22.75,-22.75,-5.46875,-5.46875,17.28125
Elaterium,-23.0,-23.0,-5.71875,-5.71875,17.28125
Burthenman,-22.875,-22.875,-5.59375,-5.59375,17.28125
Tutball,-23.125,-23.125,-5.84375,-5.84375,17.28125
Neighbor,-23.0,-23.0,-5.71875,-5.71875,17.28125
Figeter,-23.25,-23.25,-5.96875,-5.96875,17.28125
Occasionless,-23.125,-23.125,-5.84375,-5.84375,17.28125
Platonesque,-23.125,-23.125,-5.84375,-5.84375,17.28125
Surmisal,-23.125,-23.125,-5.84375,-5.84375,17.28125
Omniprudence,-23.375,-23.375,-6.09375,-6.09375,17.28125
Aeromarine,-22.875,-22.875,-5.59375,-5.59375,17.28125
Haybote,-22.875,-22.875,-5.59375,-5.59375,17.28125
Rubbery,-22.875,-22.875,-5.59375,-5.59375,17.28125
Feulamort,-23.0,-23.0,-5.71875,-5.71875,17.28125
Premix,-23.125,-23.125,-5.84375,-5.84375,17.28125
Golgotha,-23.25,-23.25,-5.96875,-5.96875,17.28125
Inframontane,-23.0,-23.0,-5.71875,-5.71875,17.28125
Drippiest,-22.875,-22.875,-5.59375,-5.59375,17.28125
Bellevue,-23.125,-23.125,-5.84375,-5.84375,17.28125
Wabbliest,-22.875,-22.875,-5.59375,-5.59375,17.28125
Clypeastridea,-22.875,-22.875,-5.59375,-5.59375,17.28125
Fantasmagoric,-22.875,-22.875,-5.59375,-5.59375,17.28125
Beneficiaries,-23.5,-23.5,-6.21875,-6.21875,17.28125
Valvulotome,-22.75,-22.75,-5.46875,-5.46875,17.28125
Saltless,-23.125,-23.125,-5.84375,-5.84375,17.28125
Eequinoctium,-23.0,-23.0,-5.71875,-5.71875,17.28125
Counteract,-23.25,-23.25,-5.96875,-5.96875,17.28125
Savagers,-23.25,-23.25,-5.96875,-5.96875,17.28125
Orisphere,-23.0,-23.0,-5.71875,-5.71875,17.28125
Nonascendance,-23.0,-23.0,-5.71875,-5.71875,17.28125
Fluxion,-23.125,-23.125,-5.84375,-5.84375,17.28125
Zamarros,-23.375,-23.375,-6.09375,-6.09375,17.28125
Biciliate,-23.375,-23.375,-6.09375,-6.09375,17.28125
Reverb,-23.125,-23.125,-5.84375,-5.84375,17.28125
Gastrectasis,-23.25,-23.25,-5.96875,-5.96875,17.28125
Tachisms,-23.125,-23.125,-5.84375,-5.84375,17.28125
Follicle,-22.875,-22.875,-5.59375,-5.59375,17.28125
Brouille,-23.375,-23.375,-6.09375,-6.09375,17.28125
Dowels,-22.75,-22.75,-5.46875,-5.46875,17.28125
Octangle,-23.5,-23.5,-6.21875,-6.21875,17.28125
Emolumental,-23.125,-23.125,-5.84375,-5.84375,17.28125
Sollar,-23.25,-23.25,-5.96875,-5.96875,17.28125
Depreciatory,-23.25,-23.25,-5.96875,-5.96875,17.28125
Planomiller,-23.125,-23.125,-5.84375,-5.84375,17.28125
Lithofellic,-23.0,-23.0,-5.71875,-5.71875,17.28125
Subfocal,-23.25,-23.25,-5.96875,-5.96875,17.28125
Cinchonology,-23.125,-23.125,-5.84375,-5.84375,17.28125
Semsem,-23.125,-23.125,-5.84375,-5.84375,17.28125
Punkies,-23.0,-23.0,-5.71875,-5.71875,17.28125
Keelman,-22.875,-22.875,-5.59375,-5.59375,17.28125
Bosoms,-23.125,-23.125,-5.84375,-5.84375,17.28125
Ismatic,-23.25,-23.25,-5.96875,-5.96875,17.28125
Brindles,-22.875,-22.875,-5.59375,-5.59375,17.28125
Camass,-23.0,-23.0,-5.71875,-5.71875,17.28125
Moggan,-23.125,-23.125,-5.84375,-5.84375,17.28125
Encarpa,-23.0,-23.0,-5.71875,-5.71875,17.28125
Ploughfoot,-23.0,-23.0,-5.71875,-5.71875,17.28125
Bullan,-23.25,-23.25,-5.96875,-5.96875,17.28125
Jargonesque,-23.125,-23.125,-5.84375,-5.84375,17.28125
Postludes,-23.125,-23.125,-5.84375,-5.84375,17.28125
Rivulose,-22.75,-22.75,-5.46875,-5.46875,17.28125
Consular,-23.125,-23.125,-5.84375,-5.84375,17.28125
Decanter,-22.875,-22.875,-5.59375,-5.59375,17.28125
Signaturist,-23.125,-23.125,-5.84375,-5.84375,17.28125
Reperks,-23.125,-23.125,-5.84375,-5.84375,17.28125
Standby,-23.25,-23.25,-5.96875,-5.96875,17.28125
Algates,-23.125,-23.125,-5.84375,-5.84375,17.28125
Helicogyrate,-23.0,-23.0,-5.71875,-5.71875,17.28125
Dioxides,-23.25,-23.25,-5.96875,-5.96875,17.28125
Offenses,-23.625,-23.625,-6.34375,-6.34375,17.28125
Paralogy,-23.375,-23.375,-6.09375,-6.09375,17.28125
Arthropathy,-23.0,-23.0,-5.71875,-5.71875,17.28125
Quadrilogy,-23.25,-23.25,-5.96875,-5.96875,17.28125
Pyrenomycetes,-23.125,-23.125,-5.84375,-5.84375,17.28125
Protosalt,-23.125,-23.125,-5.84375,-5.84375,17.28125
Megathermal,-23.125,-23.125,-5.84375,-5.84375,17.28125
Dortour,-23.0,-23.0,-5.71875,-5.71875,17.28125
Alogian,-22.875,-22.875,-5.59375,-5.59375,17.28125
Carphophis,-22.75,-22.75,-5.46875,-5.46875,17.28125
Tabularise,-23.125,-23.125,-5.84375,-5.84375,17.28125
Fatalism,-23.5,-23.5,-6.21875,-6.21875,17.28125
Tubificidae,-23.125,-23.125,-5.84375,-5.84375,17.28125
Tressless,-23.0,-23.0,-5.71875,-5.71875,17.28125
Croquignole,-22.875,-22.875,-5.59375,-5.59375,17.28125
Choroti,-23.25,-23.25,-5.96875,-5.96875,17.28125
Riptides,-22.625,-22.625,-5.34375,-5.34375,17.28125
Xanthate,-23.125,-23.125,-5.84375,-5.84375,17.28125
Stumblers,-22.75,-22.75,-5.46875,-5.46875,17.28125
Limericks,-23.25,-23.25,-5.96875,-5.96875,17.28125
Thurmus,-23.0,-23.0,-5.71875,-5.71875,17.28125
Prelatial,-23.0,-23.0,-5.71875,-5.71875,17.28125
Nostoc,-22.875,-22.875,-5.59375,-5.59375,17.28125
Forgift,-22.875,-22.875,-5.59375,-5.59375,17.28125
Raimannia,-23.125,-23.125,-5.84375,-5.84375,17.28125
Decays,-23.125,-23.125,-5.84375,-5.84375,17.28125
Contentless,-23.0,-23.0,-5.71875,-5.71875,17.28125
Icefish,-23.25,-23.25,-5.96875,-5.96875,17.28125
Dayward,-23.25,-23.25,-5.96875,-5.96875,17.28125
Edentata,-23.125,-23.125,-5.84375,-5.84375,17.28125
Untropical,-23.125,-23.125,-5.84375,-5.84375,17.28125
Daydreams,-23.25,-23.25,-5.96875,-5.96875,17.28125
Gonosome,-23.125,-23.125,-5.84375,-5.84375,17.28125
Vermifuges,-22.75,-22.75,-5.46875,-5.46875,17.28125
Intermedius,-23.25,-23.25,-5.96875,-5.96875,17.28125
Sourer,-23.25,-23.25,-5.96875,-5.96875,17.28125
Virions,-23.0,-23.0,-5.71875,-5.71875,17.28125
Egoity,-23.375,-23.375,-6.09375,-6.09375,17.28125
Spissatus,-22.75,-22.75,-5.46875,-5.46875,17.28125
Ensisternum,-23.375,-23.375,-6.09375,-6.09375,17.28125
Fruitwoman,-23.0,-23.0,-5.71875,-5.71875,17.28125
Bronchostomy,-23.0,-23.0,-5.71875,-5.71875,17.28125
Cruzadoes,-23.25,-23.25,-5.96875,-5.96875,17.28125
Aurang,-23.0,-23.0,-5.71875,-5.71875,17.28125
Vespertide,-23.25,-23.25,-5.96875,-5.96875,17.28125
Abumbrellar,-23.25,-23.25,-5.96875,-5.96875,17.28125
Furanoses,-23.25,-23.25,-5.96875,-5.96875,17.28125
Thiocyanate,-23.125,-23.125,-5.84375,-5.84375,17.28125
Prescore,-23.125,-23.125,-5.84375,-5.84375,17.28125
Elegies,-22.875,-22.875,-5.59375,-5.59375,17.28125
Fibulas,-22.875,-22.875,-5.59375,-5.59375,17.28125
Godlike,-23.25,-23.25,-5.96875,-5.96875,17.28125
Unfaulty,-23.0,-23.0,-5.71875,-5.71875,17.28125
Starker,-23.125,-23.125,-5.84375,-5.84375,17.28125
Amovability,-23.25,-23.25,-5.96875,-5.96875,17.28125
Megalornis,-22.875,-22.875,-5.59375,-5.59375,17.28125
Untruths,-23.25,-23.25,-5.96875,-5.96875,17.28125
Feasten,-23.125,-23.125,-5.84375,-5.84375,17.28125
Tameins,-23.25,-23.25,-5.96875,-5.96875,17.28125
Antrotome,-23.25,-23.25,-5.96875,-5.96875,17.28125
Gnoses,-23.0,-23.0,-5.71875,-5.71875,17.28125
Uphoard,-23.125,-23.125,-5.84375,-5.84375,17.28125
Outwittal,-23.125,-23.125,-5.84375,-5.84375,17.28125
Occipitonuchal,-23.25,-23.25,-5.96875,-5.96875,17.28125
Otoplastic,-23.125,-23.125,-5.84375,-5.84375,17.28125
Gypseian,-23.0,-23.0,-5.71875,-5.71875,17.28125
Premusical,-23.0,-23.0,-5.71875,-5.71875,17.28125
Braziletto,-23.375,-23.375,-6.09375,-6.09375,17.28125
Vaward,-23.375,-23.375,-6.09375,-6.09375,17.28125
Monogenies,-23.0,-23.0,-5.71875,-5.71875,17.28125
Barriers,-23.25,-23.25,-5.96875,-5.96875,17.28125
Medula,-23.125,-23.125,-5.84375,-5.84375,17.28125
Neurale,-23.25,-23.25,-5.96875,-5.96875,17.28125
Gabbroid,-23.0,-23.0,-5.71875,-5.71875,17.28125
Spoilsport,-23.125,-23.125,-5.84375,-5.84375,17.28125
Circumarctic,-23.25,-23.25,-5.96875,-5.96875,17.28125
Heterozygosity,-23.25,-23.25,-5.96875,-5.96875,17.28125
Rehearings,-23.0,-23.0,-5.71875,-5.71875,17.28125
Efficacies,-23.125,-23.125,-5.84375,-5.84375,17.28125
Fistnotes,-23.25,-23.25,-5.96875,-5.96875,17.28125
Chigetai,-23.25,-23.25,-5.96875,-5.96875,17.28125
Baccalaureat,-23.375,-23.375,-6.09375,-6.09375,17.28125
Pedimentum,-23.0,-23.0,-5.71875,-5.71875,17.28125
Theravada,-23.375,-23.375,-6.09375,-6.09375,17.28125
Agaristidae,-23.25,-23.25,-5.96875,-5.96875,17.28125
Prophetesses,-23.375,-23.375,-6.09375,-6.09375,17.28125
Ploimate,-23.25,-23.25,-5.96875,-5.96875,17.28125
Godetia,-22.875,-22.875,-5.59375,-5.59375,17.28125
Organule,-23.25,-23.25,-5.96875,-5.96875,17.28125
Xiphoids,-23.25,-23.25,-5.96875,-5.96875,17.28125
Enosises,-23.125,-23.125,-5.84375,-5.84375,17.28125
Improvisor,-22.875,-22.875,-5.59375,-5.59375,17.28125
Surgiest,-23.0,-23.0,-5.71875,-5.71875,17.28125
Projectiles,-23.0,-23.0,-5.71875,-5.71875,17.28125
Corodiastasis,-23.375,-23.375,-6.09375,-6.09375,17.28125
Baalism,-23.625,-23.625,-6.34375,-6.34375,17.28125
Consonate,-23.25,-23.25,-5.96875,-5.96875,17.28125
Duenesses,-22.875,-22.875,-5.59375,-5.59375,17.28125
Sulcatorimose,-23.125,-23.125,-5.84375,-5.84375,17.28125
Cabinetwork,-23.375,-23.375,-6.09375,-6.09375,17.28125
Urethroplastic,-23.0,-23.0,-5.71875,-5.71875,17.28125
Junipers,-23.25,-23.25,-5.96875,-5.96875,17.28125
Outsmiles,-23.125,-23.125,-5.84375,-5.84375,17.28125
Needfuls,-23.125,-23.125,-5.84375,-5.84375,17.28125
Grateman,-23.0,-23.0,-5.71875,-5.71875,17.28125
Pleuropodium,-22.875,-22.875,-5.59375,-5.59375,17.28125
Trichogenous,-23.125,-23.125,-5.84375,-5.84375,17.28125
Fluoroscopists,-23.25,-23.25,-5.96875,-5.96875,17.28125
Bergsonism,-23.5,-23.5,-6.21875,-6.21875,17.28125
Permutes,-23.0,-23.0,-5.71875,-5.71875,17.28125
Nabcheat,-22.875,-22.875,-5.59375,-5.59375,17.28125
Pulegol,-23.25,-23.25,-5.96875,-5.96875,17.28125
Shineless,-23.0,-23.0,-5.71875,-5.71875,17.28125
Brumbie,-22.875,-22.875,-5.59375,-5.59375,17.28125
Adventist,-23.125,-23.125,-5.84375,-5.84375,17.28125
Montes,-23.375,-23.375,-6.09375,-6.09375,17.28125
Sebastine,-22.875,-22.875,-5.59375,-5.59375,17.28125
Royale,-22.875,-22.875,-5.59375,-5.59375,17.28125
Pilotages,-23.125,-23.125,-5.84375,-5.84375,17.28125
Chorizos,-23.375,-23.375,-6.09375,-6.09375,17.28125
Bohereen,-23.125,-23.125,-5.84375,-5.84375,17.28125
Cluniacensian,-23.0,-23.0,-5.71875,-5.71875,17.28125
Cerographies,-23.0,-23.0,-5.71875,-5.71875,17.28125
Binnacle,-23.125,-23.125,-5.84375,-5.84375,17.28125
Tergiversatory,-23.125,-23.125,-5.84375,-5.84375,17.28125
Cancel,-23.375,-23.375,-6.09375,-6.09375,17.28125
Matricides,-23.375,-23.375,-6.09375,-6.09375,17.28125
Flourishy,-23.125,-23.125,-5.84375,-5.84375,17.28125
Constellations,-23.25,-23.25,-5.96875,-5.96875,17.28125
Waywode,-23.0,-23.0,-5.71875,-5.71875,17.28125
Succinate,-23.0,-23.0,-5.71875,-5.71875,17.28125
Drygoodsman,-22.875,-22.875,-5.59375,-5.59375,17.28125
Rereward,-22.875,-22.875,-5.59375,-5.59375,17.28125
Spilehole,-23.0,-23.0,-5.71875,-5.71875,17.28125
Harast,-23.0,-23.0,-5.71875,-5.71875,17.28125
Quadrumvir,-23.0,-23.0,-5.71875,-5.71875,17.28125
Sweepy,-23.0,-23.0,-5.71875,-5.71875,17.28125
Motorphobia,-23.25,-23.25,-5.96875,-5.96875,17.28125
Warisons,-23.125,-23.125,-5.84375,-5.84375,17.28125
Greenbugs,-22.875,-22.875,-5.59375,-5.59375,17.28125
Abfarads,-23.25,-23.25,-5.96875,-5.96875,17.28125
Scandium,-23.0,-23.0,-5.71875,-5.71875,17.28125
Naticidae,-23.125,-23.125,-5.84375,-5.84375,17.28125
Recuses,-23.0,-23.0,-5.71875,-5.71875,17.28125
Misspell,-22.75,-22.75,-5.46875,-5.46875,17.28125
Bushveld,-23.0,-23.0,-5.71875,-5.71875,17.28125
Graphite,-23.125,-23.125,-5.84375,-5.84375,17.28125
Youngun,-23.125,-23.125,-5.84375,-5.84375,17.28125
Subidar,-23.25,-23.25,-5.96875,-5.96875,17.28125
Deports,-23.125,-23.125,-5.84375,-5.84375,17.28125
Shagbag,-22.875,-22.875,-5.59375,-5.59375,17.28125
Childwite,-22.875,-22.875,-5.59375,-5.59375,17.28125
Pliosaur,-22.75,-22.75,-5.46875,-5.46875,17.28125
