entity,pc1,pc2,pca_r,u1,u2,umap_r
Rencontre,1.296626,-11.596173,11.66844,-3.877537,0.20847736,1.2169647
Viniferous,1.963548,3.7055228,4.193616,-2.4464176,-0.30765668,0.3044076
Saddlebows,0.772579,12.062346,12.087062,-2.0732102,-2.4337738,2.3277178
Rosular,-0.0813535,-0.55476,0.560694,-1.6334993,0.14446047,1.1511561
Preimpose,0.6887709,4.399777,4.4533625,-2.7932389,-1.8046651,1.6047522
Cornet,0.0062569696,0.8510623,0.8510847,-2.8328924,-0.22970028,0.10528636
Hadjees,-8.56545,9.141699,12.5274725,-2.3551586,0.2486441,0.5864729
Iridodialysis,-9.975964,14.627087,17.705126,-4.964183,-0.8787661,2.3331983
Automobilist,0.0152997365,-5.0932565,5.09328,-2.4287934,0.79628766,1.0423291
Watercolourist,4.124936,-1.2037157,4.296979,-3.235392,-0.22506945,0.50439656
Powldoody,-2.7658045,9.152844,9.561602,-2.072567,0.5420496,0.9932512
Unsensible,0.40689775,11.404952,11.412208,-3.4468155,-1.7397369,1.696759
Fruticulture,-0.89653766,-6.596048,6.656698,-1.9835033,-1.279656,1.3125865
Perineoscrotal,-3.2398665,5.4190006,6.3136597,-3.0835125,-1.1259753,0.9895776
Fizzer,4.012065,5.0336494,6.4369464,-2.9882421,-1.9029275,1.7210767
Tampons,-0.14679438,6.741039,6.7426367,-1.7487974,-2.6771426,2.6639497
Cacajao,-4.342767,19.78427,20.255295,-0.79758316,-0.851807,2.040517
Renomee,-3.4509256,1.3450747,3.703797,-3.5236347,-2.5499504,2.478806
Unalaska,0.8337988,-9.57096,9.607212,-3.0968866,1.1547837,1.404235
Extollers,-4.645153,6.036551,7.616915,-2.5884204,-2.7152443,2.5182176
Methoxy,0.5776254,-3.042795,3.0971365,-3.046166,-0.0867408,0.33474037
Feverlike,1.6593562,33.850384,33.89103,-0.5782962,-1.7994351,2.6816504
Precisionism,0.9747857,5.8973465,5.9773655,-3.449841,-1.4476827,1.438712
Imitate,7.5756702,17.8554,19.396032,-0.7725719,-0.92644715,2.0889678
Fractureproof,-0.21078177,0.061285913,0.21951072,-1.3929645,0.10645673,1.3734783
Husbandship,2.1494694,-6.3355265,6.6902256,-4.5283628,-0.1713039,1.7970443
Quattrino,-1.9961334,22.502575,22.590937,-2.3647165,-2.3375847,2.1677527
Excarnate,1.4490019,-3.6003914,3.8810344,-2.169153,0.61332273,0.9897422
Noneradicative,-9.638248,-12.690254,15.935445,-4.8346086,-0.5603522,2.1335073
Calcitrant,1.0633919,-3.8144705,3.959923,-3.8862152,-0.132164,1.1567056
Contemplatist,1.8316318,11.683691,11.826389,-1.5546347,-0.80856705,1.3244562
Inphase,0.3326206,-5.7264037,5.7360563,-4.8709555,0.27274606,2.1912367
Pranava,-1.5493443,4.9581175,5.1945543,-2.4567933,-1.6298575,1.4549407
Vintage,-106.95032,-18.813753,108.59248,-2.5604255,5.681308,5.8848953
Hereticate,1.8596466,-0.955279,2.0906563,-3.748166,-1.465467,1.6223762
Prismatical,0.38311225,9.798081,9.805568,-2.4221392,-0.9192812,0.78200454
Sartorius,2.0059497,6.5663443,6.865909,-2.6290205,-0.611907,0.42341372
Uncolloquial,2.203667,31.857021,31.933147,-0.48574528,-1.6323221,2.6631014
Clubability,0.81035143,-10.34904,10.380718,-2.522004,1.7983042,2.010355
Peavine,1.6831177,1.2397256,2.0904071,-3.0792575,-0.7356755,0.6377009
Ocypete,-2.4278328,-8.027024,8.386149,-2.6901467,1.4147588,1.616388
Extrasolar,2.3771245,-3.6526341,4.358034,-3.9939113,-0.4354263,1.2839106
Yeelin,-3.5013168,11.261414,11.79316,-1.7708008,-0.79219985,1.1280379
Nihilobstat,-5.023202,-38.188496,38.51745,-4.7448277,2.4324262,3.3149173
Sudoral,-4.292297,-15.69583,16.272152,-2.6898105,1.4505497,1.6521759
Abaxile,1.3606057,-9.373389,9.471625,-2.4150128,1.346525,1.5796658
Fantasias,6.9155693,4.5687246,8.288445,-3.2077143,-1.316404,1.212693
Erectile,3.419468,-4.6180925,5.7462635,-3.9012098,-0.46063143,1.1980923
Crucibulum,-5.3687906,3.3397954,6.322828,-2.7360992,1.4967183,1.6978228
Inworn,0.55161405,12.900283,12.912069,-1.0481986,-0.32464445,1.6878945
Sintsink,-4.242575,11.251676,12.024959,-1.2990377,-1.0410905,1.6606392
Oryzenin,1.5966277,-10.100026,10.225447,-2.5735462,1.6482159,1.8560532
Paracorolla,-2.0259569,-4.7924404,5.203075,-3.611962,0.778366,1.3169847
Polygamian,9.03203,-30.583244,31.889065,-1.291777,1.5928656,2.3002822
Foreknower,-0.77569723,11.651559,11.67735,-2.103283,-1.7793086,1.6986718
Lentoid,-1.3285835,13.412017,13.477659,-2.5351865,-0.6466256,0.4868872
Judaize,2.6709754,0.089240134,2.6724656,-2.966023,-0.28963986,0.25061905
Juiceful,2.7262537,29.482708,29.608486,-1.2639503,-2.159529,2.4473138
Prevaricator,1.8899038,27.02946,27.095451,-1.0609714,-2.4773767,2.823531
Curran,-0.59703374,-15.568475,15.57992,-3.2817564,1.7082471,1.9870356
Midlatitude,3.2229538,9.872064,10.384847,-2.7105677,-0.87469107,0.67391986
Liroth,0.056360863,-16.301085,16.301182,-3.6655712,1.8048186,2.2127066
Snarlers,-0.685329,6.9110456,6.944942,-3.2152348,-2.2889628,2.143155
Unblade,-2.7635489,6.1172166,6.712491,-3.634088,-2.5257072,2.4936626
Woozier,-2.4025302,-7.0352445,7.434166,-2.0094326,0.39056844,0.93356603
Soddite,-0.57052135,-27.301426,27.307386,-1.326102,1.7182318,2.3788981
Rooflike,4.9912534,6.9690447,8.572058,-2.5419943,-0.5561569,0.40249687
Cladophorales,-2.5136034,6.365538,6.843849,0.20960873,1.2766398,3.291537
Popeless,-0.38566312,-3.1576233,3.1810884,-3.5668254,-0.30799952,0.842073
Beamman,-2.0416515,-10.455567,10.65304,-3.5754154,1.6768682,2.0588446
Epigrammatism,-4.311888,-24.111502,24.494019,-4.759837,2.3418658,3.2527761
Myophysical,5.906564,-64.66923,64.93841,-4.5954432,2.7855425,3.5205204
Poultice,2.4260716,11.308658,11.565965,-2.8307672,-1.2795839,1.0830383
Phlebalgia,5.547275,24.30524,24.930243,-1.6171405,-3.1786299,3.179251
Penscript,-1.7665998,5.3013887,5.5879865,-1.2290281,0.616045,1.7103631
Galopade,-2.5157998,-22.053873,22.196905,-3.942843,0.8716216,1.6179992
Bethreaten,6.097581,6.5555162,8.952948,-1.3069854,0.9137356,1.8089454
Stylelike,-1.8226045,-6.6130905,6.8596544,-3.659639,-1.9173766,1.9511359
Whangdoodle,-2.2381146,4.5129585,5.0374546,-1.8509052,-0.13688648,0.88299817
Scaphion,3.5085125,-7.038156,7.8641787,-3.179434,0.23698775,0.6265028
Diabetogenic,4.4982677,10.395044,11.326576,-3.200933,-0.7995393,0.7605507
Prepositorial,3.8955755,18.8829,19.280546,-1.209997,-0.8024919,1.6361065
Fieldmice,0.6802815,-5.0347433,5.080495,-3.8186264,0.43452668,1.2592541
Deiphobus,4.95336,-44.480816,44.755768,-4.3610387,1.5081878,2.3615339
Spirituel,-1.0659338,-3.2332559,3.4044325,-4.695345,0.08441153,1.9844258
Cosines,-1.1828353,7.469207,7.5622845,-2.4545705,-2.2528362,2.0703511
Cerolite,0.58425325,6.3531923,6.38,-2.7660449,-0.56278926,0.36333057
Alliterates,-6.8992167,64.804344,65.17056,-1.03583,-3.03071,3.298821
Antiricin,-1.614818,7.1843224,7.363567,-4.325861,-0.7386884,1.6824926
Disconsonancy,2.955477,-9.870208,10.303197,-1.3044163,1.1353995,1.9552445
Loather,-3.7319355,-24.594147,24.875679,-3.994106,1.8656937,2.421908
Partiary,6.1103024,-30.893162,31.491638,-1.3189557,1.530918,2.2350273
Tarcel,1.6439173,-11.458506,11.57583,-2.9526231,0.7274371,0.95448655
Serfism,-1.3198905,-10.306286,10.39046,-2.9225771,1.8143073,2.0244372
Azophenylene,-1.6719341,17.93849,18.016237,-1.2116364,-1.7975464,2.2042756
Lactigenous,-2.510281,12.810151,13.053791,-2.2319584,0.16293725,0.61816597
Indefectible,4.146424,26.497952,26.820408,-0.31143832,-0.4345197,2.4313579
Trichostasis,2.163667,10.739501,10.955287,-1.6041617,-1.0386807,1.4044868
Phenylic,6.2591076,24.126467,24.925144,-0.8830814,-1.4310989,2.220314
Ooscopy,-6.632678,27.826654,28.606207,-1.2907188,-3.2962923,3.414127
Copartner,2.741605,-28.295794,28.4283,-4.526306,1.4097933,2.411652
Relubricate,0.9850589,-1.3592596,1.6786687,-3.5040379,-0.3030795,0.77917504
Qualmiest,0.86496985,12.212887,12.243478,-0.41746876,-0.50993985,2.3346148
Hydrogens,1.5730088,3.3380406,3.690104,-2.4248297,-1.3735002,1.2118633
Matajuelo,-3.3793323,16.817686,17.153847,-2.4113364,-2.1700842,1.9948564
Hostiles,-0.92771804,-14.445687,14.475447,-2.3039887,1.959813,2.2028072
Disboard,-0.7343657,-1.8116552,1.9548377,-3.1963925,0.4831364,0.8271889
Cerulein,0.49211982,7.508906,7.5250144,-2.3588152,-0.71833384,0.6375541
Polypi,1.0996593,-12.777811,12.825043,-3.9681473,0.8337312,1.6124537
Pseudepigrapha,-0.6244033,-16.973452,16.984932,-3.6635494,2.1379275,2.5178635
Acetocinnamene,-1.6450655,4.226513,4.5353775,-1.5892524,-1.2084341,1.5230248
Trunnions,-1.3699054,2.337525,2.7093656,-4.861508,-0.28152782,2.1314604
Scandinavians,1.2429938,7.111276,7.219091,-4.278196,-1.3585255,1.9317616
Tetrole,3.1494012,-16.766663,17.059885,-3.477694,1.3444554,1.7162297
Sesbania,4.164439,-4.4076233,6.0638022,-2.5729814,0.60045743,0.81709284
Tribunate,2.7260776,-20.935062,21.111805,-2.8689375,2.4282162,2.632901
Bolsterwork,4.803781,-13.03378,13.890852,-1.6500075,1.3595729,1.8988056
Siccative,7.3846207,-12.22038,14.2783165,-4.289362,0.7481616,1.8242326
Interminister,4.7576594,-17.119781,17.768574,-3.4934394,1.5435507,1.9037471
Dawson,3.1761737,11.671158,12.095618,-2.9013689,-0.57390237,0.40965348
Coccal,-0.94938326,-4.8862414,4.9776187,-3.8593576,-0.13749868,1.129584
Spermosphere,-0.68439674,-1.8420389,1.9650722,-2.0370457,0.9310088,1.3281659
Withstrain,-3.7568357,0.6519847,3.812991,-2.7672894,-1.8112764,1.6105742
Quadrumvirate,-1.9893711,-17.65306,17.764801,-4.574152,1.4283241,2.459704
Misenjoy,-0.38713992,4.0073442,4.0260005,-2.7372885,-1.7209024,1.5198147
Lemovices,-3.963064,9.745858,10.520818,-1.8046675,-0.40769365,0.94964284
Aporrhoea,-11.979397,2.5521224,12.248236,-3.7609365,0.9653337,1.5556891
Nonmorality,0.802414,1.1012926,1.3626121,-2.4586318,-0.8587616,0.71204895
Disseizor,5.061276,59.38747,59.602753,-1.0553136,-3.2319283,3.463488
Unperforative,1.1875705,24.123152,24.152367,-0.3331049,-0.8056351,2.473475
Tangipahoa,-3.4492736,2.377782,4.189431,-2.789811,-0.47562984,0.28064218
Bunglesome,0.526541,19.75431,19.761328,-2.2074623,-1.1253917,1.0625452
Layout,171.18536,-17.908657,172.11958,-3.8075683,0.21472195,1.1535548
Capita,0.6864206,10.194761,10.217843,-2.946689,-1.1957479,1.017647
Spalpeen,-7.626914,29.418163,30.390757,-1.4059068,-2.106828,2.3214598
Lendee,-0.9723484,9.049779,9.101865,-0.94219196,-0.19156006,1.7893989
Precontrives,-5.3059564,21.409058,22.056767,-1.6558107,-2.5386486,2.573206
Mothproof,-1.3629607,19.417189,19.464966,-1.2007414,-2.152689,2.4803483
Nonprofession,3.6796088,-11.729217,12.292846,-1.9360241,1.5283775,1.9036736
Overtare,-3.987725,0.031630777,3.9878507,-4.025249,-1.6629361,1.9520724
Floorhead,1.5903449,1.047133,1.9041225,-3.2963881,-1.8494565,1.7424434
Weathergleam,0.23743434,1.6587305,1.6756372,-1.7049463,0.68931234,1.3589623
Sclerosarcoma,-0.24357554,3.3304412,3.339336,-1.5326966,1.5645224,2.1341753
Trophoplasmic,-5.9512525,11.053575,12.553841,-4.646808,-0.57414633,1.9512353
Junefish,1.6430846,4.148561,4.462094,-2.2605846,-1.0444806,0.9659795
Pastoral,6.163916,-0.54754424,6.188187,-3.1424103,-0.10164569,0.42271066
Steads,0.48447853,-10.80797,10.818824,-3.0479374,0.4825288,0.7532844
Remould,0.37763292,17.802485,17.80649,-0.725902,-1.301116,2.287515
Troves,-3.2671647,-10.047697,10.565538,-4.1089697,0.9150749,1.7728748
Metabolic,3.4767964,3.85314,5.1898746,-3.6123204,-1.0510851,1.2240125
Intertissue,3.1707783,15.896716,16.209854,-0.86313325,-0.44048223,1.8837048
Subpulverizer,-4.006621,10.303427,11.055026,-1.8174481,-2.3712924,2.3548572
Undershapen,1.3751922,13.307613,13.378479,-0.27924702,-0.71578854,2.5057476
Nigritudinous,-0.2900453,-3.8700442,3.8808985,-4.2854,-0.86698896,1.6905063
Keelfat,-1.7608943,9.593482,9.75375,-2.4683766,-2.0925596,1.9096842
Twiglet,4.836581,1.6655245,5.1153183,-1.2729946,0.29598957,1.5409496
Chomage,-0.57860905,-3.677466,3.722707,-4.819297,0.22462034,2.1306944
Salivous,-1.2307636,-0.40432632,1.2954767,-4.3725953,-0.6277705,1.6955907
Thatchwork,0.18121906,2.6231995,2.6294513,-1.0890988,0.49312788,1.7831564
Liveyer,1.6361413,-15.603692,15.689238,-1.1094303,1.0383797,2.041477
Kippen,0.9492977,7.8149962,7.872441,-2.6453772,-0.81182104,0.6167744
Dromical,1.5823638,3.1308143,3.5079722,-1.4503676,-0.44678596,1.3045422
Scatophagidae,0.7723228,8.131221,8.167816,0.41206002,1.3329147,3.497939
Dislocator,1.6251558,22.166956,22.22645,-1.0834225,-0.68541414,1.7178291
Supervisionary,4.8215685,22.83929,23.34268,-0.67276895,-1.8172388,2.617356
Piculs,-0.9544737,4.0445185,4.1556163,-1.8868433,0.76239693,1.2813582
Enervates,3.06476,47.213478,47.312847,-1.1914098,-3.1811843,3.3545477
Semiterete,-5.508791,67.631966,67.85595,-0.41827512,-2.1030536,2.9947863
Shrubland,1.5501671,-0.23669761,1.5681337,-4.0065618,-0.4552797,1.300086
Miticides,0.14864115,-21.328262,21.328781,-4.44082,2.192393,2.9411483
Maharajah,-1.1687502,6.594993,6.697754,-2.5604556,0.44995382,0.6731624
Petals,2.847966,-36.28715,36.39874,-3.7312732,2.4830747,2.8642976
Diggings,0.28430352,-39.025585,39.026623,-3.5551684,2.9921093,3.2977111
Enchannel,1.1730098,-1.6075466,1.9900148,-3.1104367,-1.6397321,1.4876863
Jimbang,-2.4308436,-23.38321,23.50922,-2.706267,1.1240824,1.3254223
Balldress,-3.286825,44.08067,44.20304,-0.22171757,-1.4402074,2.7990582
Reexecute,-15.9230175,-99.00084,100.27317,-3.9654276,3.42028,3.8258069
Epochs,1.3337642,11.635833,11.712024,-2.423931,-2.7590501,2.5763843
Dextrocardial,-1.2920643,11.430575,11.503367,-1.1719097,-1.6067466,2.0996125
Embolectomies,0.82634467,-13.491042,13.516327,-3.7821724,2.5174918,2.9145339
Gamier,-0.64791995,-1.75569,1.87143,-1.5062536,-0.023558665,1.2381072
Foldskirt,1.2274268,-36.76109,36.781574,-5.1194415,1.4411452,2.8980885
Tsotsi,-3.6276896,8.760473,9.481877,-1.9606758,-1.3272161,1.3647021
Naturalistic,2.7151823,-1.2241268,2.9783723,-3.578083,-0.6824752,0.97381496
Baryphonia,-11.758078,-26.457727,28.952785,-4.0963507,2.6056263,3.1209524
Carryovers,1.2629161,-5.9462814,6.0789165,-4.2793016,-0.32418227,1.5526226
Chaprassi,3.479883,-6.053711,6.9826217,-1.1771337,0.4689983,1.6927161
Desecrations,3.288282,-21.439999,21.690697,-4.173286,2.140155,2.74955
Hideout,4.3383446,0.97686833,4.446965,-1.0387136,0.5974839,1.8717588
Puristical,-4.054104,-14.638092,15.189125,-3.6990874,1.3797412,1.8534164
Checkpoints,1.6557736,2.0868497,2.6639304,-3.967634,-1.7786614,2.0041382
Readvise,5.47396,-20.34858,21.071995,-1.7667173,1.4554381,1.9170408
Curtain,1.737826,10.5010605,10.643885,-2.4638972,-0.98696333,0.83019876
Astream,-1.0184927,2.7202952,2.9047084,-1.9913801,-0.82895607,0.9706079
Indicatoridae,-0.20657283,10.63663,10.638635,0.44133726,1.3445513,3.5293548
Illuminatism,-5.7896843,-12.771587,14.022621,-2.6652517,1.8802068,2.0823615
Fulminant,2.6593473,2.653131,3.7564917,-3.7175055,-0.93371487,1.2283341
Nematognathous,0.4420591,16.573624,16.579517,-1.4396975,-1.0918579,1.5691957
Lernaea,7.3027873,10.51188,12.799621,-2.6980848,-0.53985167,0.34040377
Inducteous,0.65805805,9.662035,9.684418,-1.8339754,-0.40272924,0.9199581
Asphodel,2.9218597,6.4411464,7.0728793,-2.4169276,-0.34332323,0.3452896
Cribose,-5.3663473,0.97280216,5.453809,-4.3907695,0.106013514,1.6873872
Subvicarship,-8.903654,-19.626396,21.551577,-4.7567735,1.5975786,2.7086356
Inoculability,-0.12701753,-24.281225,24.281557,-3.7574708,2.334451,2.7352316
Hypobaric,0.9035774,14.5720005,14.599987,-2.4169114,-1.0278177,0.8845745
Underclay,-2.032127,11.608536,11.78506,-3.284359,-1.4341751,1.3513174
Servet,-1.1416638,-37.538765,37.55612,-4.210223,1.9394248,2.6015894
Otoneurology,-2.1085596,7.641434,7.927013,-1.9751152,-2.2720172,2.2047498
Wakeless,3.9900472,3.1869793,5.1065946,-2.7429392,-0.9661431,0.7651292
Quadrifilar,1.1893232,6.4916444,6.599692,-2.427937,-0.49139157,0.42007184
Akazgin,-1.8522294,19.349802,19.43825,-2.2613668,-2.1249015,1.9804305
Tenuirostral,1.6017096,-14.459577,14.548018,-2.939342,1.6568059,1.8694865
Trainability,0.5267205,3.7454226,3.7822773,-1.0653996,-0.6468942,1.7247732
Semisixth,4.7478356,-19.652714,20.218088,-2.8030462,1.9542818,2.1565652
Oosporange,2.0317676,10.96137,11.14808,-0.5622144,0.26231655,2.218296
Heterocaryotic,0.22490495,5.7811255,5.785498,-3.0751736,-0.4298982,0.41281462
Lollup,1.5305649,9.954343,10.071323,-2.5146773,-0.5784122,0.43520817
Achene,2.672747,-9.908526,10.262675,-2.68406,1.6057211,1.807444
Vizard,0.21872264,-2.4047546,2.4146814,-3.7324383,-0.25686562,1.0024252
Goyana,-4.4508843,2.0076027,4.8827085,-1.4423527,0.6241137,1.5307007
Expellee,6.2014794,6.1238966,8.7155285,-0.5473809,-0.6536816,2.2305815
Scholiums,1.2430465,48.46927,48.485207,-1.1530644,-3.3578343,3.5293975
Hypogastric,0.9212938,3.0907826,3.2251692,-3.2349129,-0.6382315,0.66666627
Teinoscope,-6.6643653,-43.73138,44.236267,-4.287561,2.2553859,2.9078233
Tropospheric,-1.1153665,3.799021,3.9593685,-2.8033524,-0.62283814,0.42780575
Whippings,0.2886653,-5.7409196,5.7481728,-3.6227653,1.6160421,2.0239162
Sulphurous,-0.5960637,7.2335033,7.25802,-2.76023,-1.2194531,1.018758
Inheritrice,7.553535,-6.422729,9.915006,-3.656711,1.4680516,1.908391
Nakeder,1.9992841,24.986715,25.066572,-1.2204092,-2.0837498,2.4141188
Sarcomata,-1.2284336,32.131477,32.154953,-1.3628775,-3.2025943,3.2988307
Rockfishes,1.2740406,-6.248514,6.377077,-2.8646553,1.9025855,2.1078897
Newcomer,1.9050676,17.402792,17.506754,-2.4692447,-1.3102039,1.1397048
Sortilegi,17.609312,-24.151852,29.889793,-3.556199,1.2388757,1.6593813
Panchromatic,0.94294786,-5.0315185,5.1191144,-2.9505558,0.34905845,0.5921396
Ubiquitary,7.2999563,27.259205,28.219738,-0.7043388,-0.7106435,2.0902834
Decasualize,0.18376046,12.177967,12.179353,-2.4496012,-0.21227224,0.2821856
Manchets,-0.030297043,11.962505,11.962543,-2.1934528,-2.916865,2.7685652
Deathful,2.0738382,0.00010165824,2.073838,-3.6641622,-0.025651157,0.94895643
Emmetropism,0.64624804,-60.774845,60.778282,-4.045978,3.348698,3.7853315
Yugoslavia,0.358331,4.5434284,4.5575366,-2.8791823,0.04537784,0.2873
Mayvins,0.34306574,-29.222448,29.22446,-3.4012666,2.1308348,2.426193
American,460.19122,-22.54785,460.7433,6.083521,3.58832,9.595074
Hypertensinase,0.49791762,3.7459216,3.7788684,-1.7801938,-0.33432016,0.960654
Gandhian,-0.3852267,5.732191,5.7451205,-3.543938,-1.0619203,1.183623
Predoctorate,1.5525509,-13.405613,13.495217,-3.7677724,1.2759036,1.8042339
Proctorize,-4.9391007,-56.921158,57.135044,-3.6805582,3.0163312,3.3544657
Sometime,3.0673192,-77.96058,78.0209,-4.0232887,3.440196,3.863622
Ichthyomorphic,1.3493996,3.9928632,4.214716,-2.8698013,-0.60071844,0.42285377
Resort,2.5855103,-20.802444,20.962503,-4.125383,1.9468857,2.5605786
Cymbaler,-0.25257063,-4.240186,4.247702,-1.4035004,1.168165,1.9075217
Suprahyoid,1.6959826,0.44104025,1.7523904,-3.6514606,-0.47151178,0.95881724
Lewanna,-7.268212,9.073971,11.6259985,-1.653421,-1.3913053,1.6059227
Unresidential,1.0616168,-10.894566,10.946169,-3.328649,1.592749,1.8906077
Calenturish,-0.48393804,-4.712634,4.737417,-1.6092091,-0.5114412,1.1644727
Pericarpic,4.5938554,-10.828584,11.762728,-2.9756522,1.2735323,1.4946953
Multiframe,4.076277,3.981258,5.6979327,-2.5028327,-1.0904076,0.9182535
Alumian,-5.488558,24.24507,24.858553,-2.7045183,-2.2584956,2.057575
Undershrub,-1.2935755,-26.701931,26.733246,-3.3413546,2.4464016,2.7168179
Hohokam,0.7448168,2.9782524,3.0699732,-3.6802115,-1.0794979,1.2928709
Overgrows,0.2640745,-8.163957,8.168227,-3.5244877,0.30121368,0.9386389
Nounless,5.7899294,14.729957,15.82703,-2.9871283,-1.5406864,1.3637478
Potamogalidae,-1.3828855,5.9280343,6.0871964,0.4523083,1.3212429,3.529104
Alumite,3.4260864,-1.0053109,3.5705347,-1.6642616,1.2056828,1.7658343
Battlements,0.29266226,-8.120257,8.12553,-2.2921116,1.9153272,2.1615682
Pyrologies,-0.65774983,10.396022,10.416807,-3.1808178,-1.8775872,1.7356389
Introspector,0.8252409,6.9255605,6.974554,-2.9192297,-2.0828443,1.8910804
Carcinologist,3.695931,-5.1005826,6.298877,-4.2886086,-0.8940257,1.7042686
Thoron,2.7727172,-6.893453,7.4301863,-2.6545548,1.4312085,1.6341226
Lavehr,-2.496069,2.9852061,3.8912485,-2.6693404,-1.3891646,1.1896945
Colorifics,-8.567518,-2.4781518,8.918722,-4.6957226,-0.40274,1.9744803
Apospory,-3.225918,-63.37641,63.458458,-4.2670403,3.2297056,3.7587364
Dualin,6.299191,42.179897,42.647667,-0.801893,-2.2009509,2.7790368
Heresimach,5.8274,-18.601627,19.493053,-3.2529387,1.6588686,1.9316592
Freemartin,-0.062053747,-8.9702215,8.970437,-2.5836926,0.8421766,1.0537026
Cuinage,-1.196632,41.048534,41.06597,-1.4293275,-3.1328154,3.2079258
Laccin,-1.2947136,-6.566947,6.6933613,-2.564484,1.611599,1.8203813
Frasier,-5.506616,-6.6544633,8.637402,-2.5203116,0.995533,1.2151357
Garter,2.1923592,-3.1014864,3.7981126,-3.199059,-0.05469454,0.48988193
Segmentary,5.467555,-21.576534,22.258505,-3.6861105,-0.43081576,0.98179746
Tracheole,-1.1955996,10.634777,10.701772,-2.32346,-1.0159978,0.91137856
Heresiologist,3.6220193,-2.7120378,4.52484,-2.7957964,-0.07866673,0.13825747
Enhearse,2.2998784,-6.2369866,6.6475143,-4.1263127,0.96394426,1.8173178
Sceloporus,-1.1622059,-7.0802345,7.174988,-2.860198,0.7488103,0.9585786
Welshlike,-1.8404083,-1.9313563,2.6678162,-1.7913965,0.356526,1.0930977
Subtarget,5.7049656,-3.7137303,6.8072333,-1.5727252,0.73064077,1.4869596
Insomnolency,-5.098932,-3.693256,6.295971,-4.95532,-0.6812237,2.2749953
Doctoral,3.324714,1.9115531,3.835069,-3.176057,-0.8897363,0.8196309
Sulfourea,-0.9600662,-5.5785694,5.66058,-4.3078885,-0.113114074,1.5787766
Bartramian,-5.3391323,1.2909788,5.492992,-1.128654,-0.63930154,1.6617302
Limity,-5.522329,-15.580442,16.530165,-1.7969888,1.2841884,1.7548534
Aitutakian,-7.701117,8.91886,11.783602,-2.2167904,-1.2955042,1.2094285
Sauceplate,-1.7077037,-6.3278527,6.5542336,-1.6168046,1.1868004,1.7801559
Nasalizes,6.7827735,49.180386,49.64591,-0.45227116,-2.2470572,3.062863
Apteria,-2.38295,-17.337801,17.500793,-4.0944095,1.2813696,2.0137167
Whalemen,5.3815694,-7.299201,9.068606,-3.7551074,1.263602,1.7868927
Glover,2.5734076,5.6877456,6.2428255,-2.8254747,-0.12419693,0.1213787
Degreewise,0.4052765,-25.130035,25.133303,-1.5864947,1.5757784,2.1138775
Plowwise,1.3781588,25.882307,25.918972,-0.90738535,-2.1898398,2.6986525
Australianize,2.1361196,-0.38236833,2.1700718,-2.9896793,-0.023617405,0.31324473
Siluroidei,-7.192662,-30.954222,31.778896,-4.1624365,2.640214,3.181265
Wisdom,2.2147095,-7.412051,7.7358546,-3.2864444,0.36552852,0.7930679
Poales,2.571685,-5.4942765,6.0663533,0.037381917,1.2659667,3.133584
Anoterite,-3.5648048,20.287891,20.598698,-3.0941947,-2.170993,2.002994
Scyllioid,-5.299299,9.843875,11.179644,-4.0951486,-1.0271343,1.5942692
Amorphous,4.255981,-3.7254043,5.656148,-4.008714,-0.89618707,1.4540485
Waxflower,0.752027,-6.2841926,6.3290305,-3.3898077,0.53416866,0.9868639
Disloyalties,2.5524068,1.4210316,2.9213195,-3.907256,-1.1104177,1.4863074
Cosmologygy,0.87336886,-9.709258,9.748461,-3.5722897,0.2004522,0.9316974
Supersatisfy,-2.7761703,26.87974,27.022722,-1.4219505,-2.2685251,2.4473138
Alberich,-3.791799,20.424397,20.77339,-1.3884912,-2.2937691,2.486588
Percussion,2.2141051,6.7022953,7.0585423,-2.6807828,-0.615615,0.4176157
Chavantean,1.8227215,-16.869352,16.967539,-3.7332613,0.8315084,1.4386353
Dielectric,1.8254013,5.526212,5.8198886,-2.0311298,-1.0214138,1.0786693
Caimacam,0.3368502,3.0683212,3.0867555,-3.8927238,-1.4846007,1.7307994
Literalist,0.40959403,22.793755,22.797434,-0.32677987,-0.82981175,2.4856133
Preexecutor,1.3074148,4.685799,4.8647757,-3.056585,-1.0427761,0.9022522
Breech,1.3705767,-11.057737,11.142354,-3.497734,0.18329257,0.8571877
Notholaena,-2.2378502,-6.588854,6.958518,-3.4280899,0.73075557,1.1633993
Warrand,4.6923313,-22.724047,23.203453,-3.522459,1.9037449,2.248528
Darren,4.342451,13.988314,14.646834,-1.2120706,-0.48081917,1.545027
Leoncito,-18.458845,-6.543781,19.584435,-2.6097991,2.1202188,2.3245087
Quipster,-0.5186707,5.0278406,5.0545225,-1.9104351,-0.04073292,0.8366434
Dovens,1.9958032,-0.10374098,1.9984974,-2.4933279,0.861458,1.0889368
Sensory,2.3198414,5.2148952,5.707608,-2.4429772,-0.7496564,0.61983794
Haptotropic,-0.41319248,-4.9390955,4.9563494,-3.861789,-0.31563902,1.1360127
Cisplatine,-3.0113616,26.40919,26.580322,-1.4593273,-2.6928856,2.7977836
Papillomatosis,1.6052608,50.939056,50.964344,-1.2462705,-3.2668834,3.4066315
Paragraphs,6.732449,-80.49697,80.778015,-4.0544405,3.379565,3.8172174
Zanclidae,-3.0647027,-1.7310672,3.5198011,0.3156471,1.3222591,3.406776
