entity,pc1,pc2,pca_r,u1,u2,umap_r
Gymnoglossa,-5.4360347,2.4523633,5.963603,-1.7472767,0.6836717,1.3234963
Inwreathe,0.6970173,7.895381,7.9260874,-2.9648886,-2.214887,2.02726
Bovver,2.2784932,4.2473407,4.819899,-4.36632,0.017714953,1.6493338
Epicranium,-0.6779345,37.72964,37.73573,-1.1649501,-2.1677382,2.51435
Procacious,0.7451677,15.591196,15.608992,-0.4952933,-0.7920982,2.3130486
Processionals,4.650555,4.5649242,6.5166087,-2.173066,-0.28319696,0.5645015
Overmonopolize,1.2273451,38.664364,38.683838,-0.9889518,-2.8945272,3.2079995
Maledict,0.12526223,-11.607186,11.607862,-2.3367517,1.4381636,1.6861371
Monopodes,16.763187,105.05284,106.38188,-0.626867,-2.6472182,3.226958
Precommend,0.770085,22.264557,22.27787,-0.5557057,-1.2342644,2.4086921
Ferrometer,-7.2368836,-4.273761,8.4046135,-4.7513404,-0.30145076,2.0222664
Antipass,1.8217354,8.141769,8.343087,-3.6515036,-1.3994715,1.510756
Decastich,0.12501995,-37.265438,37.265648,-1.5551162,2.0603619,2.5491638
Homatomic,-4.331217,-38.836452,39.077225,-5.04901,1.9257812,3.1454992
Paedometrical,-0.8306124,5.008488,5.076895,-3.3940709,-1.01192,1.0470649
Archiheretical,0.59898144,8.909039,8.929151,-0.8518752,-0.8024489,1.9735395
Acrylaldehyde,-5.404662,-0.048624866,5.4048815,-3.0487425,-1.6581533,1.4911773
Crampoons,6.514826,-60.813633,61.161594,-3.2462866,2.908057,3.1514735
Exulate,-0.9723988,-9.771381,9.819647,-0.9504688,1.2999717,2.329274
Waggish,4.635473,7.4233923,8.75182,-3.6291203,-1.0599462,1.2422657
Cuboctahedron,0.19728824,-0.10509966,0.2235366,-4.3732357,-0.7564789,1.7330692
Sepoys,-1.2386354,-7.4983273,7.599943,-3.5996351,2.1730418,2.527862
Carmine,-1.340723,9.913154,10.003407,-2.0469255,-0.8782757,0.96296465
Semiliberal,-3.6837528,5.781725,6.855536,-1.3530506,1.5252609,2.2092125
Dosimetrist,-1.4623768,-12.036097,12.124611,-3.0468218,1.9507151,2.1747847
Espanol,-8.493868,1.5728117,8.638259,-1.7772838,-1.3593822,1.500758
Fricti,-3.6541836,-7.813912,8.62614,-4.4278817,1.0363905,2.0997305
Buhrstone,2.2155046,6.307856,6.685619,-2.0465934,-2.5176117,2.4156616
Acrindoline,-4.4513645,-24.144665,24.551567,-4.6934304,1.8764068,2.8574362
Mediofrontal,-5.2052503,9.0722885,10.459496,-2.0544477,-1.2090889,1.2143037
Iotacism,4.8786135,-13.899667,14.730975,-3.1731155,1.8216963,2.0704262
Cobleskill,0.20503451,11.3256645,11.327519,-2.9197688,-1.5410848,1.3531386
Calvous,-2.6855094,6.6217513,7.1455965,-2.3157318,-2.2043157,2.045922
Hetaery,-3.0723221,-7.129077,7.762919,-2.9264657,1.1063415,1.321887
Muckamuck,-1.1782194,17.024618,17.06534,-1.1772733,-1.3572149,1.9371189
Randite,2.3726807,-20.976297,21.110062,-3.910239,1.3187106,1.923302
Derere,2.1511695,-0.20791169,2.1611934,-2.0466616,1.8088398,2.1234276
Melospiza,-2.920338,-5.600419,6.3160963,-2.732983,1.7098289,1.9109278
Nonpossessive,-0.031983107,3.3735213,3.3736725,-2.2676249,-0.68504614,0.67040753
Succulence,-0.5991042,14.564312,14.576628,-1.712862,-2.9048324,2.8892791
Predefence,-2.742262,-4.794879,5.523665,-4.7989407,-0.5222562,2.0921717
Spiraeas,-1.4262699,3.950656,4.200229,-3.339376,-1.1818599,1.1538312
Gothicism,0.24236098,-20.867392,20.8688,-4.7399173,2.5261095,3.386907
Awrong,4.553697,-26.807568,27.191576,-3.677257,2.4130821,2.779977
Homuncule,-2.509547,-40.95669,41.033504,-3.6245112,2.7117248,3.0466197
Theatrograph,1.1359454,4.4222517,4.5658164,-1.7661653,0.036945004,0.99431497
Sadducees,-3.1026907,-2.298504,3.8613229,-4.075596,2.4998717,3.0168953
Anthrophore,-2.1115623,-8.293601,8.558185,-4.1435738,0.76088995,1.7085634
Jabules,9.630473,-7.0212703,11.918232,-3.9683633,-0.01740695,1.2503645
Aiolis,-6.577404,-1.7903733,6.8167214,-1.792639,0.8827246,1.4339648
Laryngoscopies,-1.1625102,-30.279148,30.301456,-4.103615,2.79305,3.293546
Unshut,-0.14180902,27.319433,27.319801,-0.83562285,-2.5966897,3.0550706
Ballutes,2.8953505,17.340021,17.580086,-2.2566242,-2.2533944,2.1065345
Thelemite,-0.07300336,23.366943,23.367058,-3.558023,-2.2117271,2.1738584
Fishboats,6.73243,-11.7994375,13.585005,-2.629416,2.021876,2.2253203
Ootocoidea,-5.238453,-40.329647,40.668438,-4.5419,1.5828098,2.5415823
Invernesses,-7.220962,111.91558,112.14829,-0.5100599,-2.7130725,3.3533716
Omadhaun,6.1659117,-4.75955,7.7892094,-3.6339638,0.07729518,0.94436526
Ichthyotic,0.72163445,3.7039287,3.7735713,-3.8867252,-0.54742116,1.2059574
Reclusery,-1.6534569,7.427863,7.609669,-2.2348719,-1.5084707,1.3985444
Pinecones,-4.2173595,-11.318786,12.078951,-4.6844163,1.9045105,2.8717966
Influenzic,-7.416413,-16.73571,18.305386,-4.637898,0.75464106,2.1324966
Esperantist,6.5205736,-25.08453,25.918169,-3.1453063,2.534883,2.7670882
Bridelace,-0.26983595,-3.6824956,3.692369,-2.2504907,-0.03296081,0.50961083
Identism,-4.625328,-24.293144,24.729548,-4.9353037,2.0433075,3.1454444
Alburnums,-0.59322894,35.94493,35.949825,-1.0579059,-3.2192156,3.451111
Zombies,1.38128,11.13751,11.2228365,-0.9210652,-1.025233,1.9892484
Forthgaze,4.4490013,-8.696106,9.7681055,-1.4451177,0.92989075,1.712917
Clerids,-2.6609554,-24.548494,24.692291,-4.695756,2.134106,3.0514297
Spaghetti,3.8833675,8.703045,9.530137,-2.4371073,-0.76947,0.6401186
Warmth,0.94109553,-9.718099,9.76356,-3.3436413,0.8824832,1.2445022
Pelure,-1.8635902,28.603746,28.66439,-2.627896,-2.3608556,2.1622438
Lashkar,-0.84026694,-8.370926,8.412993,-2.7388086,1.1706791,1.3717966
Subtepidity,-2.3208065,14.449533,14.634724,-2.3009677,-2.6839492,2.5199132
Psychometry,-3.1673965,4.0135355,5.112814,-3.8918693,-1.5424404,1.7735567
Unriddles,1.5872983,19.559252,19.623552,-1.0673215,-1.6647686,2.2163117
Guider,2.863732,-8.520474,8.9888525,-1.1502142,1.1555641,2.083556
Behalves,0.89063543,8.842963,8.8877,-1.2749752,-0.30006585,1.4599485
Jacobinism,1.5217115,-20.78996,20.845577,-3.8117082,2.4410927,2.8544495
Swordtail,2.9111285,-5.4159303,6.1487374,-3.3724966,0.18414874,0.7478022
Bogota,-1.3762748,8.479021,8.58999,-2.0462623,-1.9374906,1.8667346
Disablers,2.9196486,12.169642,12.514972,-0.37630954,-0.3066942,2.357622
Itonidid,2.4757497,17.210705,17.387861,-1.0076058,-1.9556805,2.4597957
Ovaliform,-0.67267185,-9.756976,9.780137,-4.6408167,0.3359402,1.9833434
Houtou,1.1392027,7.8266006,7.909074,-2.0748022,-1.5878383,1.5344007
Molochs,-5.1068406,34.323475,34.70131,-1.1036718,-2.5958838,2.8956923
Bandits,-3.0466774,-1.5642146,3.4247646,-3.0250382,1.8454486,2.0674818
Homewort,6.052151,-25.103962,25.823196,-3.5645137,2.384452,2.7164083
Timerity,-2.4033735,15.514559,15.699609,-3.0468562,-2.8125472,2.630413
Fidepromission,-0.82953507,-0.16181792,0.8451711,-3.8927977,-1.179047,1.5181712
Sandstone,-0.19991824,-3.222681,3.2288766,-3.86871,0.33326337,1.2564394
Gedunk,-4.4642506,9.803176,10.771805,-3.2999475,-1.7234409,1.6249876
Declivity,0.6644154,1.7731786,1.8935701,-2.6384628,-1.5607882,1.3628734
Gabbarts,0.008933242,1.253188,1.2532192,-4.2972894,0.22100714,1.621624
Sideroxylon,1.4254178,-7.212172,7.351683,-3.3803456,1.1616507,1.5093048
Cystoidea,2.9441597,0.41763732,2.9736335,-2.1219442,2.0835054,2.3645408
Bajocco,-3.632436,15.016554,15.449642,-2.3972633,-2.3148808,2.1400547
Microsporon,10.928668,-3.1866891,11.383795,-1.5482231,0.2851254,1.2793407
Phlyctenule,-2.5815501,-4.5029173,5.19044,-4.5274386,-0.18044965,1.7959918
Breakerman,-1.0933053,-22.448889,22.475496,-3.3588724,2.0857818,2.3713572
Moruloid,2.4359972,-25.218365,25.335747,-3.6508367,2.3404908,2.7027273
Micronutrient,5.63684,8.099885,9.868236,-1.8350669,-0.83559376,1.0983142
Cookey,-2.9112897,24.04547,24.22107,-1.1908963,-2.3643863,2.655838
Underlease,-3.2181504,-5.4563966,6.334727,-4.477326,-0.20051536,1.7457604
Sholom,0.73002124,-3.688073,3.7596297,-2.7105768,0.93686736,1.1381593
Glomeruli,-0.9425528,-1.620414,1.8746066,-4.089249,-0.1211559,1.3600352
Goatees,4.429766,-41.535137,41.770687,-2.889228,2.8233347,3.02854
Retwists,1.9545983,28.182392,28.250092,-0.37714815,-1.8119322,2.8527296
Wlatsome,0.5431973,12.281815,12.293819,-3.074334,-2.2038116,2.0318341
Stimulations,1.2728623,26.096235,26.127258,-1.2467633,-2.7712111,2.968184
Plaidy,5.126447,35.677547,36.043972,-0.8654976,-2.3706899,2.8617017
Stealers,1.3969799,9.074511,9.18141,-2.90366,-2.2226057,2.0288193
Cervical,3.0197659,-0.5184821,3.0639532,-2.616587,-0.22471015,0.117377944
Diaphoresis,1.5592959,9.646201,9.771417,-2.6476066,-1.8418449,1.6428932
Blesmol,-0.8656863,14.234321,14.26062,-1.4066163,-1.1142727,1.6091542
Ceramidium,-2.357378,-9.48529,9.773841,-4.3532715,1.1608322,2.1177313
Doughbellies,-0.8523944,-15.976074,15.998798,-4.097172,1.1012794,1.8870794
Cornmeal,3.439488,-9.7507515,10.339596,-5.1471686,0.9868056,2.691887
Clonicotonic,-4.1029162,-16.052044,16.568104,-4.756278,1.3518301,2.5516756
Palmitin,-1.9992517,-6.3857555,6.6914043,-3.9785783,0.6638883,1.5176439
Checkups,1.377425,-5.933992,6.091762,-4.967023,-0.5267306,2.25905
Secretagogue,0.74611336,-6.7597723,6.8008246,-2.989373,1.6324784,1.8516124
Seacrafts,-0.97627574,53.327396,53.336334,-0.685404,-2.8845053,3.3745296
Polymorphous,0.72442186,4.7672424,4.8219686,-2.8221552,-0.84770787,0.6529244
Badger,-1.2656864,8.441502,8.535859,-2.5381403,-0.97633827,0.7990057
Coderives,-1.6217979,-32.548016,32.588394,-4.2223506,3.1909332,3.7051747
Wenchman,-3.274708,25.556778,25.765726,-1.5044398,-2.4218976,2.5372794
Sharkful,2.570689,-10.378176,10.691818,-2.0330276,1.4417578,1.785198
Phaenogenesis,-1.992314,-8.131902,8.372404,-4.1474667,1.3717282,2.1162608
Mastmen,0.57105035,8.427154,8.446478,-1.6553471,-0.6853637,1.180152
Legitime,4.3009143,-7.895794,8.991186,-3.0303037,1.3929069,1.6217576
Sciolists,5.8100567,32.446068,32.962162,-0.39283136,-1.5812677,2.7156112
Notanduda,-4.274504,25.08717,25.448723,-2.0149689,-2.3393095,2.2550957
Sebiferous,-5.245661,19.283789,19.984531,-1.3784277,-2.063763,2.3022816
Organotropic,2.3670495,-3.5650394,4.2793026,-2.0135503,-0.124305226,0.7221101
Kilobytes,-3.9562287,-13.869765,14.422974,-4.4031086,1.6246054,2.4753284
Prolongs,2.7728517,34.254734,34.36678,-0.95878214,-2.8240638,3.1658661
Unveil,10.235901,-14.959899,18.126562,-1.1746951,1.198412,2.0934362
Transits,-1.3450944,-8.542273,8.647527,-4.449486,0.93807185,2.0613003
Novatianist,-2.5309536,-8.883755,9.237253,-4.348404,1.3218194,2.2211359
Pyropuncture,1.6348093,20.109463,20.175804,-1.461319,-2.4702966,2.6005359
Photophysical,2.5210197,6.15011,6.646757,-3.6887043,-1.0855514,1.3032159
Periwinkler,3.6988535,19.970984,20.31063,-0.81452924,0.18652682,1.9558326
Foreteeth,1.1462536,-4.5298333,4.6726108,-3.9222898,0.15056062,1.241567
Theropoda,0.29239413,17.978064,17.980442,-1.8607197,-2.9955842,2.9270332
Petrogenetic,3.4878237,9.893003,10.489824,-3.4839396,-0.8724521,1.0083565
Fleuronnee,-0.4234651,19.417542,19.42216,-0.95242006,-1.1416236,2.0124478
Characteries,-6.543171,-19.18794,20.272892,-4.41002,2.1959493,2.9262686
Jigget,3.6561935,-46.992893,47.13491,-3.750379,2.6969864,3.07195
Auriphrygia,-8.464736,-2.7980874,8.915215,-1.8130074,-3.0568988,2.9998908
Liespfund,4.1046224,27.8951,28.195469,-0.6329046,-1.8344857,2.6593854
Jujuisms,-1.4791652,-17.905954,17.966946,-4.1188426,1.3499438,2.08093
Philologastry,-2.5641992,14.996683,15.214322,-2.422413,-2.7821612,2.5995116
Fakeer,-0.30360717,-9.040141,9.0452385,-3.6729949,0.19259296,1.0204324
Soilages,0.79090697,4.2116556,4.285274,-1.953263,-2.1246898,2.0750804
Encheer,3.7546906,14.91165,15.377092,-3.2956536,-1.9711906,1.8578001
Overfit,1.0427599,-9.988753,10.0430355,-1.1876808,1.453816,2.2632546
Areometry,0.19451928,22.34567,22.346518,-1.1559393,-0.88731855,1.7185738
Goldenest,-0.8121538,4.51597,4.5884175,-0.64424044,-0.166202,2.0876167
Metrectasia,0.02829286,-1.6317478,1.6319937,-3.4868083,0.7433774,1.2093081
Backfires,-0.7756831,-15.528553,15.547915,-3.5767548,1.8447257,2.2135358
Fieldleft,-3.942272,-9.52885,10.312154,-1.9864763,1.3613523,1.7310143
Lavinia,8.867346,9.980313,13.350522,-2.5564072,-0.90056926,0.72106856
Knucklier,-1.0135502,-2.935863,3.105894,-2.577533,1.1676459,1.3773842
Anguses,-4.3808026,-2.1764588,4.8916674,-2.0705955,-2.3306406,2.2297604
Arianizer,2.3302033,-7.487825,7.842026,-1.7239788,0.62535745,1.3031732
Haplonts,-6.661543,-17.290382,18.52926,-4.5744276,1.6058757,2.5809488
Substyle,1.2058694,9.205601,9.284244,-2.9461238,-1.9967854,1.8084598
Erethizontidae,-0.7808732,-2.461769,2.5826483,0.1919236,1.2233212,3.2520394
Balances,-0.7069966,18.298529,18.312181,-2.756762,-2.9686966,2.7677128
Pyuria,1.1607454,-12.403364,12.45756,-4.122716,2.0644162,2.6585438
Temporalism,-1.455695,-6.4108496,6.5740433,-4.02952,0.65095365,1.5526361
Bengal,-1.5949758,-9.048164,9.187668,-2.6968274,1.2615861,1.463097
Peaces,-3.186418,10.52753,10.999187,-2.3595908,-0.9786198,0.86191916
Overregulate,5.0276327,-28.368603,28.81067,-3.566578,2.4103801,2.7417269
Methodizer,-0.038574897,-0.100040734,0.10722085,-1.979509,0.19875821,0.85174775
Hydrophyton,17.17951,-3.0398996,17.44639,-3.680539,-0.4874558,0.99123716
Leatherboard,-0.5193522,-5.962022,5.9846,-5.206336,0.7322179,2.6449137
Ornithopoda,5.6474314,15.34346,16.349777,-3.5497816,-1.336253,1.3993046
Nonenunciatory,-0.77924424,8.978788,9.012538,-2.2865326,-1.0389677,0.948725
Whitherward,2.9489822,-19.522772,19.744242,-3.5400963,2.0804973,2.42062
Slummage,-1.4783837,12.620502,12.706797,-1.1199148,-1.2576933,1.9271251
Rudimentary,2.229305,-8.576818,8.861808,-3.2818484,0.40628034,0.81958544
Turnipwood,-0.4824055,11.539263,11.54934,-2.614466,-1.4019463,1.2065438
Anteluminary,-0.8501619,4.509521,4.5889597,-1.4679245,0.51793647,1.4538913
Kingship,0.30293548,-2.8360624,2.8521962,-3.942677,1.865748,2.395547
Unequability,-4.1076736,14.915764,15.471036,-1.0712624,-2.004602,2.4513733
Springlock,-1.0833095,38.815804,38.830917,-0.65031344,-2.375915,3.0102222
Oftwhiles,-0.24773377,-0.42232752,0.48962557,-2.2884612,-0.86618644,0.7991768
Pocketcase,0.29231185,-2.9117098,2.9263463,-2.4901173,0.36908516,0.61919826
Confessionist,-4.1510215,-2.4003599,4.7950716,-4.4146066,-0.90949315,1.8260478
Forebode,1.4324938,5.2537475,5.445539,-3.6207237,-1.765197,1.7991683
Panties,-2.1006162,27.351278,27.431824,-1.1846558,-3.1162186,3.3001297
Lochiocyte,-2.0393274,-12.806902,12.968254,-2.156819,0.43438497,0.8568387
Menshevist,-1.0855407,9.948422,10.007472,-1.7254475,-1.3769239,1.5475267
Chaptrel,0.17325714,1.8941534,1.90206,-2.4067268,-0.32358414,0.3471641
Wither,2.970099,8.153425,8.6775465,-1.9176431,-0.7961187,1.0082256
Aspace,0.063078485,6.781617,6.78191,-1.1502693,-0.7670727,1.679531
Kitharas,-1.0122026,37.92129,37.934795,-1.1096531,-3.2063007,3.4149437
Bloodlettings,1.75059,8.421094,8.601127,-1.3895117,-1.0307283,1.5777814
Squasher,-0.99370795,19.53843,19.563683,-0.2557461,-1.0783409,2.6266396
Umbellales,6.337966,-9.415527,11.3499775,-2.5105093,2.3609793,2.5715964
Supercelestial,2.9352984,10.269699,10.680949,-2.5727935,-1.179138,0.990843
Gestura,-1.7946455,1.5512016,2.3721251,-3.9064548,-1.1602039,1.5166569
Reforbid,2.7346435,-7.144508,7.649985,-1.7771832,-1.2550906,1.4218808
Bawlers,2.9898746,-6.5699825,7.218312,-3.3374503,1.5391911,1.8427436
Messianism,1.0906018,-22.714903,22.741068,-4.4958153,2.5759106,3.2900388
Planful,-0.41112408,-23.815607,23.819155,-3.1121852,2.1172564,2.3493915
Clinocephalus,-3.3876405,-7.135192,7.898549,-4.1661906,0.6304006,1.6581737
Annellata,-2.039266,-16.214766,16.342497,-3.944613,1.3939978,2.00395
Disorganic,-0.37194166,-23.684238,23.68716,-4.710063,1.7545401,2.7819014
Rebathe,1.7593486,-18.862116,18.943989,-3.42428,2.2508364,2.5479085
Jetsam,3.8706508,8.44258,9.287577,-3.9209073,-1.521823,1.7773147
Momental,-0.07336109,22.54372,22.54384,-3.1774187,-2.0029736,1.8562163
Modifiability,-0.53002495,-27.055096,27.060287,-3.9072297,2.6428943,3.0774148
Pariglin,2.9264433,-1.9551398,3.5194662,-2.2444787,-0.40959975,0.5298361
Chokies,-2.1527035,-1.9438176,2.9004416,-4.330153,0.24077481,1.6585337
Hacendado,-3.6448355,-12.67824,13.191763,-4.574563,-0.85805464,1.9565867
Heavenliest,0.4899147,-2.673628,2.7181437,-2.7805645,0.33576652,0.53909636
Unpoignant,0.59064335,-6.3717475,6.3990645,-3.4036357,0.30174267,0.8393614
Epicardial,2.038002,-1.0565215,2.2955806,-3.4764888,-0.62425375,0.8567212
Hyperaeolism,-8.380969,-1.6768191,8.547068,-4.62914,0.3037994,1.9635963
Immigrations,2.3636794,8.442578,8.767218,-3.0540733,-2.221214,2.0456977
Sheriffhood,5.301489,-20.243107,20.925802,-3.538989,1.7620877,2.1227417
Gastrophilism,-3.6148248,-20.22832,20.548767,-3.7428532,2.7412121,3.1112528
Procotton,-1.683895,22.615263,22.677866,-1.5196252,-1.0594544,1.4851176
Oxytocin,-2.446003,2.716913,3.6557553,-4.107183,-0.6712127,1.45373
Aquarid,4.0469737,-7.520594,8.540336,-1.4406354,1.1958305,1.9020807
Skokiaan,7.843817,34.33023,35.214916,-0.7312286,-2.3503304,2.9360766
Phyllodia,-2.6771886,-3.3440728,4.2837095,-3.866038,0.66529405,1.4274677
Plateiasmus,-1.2918527,-5.229131,5.386344,-3.1705475,0.3538311,0.70756763
Galleyworm,3.3754532,-10.985524,11.492408,-3.4388475,0.6579449,1.1127459
Atomician,-0.9356493,15.558162,15.58627,-1.551363,-1.6901494,1.9000397
Frowst,0.2155626,5.3406477,5.3449955,-2.4363356,-0.36588484,0.3381054
Biasses,8.585004,-1.7485172,8.761256,-1.2307639,1.1051006,1.9896134
Nonorthodox,-2.6042976,6.882028,7.3583064,-0.7509576,-0.77292365,2.0615022
Procellariine,-0.30939713,16.90437,16.9072,-3.23537,-1.0511578,0.98813957
Hymenic,-2.5919058,8.506687,8.892789,-4.78242,0.24337935,2.0984674
Epimyocardium,-6.519117,1.0276402,6.599616,-4.933724,-0.8155533,2.2862756
Dobies,-2.0831788,9.730387,9.950882,-2.8489842,-1.4001316,1.2047687
Resinous,0.93539375,-3.3787434,3.5058339,-3.8354506,-0.54129654,1.1551179
Tautousious,2.2582312,-30.027857,30.112652,-2.0793624,1.7124271,2.0216203
Polysiphonous,6.8012524,24.397116,25.327381,-0.5632662,-0.5683827,2.199186
Zendician,-3.1320374,1.1598985,3.3399136,-1.914536,0.11525997,0.87613916
Underpetticoat,-4.6019206,24.600634,25.02736,-1.3326813,-3.253663,3.3578308
Paludamenta,-2.3559687,-20.686623,20.820349,-4.055291,1.1955817,1.924309
Titres,-1.9268427,2.9240227,3.5018036,-2.9005833,-2.5631313,2.3680723
Chansonette,-3.7834516,35.363224,35.56504,-1.0007423,-2.7952895,3.1185856
Gadite,1.0866342,9.371622,9.434408,-3.9328368,-1.1802337,1.5497608
Barratries,-3.2880137,15.74058,16.080326,-1.7007182,-2.7018483,2.7048836
Ostensory,-0.109093934,1.6836073,1.6871376,-2.7944028,-0.65843344,0.46163175
Potsies,2.8521104,10.23281,10.6228485,-3.79464,-1.403724,1.6051279
Catechistical,1.9345554,14.352067,14.481861,-2.4378488,-1.0544674,0.90250105
Unoecumenic,0.41225323,-3.3371525,3.3625202,-2.196986,-1.1231117,1.0657785
Glossoscopy,-3.8493977,21.036068,21.385368,-1.7576233,-3.068335,3.0281363
Fidejussionary,-6.310277,-1.6468656,6.521639,-1.5682025,0.27635902,1.2575289
Polyphote,-2.8229024,-20.609886,20.80231,-4.3854437,0.45461908,1.779123
Quinanarii,-1.5664498,-19.334023,19.397375,-3.920434,2.0957136,2.5862625
Postmuscular,-4.0545783,4.8635235,6.33194,-4.2486615,-1.0039046,1.7164143
Hypsophyllary,1.3741456,-8.198765,8.313124,-2.9499595,0.7698913,0.9952472
Calotypist,1.6156648,41.41057,41.442074,-1.4548129,-2.995139,3.071931
Oversprung,-1.1987848,5.1879516,5.324652,-1.3176498,-0.3364256,1.420377
Recepts,-0.019759338,24.674482,24.67449,-0.77416307,-1.27771,2.2339463
Vestries,6.9224787,-80.2276,80.5257,-2.6748157,2.5318136,2.7335012
Beakiest,0.5426937,-5.3277535,5.3553224,-4.2417417,-1.2300708,1.8274069
Fibrine,-2.1583426,-0.26246557,2.174243,-1.2245568,0.51655346,1.6691613
Hemispasm,-2.641098,20.794325,20.961378,-1.3970244,-2.8830528,2.9956434
Piscary,0.9904884,-14.38162,14.415689,-1.9444082,0.9060246,1.3584322
Slugfest,-0.2906475,37.430016,37.431145,-1.0590643,-2.89888,3.174159
Fringehead,-2.8384,0.2435731,2.848832,-4.7513566,-0.5623903,2.0518498
Stammel,-0.7558608,-8.893654,8.925717,-3.588598,1.0858301,1.5461856
Calicate,6.813614,-18.138376,19.375914,-3.432883,1.2144308,1.5797372
Prefurlough,3.1135035,66.95419,67.02654,-0.6529033,-2.8516986,3.3684592
Rallyings,-1.8774892,1.8504972,2.6361535,-1.5090332,0.054543678,1.2489748
Sublacustrine,-3.884286,-12.520425,13.109109,-5.0114408,1.0923175,2.6212127
Wapitis,-3.436364,14.101148,14.513819,-0.9304338,-1.4473543,2.1902578
Ruckus,-1.9705487,8.133749,8.369045,-3.5076306,-1.2790812,1.3282785
Protogine,4.027972,-6.7804003,7.8865957,-2.3041625,0.086059205,0.5149105
Unicef,-2.2676394,7.229763,7.577048,-1.7018169,-1.2214649,1.4496654
Monolithic,1.188059,4.6036205,4.754451,-4.2007008,-1.2547481,1.8079094
Betises,1.3763808,-4.6278634,4.828203,-2.1466472,2.057926,2.3335211
Planetaries,-1.866734,-4.824439,5.1729984,-3.5495563,0.014801001,0.84600323
Prehesitate,0.2883342,-25.42451,25.426144,-2.246631,2.0521216,2.304813
Intercentral,-1.4617563,-8.98682,9.104927,-2.8497124,1.5008938,1.7060881
Mycobacterial,2.1458673,3.6287637,4.215764,-2.9902132,-0.8471536,0.6959066
Guidecraft,5.207073,1.5001415,5.418859,-3.4442995,-0.60021573,0.81687474
Aguglia,-15.400011,-53.36094,55.538727,-3.95439,2.3297737,2.810803
Gunarchy,2.132281,-10.627588,10.839386,-2.2443845,0.65844613,0.98800915
Feteritas,-1.1385999,17.420742,17.45791,-1.2430067,-1.9870384,2.3249493
Collard,1.3985866,-6.725529,6.86941,-2.4211137,0.9670663,1.2087138
Wellstrand,-6.293493,11.80582,13.378544,-2.1779592,-1.6289402,1.5314085
Curvifoliate,0.8245846,8.503376,8.5432625,-0.9209234,-0.7515004,1.89245
Geoglossum,-1.2309741,-10.122751,10.197324,-3.5844243,0.981964,1.4584255
Warniss,-4.666752,-6.178282,7.7427225,-2.3990169,0.937352,1.1860261
Sempiternize,15.05521,32.96082,36.236378,-0.4518167,0.051202092,2.2936673
Malayalam,-2.0362287,12.883673,13.04359,-3.6157455,-1.9250952,1.9375085
Contestate,-1.7772877,-8.820207,8.997489,-3.3134692,0.7489123,1.1140611
Demineralizer,-1.8092548,-3.5965605,4.025997,-2.7784472,1.8390635,2.0407004
Caroigne,-4.1804934,1.2284108,4.357238,-2.3635921,-2.0395873,1.8749521
Chiavetta,-0.5790427,8.482572,8.502311,-1.6164182,0.50092375,1.317721
Balers,-0.5548641,18.537998,18.546299,-1.1130128,-2.7501123,3.0194676
Excepter,0.81739926,-8.290184,8.330384,-1.9354185,0.6506297,1.1658863
Swordman,1.991048,-1.8013116,2.6849575,-3.905243,0.39507708,1.3164133
Sketchers,-0.57565856,13.302069,13.314518,-1.1653068,-0.47378623,1.5898192
Blackfishes,-1.5380079,-25.621696,25.667816,-3.693381,2.5933306,2.955321
Metroptosis,2.8373418,15.342828,15.602975,-2.0538666,0.11585327,0.7481538
Sewround,-1.0041603,13.748531,13.785152,-1.351719,-0.4596075,1.4038529
Natalian,0.060040377,-2.5610347,2.5617387,-3.2370582,0.11670408,0.597094
Sulphamyl,-1.814581,21.575048,21.651222,-0.93471706,-1.4074087,2.16422
Rubythroat,0.5729743,-23.246937,23.253996,-4.7421017,2.1692114,3.1081545
Treacle,2.2679384,-3.347162,4.043147,-3.0926983,0.28504083,0.6055975
Monometallism,-4.4720616,-34.255493,34.546177,-4.3464317,2.742782,3.3577113
Anhydrate,-1.3284603,7.660777,7.7751083,-3.8213713,-1.9951208,2.0990934
Postliterate,1.9102747,24.509851,24.58418,-0.9805871,-1.5455658,2.2076046
Garancine,-0.8232414,5.267387,5.331331,-2.430927,-1.8011793,1.6280793
Topmost,-0.5234308,-1.4945782,1.5835865,-3.7680278,-0.10600328,1.0408157
Sendal,-1.7591615,10.462704,10.609562,-3.4697084,-0.88690215,1.0075624
Peltae,-1.2473468,0.3924705,1.3076342,-1.9300375,0.3396141,0.9668594
Cancerite,-0.5584082,-9.077377,9.094538,-3.52052,0.75174433,1.2370765
Oxychloric,0.96384895,-2.3049886,2.4983952,-3.9736273,-0.43067512,1.2631006
Hemistich,7.973713,9.220846,12.190328,-1.8931226,-0.5114098,0.89402443
Cherry,1.4455928,-6.0901947,6.25941,-2.6516867,0.6619004,0.8666877
Chugalugs,1.7965057,-6.960676,7.1887727,-1.78554,0.8279012,1.3977855
Collyria,3.3986244,11.361629,11.859056,-3.1429996,-2.2831,2.1222649
Subsimian,-5.984858,-52.733116,53.07165,-5.1119924,1.6460509,3.0130372
Punatoo,0.38823515,-7.925572,7.9350758,-2.2625318,1.3381901,1.6091619
Sexpots,-0.56199783,-4.94368,4.9755216,-4.199888,0.109735586,1.500863
Permeates,-1.9429346,27.973015,28.04041,-1.0728133,-2.347395,2.712572
Sporotrichosis,0.40670612,-10.794853,10.802513,-4.2862196,1.7714579,2.511559
